repo,metric,period,granularity,value
airbnb/lottie-android,activity,2020Q4,quarter,153.95
airbnb/lottie-android,activity,2021Q1,quarter,137.0
airbnb/lottie-android,activity,2021Q2,quarter,122.04
airbnb/lottie-android,activity,2021Q3,quarter,141.48
airbnb/lottie-android,activity,2021Q4,quarter,113.84
airbnb/lottie-android,activity,2022Q1,quarter,119.8
airbnb/lottie-android,activity,2022Q2,quarter,114.43
airbnb/lottie-android,activity,2022Q3,quarter,75.08
airbnb/lottie-android,activity,2022Q4,quarter,122.85
airbnb/lottie-android,activity,2023Q1,quarter,94.97
airbnb/lottie-android,activity,2023Q2,quarter,115.04
airbnb/lottie-android,activity,2023Q3,quarter,116.72
airbnb/lottie-android,activity,2023Q4,quarter,93.94
airbnb/lottie-android,activity,2024Q1,quarter,91.29
airbnb/lottie-android,activity,2024Q2,quarter,65.43
airbnb/lottie-android,activity,2024Q3,quarter,101.56
airbnb/lottie-android,activity,2024Q4,quarter,101.31
airbnb/lottie-android,activity,2025Q1,quarter,47.2
airbnb/lottie-android,activity,2025Q2,quarter,37.47
airbnb/lottie-android,activity,2025Q3,quarter,37.31
airbnb/lottie-android,activity,2025Q4,quarter,17.43
airbnb/lottie-android,activity,2026Q1,quarter,18.85
airbnb/lottie-android,activity,2026Q2,quarter,2.98
airbnb/lottie-android,activity,2026Q3,quarter,4.03
airbnb/lottie-android,openrank,2016,year,2.15
airbnb/lottie-android,openrank,2017,year,292.13
airbnb/lottie-android,openrank,2018,year,296.99
airbnb/lottie-android,openrank,2019,year,272.11
airbnb/lottie-android,openrank,2020,year,154.57
airbnb/lottie-android,openrank,2021,year,194.38
airbnb/lottie-android,openrank,2022,year,143.66
airbnb/lottie-android,openrank,2023,year,128.96
airbnb/lottie-android,openrank,2024,year,108.89
airbnb/lottie-android,openrank,2025,year,55.97
airbnb/lottie-android,openrank,2026,year,7.82
airbnb/lottie-android,openrank,2016-10,month,0.82
airbnb/lottie-android,openrank,2016-12,month,1.33
airbnb/lottie-android,openrank,2017-02,month,31.45
airbnb/lottie-android,openrank,2017-03,month,33.26
airbnb/lottie-android,openrank,2017-04,month,27.44
airbnb/lottie-android,openrank,2017-05,month,27.72
airbnb/lottie-android,openrank,2017-06,month,23.71
airbnb/lottie-android,openrank,2017-07,month,26.63
airbnb/lottie-android,openrank,2017-08,month,25.25
airbnb/lottie-android,openrank,2017-09,month,22.55
airbnb/lottie-android,openrank,2017-10,month,20.61
airbnb/lottie-android,openrank,2017-11,month,28.94
airbnb/lottie-android,openrank,2017-12,month,24.58
airbnb/lottie-android,openrank,2018-01,month,25.83
airbnb/lottie-android,openrank,2018-02,month,26.53
airbnb/lottie-android,openrank,2018-03,month,31.94
airbnb/lottie-android,openrank,2018-04,month,26.03
airbnb/lottie-android,openrank,2018-05,month,26.84
airbnb/lottie-android,openrank,2018-06,month,22.93
airbnb/lottie-android,openrank,2018-07,month,26.76
airbnb/lottie-android,openrank,2018-08,month,26.13
airbnb/lottie-android,openrank,2018-09,month,26.38
airbnb/lottie-android,openrank,2018-10,month,18.18
airbnb/lottie-android,openrank,2018-11,month,17.74
airbnb/lottie-android,openrank,2018-12,month,21.71
airbnb/lottie-android,openrank,2019-01,month,15.35
airbnb/lottie-android,openrank,2019-02,month,19.07
airbnb/lottie-android,openrank,2019-03,month,21.5
airbnb/lottie-android,openrank,2019-04,month,21.57
airbnb/lottie-android,openrank,2019-05,month,28.02
airbnb/lottie-android,openrank,2019-06,month,28.25
airbnb/lottie-android,openrank,2019-07,month,31.43
airbnb/lottie-android,openrank,2019-08,month,28.39
airbnb/lottie-android,openrank,2019-09,month,22.08
airbnb/lottie-android,openrank,2019-10,month,19.0
airbnb/lottie-android,openrank,2019-11,month,20.85
airbnb/lottie-android,openrank,2019-12,month,16.61
airbnb/lottie-android,openrank,2020-01,month,16.45
airbnb/lottie-android,openrank,2020-02,month,18.65
airbnb/lottie-android,openrank,2020-03,month,10.59
airbnb/lottie-android,openrank,2020-04,month,12.18
airbnb/lottie-android,openrank,2020-05,month,8.68
airbnb/lottie-android,openrank,2020-06,month,10.18
airbnb/lottie-android,openrank,2020-07,month,10.83
airbnb/lottie-android,openrank,2020-08,month,11.75
airbnb/lottie-android,openrank,2020-09,month,8.98
airbnb/lottie-android,openrank,2020-10,month,14.62
airbnb/lottie-android,openrank,2020-11,month,16.27
airbnb/lottie-android,openrank,2020-12,month,15.39
airbnb/lottie-android,openrank,2021-01,month,12.41
airbnb/lottie-android,openrank,2021-02,month,12.93
airbnb/lottie-android,openrank,2021-03,month,15.53
airbnb/lottie-android,openrank,2021-04,month,17.73
airbnb/lottie-android,openrank,2021-05,month,16.47
airbnb/lottie-android,openrank,2021-06,month,16.42
airbnb/lottie-android,openrank,2021-07,month,17.41
airbnb/lottie-android,openrank,2021-08,month,15.91
airbnb/lottie-android,openrank,2021-09,month,18.03
airbnb/lottie-android,openrank,2021-10,month,17.0
airbnb/lottie-android,openrank,2021-11,month,16.91
airbnb/lottie-android,openrank,2021-12,month,16.77
airbnb/lottie-android,openrank,2022-01,month,16.46
airbnb/lottie-android,openrank,2022-02,month,16.04
airbnb/lottie-android,openrank,2022-03,month,14.27
airbnb/lottie-android,openrank,2022-04,month,14.49
airbnb/lottie-android,openrank,2022-05,month,12.84
airbnb/lottie-android,openrank,2022-06,month,12.86
airbnb/lottie-android,openrank,2022-07,month,8.5
airbnb/lottie-android,openrank,2022-08,month,9.34
airbnb/lottie-android,openrank,2022-09,month,7.66
airbnb/lottie-android,openrank,2022-10,month,9.09
airbnb/lottie-android,openrank,2022-11,month,11.12
airbnb/lottie-android,openrank,2022-12,month,10.97
airbnb/lottie-android,openrank,2023-01,month,9.67
airbnb/lottie-android,openrank,2023-02,month,9.23
airbnb/lottie-android,openrank,2023-03,month,10.81
airbnb/lottie-android,openrank,2023-04,month,11.73
airbnb/lottie-android,openrank,2023-05,month,10.11
airbnb/lottie-android,openrank,2023-06,month,11.5
airbnb/lottie-android,openrank,2023-07,month,11.39
airbnb/lottie-android,openrank,2023-08,month,11.69
airbnb/lottie-android,openrank,2023-09,month,10.12
airbnb/lottie-android,openrank,2023-10,month,9.7
airbnb/lottie-android,openrank,2023-11,month,11.63
airbnb/lottie-android,openrank,2023-12,month,11.38
airbnb/lottie-android,openrank,2024-01,month,11.67
airbnb/lottie-android,openrank,2024-02,month,10.08
airbnb/lottie-android,openrank,2024-03,month,9.29
airbnb/lottie-android,openrank,2024-04,month,8.64
airbnb/lottie-android,openrank,2024-05,month,8.03
airbnb/lottie-android,openrank,2024-06,month,6.55
airbnb/lottie-android,openrank,2024-07,month,8.36
airbnb/lottie-android,openrank,2024-08,month,8.43
airbnb/lottie-android,openrank,2024-09,month,9.44
airbnb/lottie-android,openrank,2024-10,month,7.49
airbnb/lottie-android,openrank,2024-11,month,10.78
airbnb/lottie-android,openrank,2024-12,month,10.12
airbnb/lottie-android,openrank,2025-01,month,7.38
airbnb/lottie-android,openrank,2025-02,month,5.8
airbnb/lottie-android,openrank,2025-03,month,7.81
airbnb/lottie-android,openrank,2025-04,month,6.67
airbnb/lottie-android,openrank,2025-05,month,4.8
airbnb/lottie-android,openrank,2025-06,month,5.29
airbnb/lottie-android,openrank,2025-07,month,3.8
airbnb/lottie-android,openrank,2025-08,month,4.03
airbnb/lottie-android,openrank,2025-09,month,3.7
airbnb/lottie-android,openrank,2025-10,month,2.83
airbnb/lottie-android,openrank,2025-11,month,2.06
airbnb/lottie-android,openrank,2025-12,month,1.79
airbnb/lottie-android,openrank,2026-01,month,1.95
airbnb/lottie-android,openrank,2026-02,month,1.64
airbnb/lottie-android,openrank,2026-03,month,1.45
airbnb/lottie-android,openrank,2026-04,month,0.95
airbnb/lottie-android,openrank,2026-05,month,0.64
airbnb/lottie-android,openrank,2026-08,month,1.19
airbnb/lottie-android,openrank,2021-10-raw,other,17.86
airbnb/lottie-android,openrank,2016Q4,quarter,2.15
airbnb/lottie-android,openrank,2017Q1,quarter,64.7
airbnb/lottie-android,openrank,2017Q2,quarter,78.87
airbnb/lottie-android,openrank,2017Q3,quarter,74.43
airbnb/lottie-android,openrank,2017Q4,quarter,74.13
airbnb/lottie-android,openrank,2018Q1,quarter,84.3
airbnb/lottie-android,openrank,2018Q2,quarter,75.79
airbnb/lottie-android,openrank,2018Q3,quarter,79.26
airbnb/lottie-android,openrank,2018Q4,quarter,57.63
airbnb/lottie-android,openrank,2019Q1,quarter,55.92
airbnb/lottie-android,openrank,2019Q2,quarter,77.84
airbnb/lottie-android,openrank,2019Q3,quarter,81.89
airbnb/lottie-android,openrank,2019Q4,quarter,56.46
airbnb/lottie-android,openrank,2020Q1,quarter,45.7
airbnb/lottie-android,openrank,2020Q2,quarter,31.04
airbnb/lottie-android,openrank,2020Q3,quarter,31.56
airbnb/lottie-android,openrank,2020Q4,quarter,46.28
airbnb/lottie-android,openrank,2021Q1,quarter,40.87
airbnb/lottie-android,openrank,2021Q2,quarter,50.63
airbnb/lottie-android,openrank,2021Q3,quarter,51.34
airbnb/lottie-android,openrank,2021Q4,quarter,51.54
airbnb/lottie-android,openrank,2022Q1,quarter,46.78
airbnb/lottie-android,openrank,2022Q2,quarter,40.19
airbnb/lottie-android,openrank,2022Q3,quarter,25.51
airbnb/lottie-android,openrank,2022Q4,quarter,31.18
airbnb/lottie-android,openrank,2023Q1,quarter,29.71
airbnb/lottie-android,openrank,2023Q2,quarter,33.34
airbnb/lottie-android,openrank,2023Q3,quarter,33.2
airbnb/lottie-android,openrank,2023Q4,quarter,32.72
airbnb/lottie-android,openrank,2024Q1,quarter,31.04
airbnb/lottie-android,openrank,2024Q2,quarter,23.22
airbnb/lottie-android,openrank,2024Q3,quarter,26.24
airbnb/lottie-android,openrank,2024Q4,quarter,28.4
airbnb/lottie-android,openrank,2025Q1,quarter,20.99
airbnb/lottie-android,openrank,2025Q2,quarter,16.76
airbnb/lottie-android,openrank,2025Q3,quarter,11.53
airbnb/lottie-android,openrank,2025Q4,quarter,6.69
airbnb/lottie-android,openrank,2026Q1,quarter,5.04
airbnb/lottie-android,openrank,2026Q2,quarter,1.59
airbnb/lottie-android,openrank,2026Q3,quarter,1.19
airbnb/lottie-android,participants,2016,year,1.0
airbnb/lottie-android,participants,2017,year,435.0
airbnb/lottie-android,participants,2018,year,450.0
airbnb/lottie-android,participants,2019,year,413.0
airbnb/lottie-android,participants,2020,year,284.0
airbnb/lottie-android,participants,2021,year,249.0
airbnb/lottie-android,participants,2022,year,200.0
airbnb/lottie-android,participants,2023,year,190.0
airbnb/lottie-android,participants,2024,year,151.0
airbnb/lottie-android,participants,2025,year,72.0
airbnb/lottie-android,participants,2026,year,13.0
airbnb/lottie-android,participants,2016-10,month,1.0
airbnb/lottie-android,participants,2016-12,month,1.0
airbnb/lottie-android,participants,2017-02,month,112.0
airbnb/lottie-android,participants,2017-03,month,56.0
airbnb/lottie-android,participants,2017-04,month,41.0
airbnb/lottie-android,participants,2017-05,month,52.0
airbnb/lottie-android,participants,2017-06,month,39.0
airbnb/lottie-android,participants,2017-07,month,44.0
airbnb/lottie-android,participants,2017-08,month,45.0
airbnb/lottie-android,participants,2017-09,month,37.0
airbnb/lottie-android,participants,2017-10,month,34.0
airbnb/lottie-android,participants,2017-11,month,52.0
airbnb/lottie-android,participants,2017-12,month,31.0
airbnb/lottie-android,participants,2018-01,month,36.0
airbnb/lottie-android,participants,2018-02,month,44.0
airbnb/lottie-android,participants,2018-03,month,55.0
airbnb/lottie-android,participants,2018-04,month,40.0
airbnb/lottie-android,participants,2018-05,month,56.0
airbnb/lottie-android,participants,2018-06,month,45.0
airbnb/lottie-android,participants,2018-07,month,47.0
airbnb/lottie-android,participants,2018-08,month,50.0
airbnb/lottie-android,participants,2018-09,month,52.0
airbnb/lottie-android,participants,2018-10,month,37.0
airbnb/lottie-android,participants,2018-11,month,35.0
airbnb/lottie-android,participants,2018-12,month,50.0
airbnb/lottie-android,participants,2019-01,month,39.0
airbnb/lottie-android,participants,2019-02,month,43.0
airbnb/lottie-android,participants,2019-03,month,33.0
airbnb/lottie-android,participants,2019-04,month,46.0
airbnb/lottie-android,participants,2019-05,month,57.0
airbnb/lottie-android,participants,2019-06,month,50.0
airbnb/lottie-android,participants,2019-07,month,66.0
airbnb/lottie-android,participants,2019-08,month,49.0
airbnb/lottie-android,participants,2019-09,month,40.0
airbnb/lottie-android,participants,2019-10,month,34.0
airbnb/lottie-android,participants,2019-11,month,41.0
airbnb/lottie-android,participants,2019-12,month,38.0
airbnb/lottie-android,participants,2020-01,month,38.0
airbnb/lottie-android,participants,2020-02,month,36.0
airbnb/lottie-android,participants,2020-03,month,16.0
airbnb/lottie-android,participants,2020-04,month,29.0
airbnb/lottie-android,participants,2020-05,month,31.0
airbnb/lottie-android,participants,2020-06,month,32.0
airbnb/lottie-android,participants,2020-07,month,30.0
airbnb/lottie-android,participants,2020-08,month,28.0
airbnb/lottie-android,participants,2020-09,month,23.0
airbnb/lottie-android,participants,2020-10,month,37.0
airbnb/lottie-android,participants,2020-11,month,33.0
airbnb/lottie-android,participants,2020-12,month,16.0
airbnb/lottie-android,participants,2021-01,month,26.0
airbnb/lottie-android,participants,2021-02,month,22.0
airbnb/lottie-android,participants,2021-03,month,38.0
airbnb/lottie-android,participants,2021-04,month,33.0
airbnb/lottie-android,participants,2021-05,month,30.0
airbnb/lottie-android,participants,2021-06,month,22.0
airbnb/lottie-android,participants,2021-07,month,28.0
airbnb/lottie-android,participants,2021-08,month,22.0
airbnb/lottie-android,participants,2021-09,month,29.0
airbnb/lottie-android,participants,2021-10,month,25.0
airbnb/lottie-android,participants,2021-11,month,23.0
airbnb/lottie-android,participants,2021-12,month,20.0
airbnb/lottie-android,participants,2022-01,month,27.0
airbnb/lottie-android,participants,2022-02,month,19.0
airbnb/lottie-android,participants,2022-03,month,23.0
airbnb/lottie-android,participants,2022-04,month,26.0
airbnb/lottie-android,participants,2022-05,month,19.0
airbnb/lottie-android,participants,2022-06,month,23.0
airbnb/lottie-android,participants,2022-07,month,14.0
airbnb/lottie-android,participants,2022-08,month,17.0
airbnb/lottie-android,participants,2022-09,month,22.0
airbnb/lottie-android,participants,2022-10,month,20.0
airbnb/lottie-android,participants,2022-11,month,27.0
airbnb/lottie-android,participants,2022-12,month,19.0
airbnb/lottie-android,participants,2023-01,month,19.0
airbnb/lottie-android,participants,2023-02,month,14.0
airbnb/lottie-android,participants,2023-03,month,26.0
airbnb/lottie-android,participants,2023-04,month,25.0
airbnb/lottie-android,participants,2023-05,month,19.0
airbnb/lottie-android,participants,2023-06,month,25.0
airbnb/lottie-android,participants,2023-07,month,22.0
airbnb/lottie-android,participants,2023-08,month,31.0
airbnb/lottie-android,participants,2023-09,month,22.0
airbnb/lottie-android,participants,2023-10,month,17.0
airbnb/lottie-android,participants,2023-11,month,16.0
airbnb/lottie-android,participants,2023-12,month,18.0
airbnb/lottie-android,participants,2024-01,month,22.0
airbnb/lottie-android,participants,2024-02,month,16.0
airbnb/lottie-android,participants,2024-03,month,15.0
airbnb/lottie-android,participants,2024-04,month,13.0
airbnb/lottie-android,participants,2024-05,month,13.0
airbnb/lottie-android,participants,2024-06,month,15.0
airbnb/lottie-android,participants,2024-07,month,16.0
airbnb/lottie-android,participants,2024-08,month,17.0
airbnb/lottie-android,participants,2024-09,month,16.0
airbnb/lottie-android,participants,2024-10,month,18.0
airbnb/lottie-android,participants,2024-11,month,22.0
airbnb/lottie-android,participants,2024-12,month,23.0
airbnb/lottie-android,participants,2025-01,month,13.0
airbnb/lottie-android,participants,2025-02,month,9.0
airbnb/lottie-android,participants,2025-03,month,10.0
airbnb/lottie-android,participants,2025-04,month,11.0
airbnb/lottie-android,participants,2025-05,month,7.0
airbnb/lottie-android,participants,2025-06,month,7.0
airbnb/lottie-android,participants,2025-07,month,12.0
airbnb/lottie-android,participants,2025-08,month,9.0
airbnb/lottie-android,participants,2025-09,month,9.0
airbnb/lottie-android,participants,2025-10,month,6.0
airbnb/lottie-android,participants,2025-11,month,3.0
airbnb/lottie-android,participants,2025-12,month,5.0
airbnb/lottie-android,participants,2026-01,month,5.0
airbnb/lottie-android,participants,2026-02,month,5.0
airbnb/lottie-android,participants,2026-03,month,3.0
airbnb/lottie-android,participants,2026-04,month,1.0
airbnb/lottie-android,participants,2026-05,month,1.0
airbnb/lottie-android,participants,2026-08,month,2.0
airbnb/lottie-android,participants,2021-10-raw,other,20.0
airbnb/lottie-android,participants,2016Q4,quarter,1.0
airbnb/lottie-android,participants,2017Q1,quarter,154.0
airbnb/lottie-android,participants,2017Q2,quarter,117.0
airbnb/lottie-android,participants,2017Q3,quarter,110.0
airbnb/lottie-android,participants,2017Q4,quarter,102.0
airbnb/lottie-android,participants,2018Q1,quarter,120.0
airbnb/lottie-android,participants,2018Q2,quarter,131.0
airbnb/lottie-android,participants,2018Q3,quarter,137.0
airbnb/lottie-android,participants,2018Q4,quarter,110.0
airbnb/lottie-android,participants,2019Q1,quarter,103.0
airbnb/lottie-android,participants,2019Q2,quarter,135.0
airbnb/lottie-android,participants,2019Q3,quarter,132.0
airbnb/lottie-android,participants,2019Q4,quarter,97.0
airbnb/lottie-android,participants,2020Q1,quarter,83.0
airbnb/lottie-android,participants,2020Q2,quarter,81.0
airbnb/lottie-android,participants,2020Q3,quarter,73.0
airbnb/lottie-android,participants,2020Q4,quarter,77.0
airbnb/lottie-android,participants,2021Q1,quarter,76.0
airbnb/lottie-android,participants,2021Q2,quarter,77.0
airbnb/lottie-android,participants,2021Q3,quarter,67.0
airbnb/lottie-android,participants,2021Q4,quarter,55.0
airbnb/lottie-android,participants,2022Q1,quarter,61.0
airbnb/lottie-android,participants,2022Q2,quarter,60.0
airbnb/lottie-android,participants,2022Q3,quarter,46.0
airbnb/lottie-android,participants,2022Q4,quarter,56.0
airbnb/lottie-android,participants,2023Q1,quarter,54.0
airbnb/lottie-android,participants,2023Q2,quarter,58.0
airbnb/lottie-android,participants,2023Q3,quarter,64.0
airbnb/lottie-android,participants,2023Q4,quarter,42.0
airbnb/lottie-android,participants,2024Q1,quarter,47.0
airbnb/lottie-android,participants,2024Q2,quarter,37.0
airbnb/lottie-android,participants,2024Q3,quarter,39.0
airbnb/lottie-android,participants,2024Q4,quarter,55.0
airbnb/lottie-android,participants,2025Q1,quarter,29.0
airbnb/lottie-android,participants,2025Q2,quarter,18.0
airbnb/lottie-android,participants,2025Q3,quarter,24.0
airbnb/lottie-android,participants,2025Q4,quarter,14.0
airbnb/lottie-android,participants,2026Q1,quarter,9.0
airbnb/lottie-android,participants,2026Q2,quarter,2.0
airbnb/lottie-android,participants,2026Q3,quarter,2.0
airbnb/lottie-android,stars,2017,year,18255.0
airbnb/lottie-android,stars,2018,year,5828.0
airbnb/lottie-android,stars,2019,year,4559.0
airbnb/lottie-android,stars,2020,year,3015.0
airbnb/lottie-android,stars,2021,year,2172.0
airbnb/lottie-android,stars,2022,year,1585.0
airbnb/lottie-android,stars,2023,year,1229.0
airbnb/lottie-android,stars,2024,year,1062.0
airbnb/lottie-android,stars,2025,year,492.0
airbnb/lottie-android,stars,2026,year,49.0
airbnb/lottie-android,stars,2017-02,month,9582.0
airbnb/lottie-android,stars,2017-03,month,1967.0
airbnb/lottie-android,stars,2017-04,month,825.0
airbnb/lottie-android,stars,2017-05,month,807.0
airbnb/lottie-android,stars,2017-06,month,846.0
