quarter,section,role,exec,speaker,firm,words,lm_pos,lm_neg,lm_unc,lm_weak_modal,hedge_extra,n_numbers,n_fwd,text_head
2023Q4,qa,mgmt,ceo,Brian Chesky,,212,1,0,1,1,0,0,4,"And I'll just add that I think that there's some massive opportunities in front of us, especially with Asia. We really did focus on Korea, but I think the point"
2023Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of James Lee from Mizuho. Your line is open.
2023Q4,qa,analyst,analyst,James Lee,Mizuho,58,1,2,0,0,0,0,0,"Great. Thanks for taking my questions. My question is about booking window. I think in 1Q last year, booking window was extended as consumers try to lock in hig"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,44,1,0,0,0,0,0,0,"Yeah. Booking window has been relatively stable. We've come back to a little bit more normal booking windows over time. So, there's actually not a lot to say on"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Bernie McTernan from Needham & Company. Your line is open.
2023Q4,qa,analyst,analyst,Bernie McTernan,Needham,78,1,1,0,0,0,0,0,"Great. Thanks for taking the questions. Brian, just on cross-vertical, when you're talking about the new product initiatives, were you meaning more of like a fu"
2023Q4,qa,mgmt,ceo,Brian Chesky,,100,1,1,0,0,0,0,4,"Yeah. Hey, Bernie. I think that Airbnb can go far beyond travel in the coming years, but I think we're going to start with our core. So, I think what we're goin"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,5,0,0,0,0,0,0,0,It was about first-time bookers
2023Q4,qa,mgmt,ceo,Brian Chesky,,5,0,0,0,0,0,0,0,"Yeah � oh, first-time bookers, yeah."
2023Q4,qa,mgmt,cfo,David E. Stephenson,,136,4,1,0,0,1,0,1,"...and what we're seeing the growth of first-time bookers. I'll start, Brian, and you can wrap it up if I miss anything. But a key part is the reliability, maki"
2023Q4,qa,mgmt,ceo,Brian Chesky,,351,7,0,0,0,0,0,1,"Yeah. I mean, I'll just like highlight a few things in addition to what Dave said. I mean, first of all, our traffic and our top of funnel results are really go"
2023Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of John Colantuoni from Jefferies. Your line is open.
2023Q4,qa,analyst,analyst,John Colantuoni,Jefferies,85,1,2,2,2,1,0,0,"Great. Thanks for taking my question. Just looking across your regions, EMEA is where you've sort of seen the biggest moderation in incremental Nights and Exper"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,121,5,0,0,0,1,0,2,"Yeah. We continue to see strength in our growth in our more established markets, North America and Europe. But we're actually seeing still stronger growth relat"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Ken Gawrelski from Wells Fargo. Your line is open.
2023Q4,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,37,0,0,1,1,0,0,0,"Thank you very much. And I'm sure you'll tell us more later this year, but could you talk about how you think about either the build, buy or partner strategy wi"
2023Q4,qa,mgmt,ceo,Brian Chesky,,253,6,0,2,1,0,3,5,"Yeah, absolutely. So, I think one of the great things about Airbnb is that most of our innovation and most of our business is developed organically. And that ju"
2023Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Mark Mahaney from Evercore ISI. Your line is open.
2023Q4,qa,analyst,analyst,Mark Mahaney,Evercore ISI,156,0,2,2,0,0,0,1,Yeah. Let me try two questions. There's some discussion in your Shareholder Letter about take rates. Just take rates have been relatively consistent in the last
2023Q4,qa,mgmt,ceo,Brian Chesky,,396,3,3,5,1,0,1,9,"Hey, Mark. Yeah. Why don't I � [indiscernible] (50:31) Asia and then Dave will do take rates. So I mean, no doubt that Internet companies have struggled in Asia"
2023Q4,qa,mgmt,cfo,David E. Stephenson,,172,2,0,0,0,0,0,2,"Yeah. And then, Mark, in terms of take rates, no, they should be consistent. There's no real reason why they should be going up on kind of a time-adjusted basis"
2023Q4,qa,operator,operator,Operator,,19,0,1,0,0,0,0,0,[Operator Instructions] Your next question comes from the line of Alex Brignall from Redburn Atlantic. Your line is open.
2023Q4,qa,analyst,analyst,Alex Brignall,Redburn Atlantic,187,2,1,2,0,0,4,5,Good evening. Thank you very much for taking the question. First one would just be on the Q1 guide. Just trying to understand what you're implying on the take r
2023Q4,qa,mgmt,cfo,David E. Stephenson,,200,2,0,0,0,0,2,6,"Yeah. So, the tour is � the reason why we say the take rate expansion Q1 is because there's a double hit. You have the increased revenue in Q1 due to the timing"
2023Q4,qa,operator,operator,Operator,,25,0,1,0,0,0,0,1,We have reached the end of our question-and-answer session. I will now turn the call back over to Mr. Brian Chesky for some closing remarks.
2023Q4,qa,mgmt,ceo,Brian Chesky,,94,4,0,0,0,0,4,1,"All right. Well, thanks, everyone, for joining us today. Just to recap, revenue was another incredibly strong quarter. Revenue was $2.2 billion, 70% higher. Adj"
2023Q4,qa,operator,operator,Operator,,430,1,17,6,2,0,0,2,This concludes today's conference call. Thank you for your participation. You may now disconnect. Disclaimer The information herein is based on sources we belie
2024Q1,prepared,operator,operator,Operator,,59,1,0,0,0,0,0,2,"Good afternoon and thank you for joining Airbnb's earnings conference call for the first quarter of 2024. As a reminder, this conference call is being recorded "
2024Q1,prepared,ir,other_mgmt,Angela Yang,,263,1,0,4,1,0,0,5,"Good afternoon and welcome to Airbnb's first quarter of 2024 earnings call. Thank you for joining us today. On the call today, we have Airbnb's Co-Founder and C"
2024Q1,prepared,mgmt,ceo,Brian Chesky,,1038,28,4,2,2,0,25,10,"All right. Good afternoon, everyone, and thanks for joining. Airbnb had a strong start to 2024. We had 133 million nights and experiences booked in Q1, marking "
2024Q1,qa,operator,operator,Operator,,26,0,1,0,0,0,0,2,We will now begin the question-and-answer session [Operator Instructions] Our first question will come from the line of Mark Mahaney with Evercore ISI. Please g
2024Q1,qa,analyst,analyst,Mark Mahaney,Evercore ISI,109,0,0,2,2,0,1,0,Thanks. You talked about leaning into these kind of less mature markets and this doubling of growth rate in some of those expansion markets versus your core mar
2024Q1,qa,mgmt,ceo,Brian Chesky,,516,9,2,5,5,0,5,0,"Yes. Hi, Mark, why don't I start? So leaning into less mature markets, so if you think about Airbnb, we're obviously in 220 countries and regions. We're one of "
2024Q1,qa,mgmt,cfo,Ellie Mertz,,81,3,0,1,1,0,0,1,"Brian, if I could just add, I think the app download effort is really just part of our broader priority around perfecting the core and optimizing the core busin"
2024Q1,qa,analyst,analyst,Mark Mahaney,Evercore ISI,3,0,0,0,0,0,0,0,"Thank you, Ellie."
2024Q1,qa,mgmt,ceo,Brian Chesky,,2,0,0,0,0,0,0,0,"Thanks, Mark."
2024Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,1,Your next question will come from the line of Richard Clarke with Bernstein. Please go ahead.
2024Q1,qa,analyst,analyst,Richard Clarke,Bernstein,128,1,2,3,3,1,0,4,"Hi, good afternoon. Thanks for taking my questions. Just on � you mentioned on the prepared remarks and you mentioned in Q4 that Q1 would have quite a tough com"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,380,8,5,2,0,2,1,6,"Yeah. Thanks, Richard. Let me just talk a little bit about the trends that we've seen year to date to help answer your question. So first, as you point out, as "
2024Q1,qa,analyst,analyst,Richard Clarke,Bernstein,5,0,0,0,0,0,0,0,"Very helpful color, thank you."
2024Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,1,Your next question will come from the line of Jed Kelly with Oppenheimer. Please go ahead.
2024Q1,qa,analyst,analyst,Jed Kelly,Oppenheimer,81,2,1,0,0,0,0,0,"Hey, great. Thanks for taking my questions. Just one on ADRs, they seem to be relatively sticky. And I think a couple of quarters ago, you talked about driving "
2024Q1,qa,mgmt,ceo,Brian Chesky,,479,4,2,3,3,0,3,1,"Yes. Hey, Jed, why don't I take the first one on value initiatives, and I'll let Ellie take the second one. So on providing value, when we started Airbnb, our o"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,272,6,1,0,0,0,0,3,"Yes. So, Jed, to your question with regard to the relative growth rates of supply and demand, just a few comments. I would say first, something that we've share"
2024Q1,qa,analyst,analyst,Jed Kelly,Oppenheimer,2,0,0,0,0,0,0,0,Thank you.
2024Q1,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Your next question comes from the line of Ron Josey with Citi. Please go ahead.
2024Q1,qa,analyst,analyst,Ron Josey,Citi,112,6,1,0,0,0,0,0,"Great, thanks for taking the question. Brian, I wanted to ask you about search on Airbnb just following the strength and the benefits of guest favorites. I want"
2024Q1,qa,mgmt,ceo,Brian Chesky,,775,25,4,7,4,0,11,4,"Yes, Ron. These are really very great questions, Ron, so we'll have to start with search. So we did approximately $10 billion last year in revenue. So the way t"
2024Q1,qa,analyst,analyst,Ron Josey,Citi,5,0,0,0,0,0,0,0,"Thank you, Brian. That's super-helpful."
2024Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Eric Sheridan with Goldman Sachs. Please go ahead.
2024Q1,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,98,1,1,2,2,0,0,0,"Thanks so much for taking the question. Maybe coming back and putting a finer point on some of the topics we've talked about already, Brian. When you think abou"
2024Q1,qa,mgmt,ceo,Brian Chesky,,522,7,0,5,3,0,1,3,"Hey, Eric, good to hear from you. So maybe I can just � you have 3 buckets. Maybe I can give you 3 slightly different buckets to give you our framework. The way"
2024Q1,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,3,1,0,0,0,0,0,0,"Great, thank you."
2024Q1,qa,mgmt,ceo,Brian Chesky,,346,5,7,3,0,0,2,4,"And I think the other question � sorry, I have to answer your question about how are you � what are we learning about AI and reducing friction. So just a couple"
2024Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,1,Your next question will come from the line of Brian Nowak with Morgan Stanley. Please go ahead.
2024Q1,qa,analyst,analyst,Brian Nowak,Morgan Stanley,149,5,2,1,1,0,4,2,Thanks for taking my questions. I have two to sort of come back to a couple of the topics we talked about. [Technical Difficulty] (00:32:12-00:32:21) The comp d
2024Q1,qa,mgmt,ceo,Brian Chesky,,37,0,4,0,0,0,0,0,"Yeah. Why don't I take the second question? And I think, Brian, either you or I cut out. We didn't hear the first part of your question. So do you want to just "
2024Q1,qa,analyst,analyst,Brian Nowak,Morgan Stanley,84,3,2,1,1,0,0,2,"Yeah. Yeah, absolutely, yeah. The first question was more for Ellie where she has � you talked about how you have stable room night growth now, but I think the "
2024Q1,qa,mgmt,ceo,Brian Chesky,,15,0,0,0,0,0,0,0,"Ellie, do you want to take the first one, and I'll take the second one?"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,282,3,6,3,1,3,0,5,"Yeah. So I think you're right in terms of the thinking was that the comparison in Q2 would be a little bit softer. I think what we've seen so far, just to repea"
2024Q1,qa,mgmt,ceo,Brian Chesky,,137,0,1,0,0,0,7,0,"And, Brian, I'll take the like-for-like question. So specifically, the data we're citing is global like-for-like basis. So what we're comparing is the average p"
2024Q1,qa,analyst,analyst,Brian Nowak,Morgan Stanley,5,0,0,0,0,0,0,0,That's helpful. Thank you both.
2024Q1,qa,mgmt,cfo,Ellie Mertz,,30,0,0,0,0,0,0,0,"And, Brian, that was particularly the case in North America this quarter. On an absolute basis, ADRs were up. But if you exclude the impact of mix, they were fl"
2024Q1,qa,analyst,analyst,Brian Nowak,Morgan Stanley,5,1,0,0,0,0,0,0,"Okay, great. Thank you both."
2024Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,1,Your next question will come from the line of James Lee with Mizuho. Please go ahead.
2024Q1,qa,analyst,analyst,James Lee,Mizuho,80,2,2,1,1,0,0,1,"Great, thanks for taking my question. I just want to follow up the prior question on supply and demand growth. And in other segments of the gig economy services"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,114,1,0,0,0,0,0,0,"I would say, generally speaking, when we see growth in supply, it is additive to demand. It means that when people are searching for a particular night in a par"
2024Q1,qa,analyst,analyst,James Lee,Mizuho,3,1,0,0,0,0,0,0,"Great, thank you."
2024Q1,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Your next question comes from the line of Stephen Ju with UBS. Please go ahead.
2024Q1,qa,analyst,analyst,Stephen Ju,UBS,134,2,1,5,4,0,0,1,"Okay, thank you so much. So, Brian, would we be overreaching if we were to think that Icons is a leading indicator of what should be, I guess, a revitalization "
2024Q1,qa,mgmt,ceo,Brian Chesky,,572,5,3,2,1,0,6,5,"All right, Stephen. Well, that was � you were absolutely not overreaching on Icons. So let me give you a sense. You can think of a company as going through a fe"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,193,3,2,0,0,0,0,2,"Yes, certainly. So if you look at our history, I would say that special events have always been kind of a good moment for Airbnb to shine and have been overall "
2024Q1,qa,analyst,analyst,Stephen Ju,UBS,2,0,0,0,0,0,0,0,Thank you.
2024Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,1,Your next question will come from the line of Doug Anmuth with JPMorgan. Please go ahead.
2024Q1,qa,analyst,analyst,Dae Lee,JPMorgan,54,0,1,0,0,0,1,2,"Hey, this is Dae Lee on for Doug. Thanks for taking the questions. One for you, Ellie. Can you talk about how you're thinking about the investment levers that p"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,30,0,1,0,0,0,1,1,"Yes. So I couldn't hear entirely, but a question about our guide for full year EBITDA margins floor of 35%. Let me just talk a little bit � yes, the investment "
2024Q1,qa,analyst,analyst,Dae Lee,JPMorgan,7,0,0,0,0,0,0,0,"How you're thinking about investment numbers, yes?"
2024Q1,qa,mgmt,cfo,Ellie Mertz,,434,9,1,3,1,0,3,1,"Yes, of course. So let me just step back and provide a little bit more color in terms of why the 35%. If you look at our performance since the IPO, pre-IPO, we "
2024Q1,qa,analyst,analyst,Dae Lee,JPMorgan,6,0,0,0,0,0,0,0,Thank you for the detailed response.
2024Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,1,Your next question will come from the line of Kevin Kopelman with TD Cowen. Please go ahead.
2024Q1,qa,analyst,analyst,Kevin Kopelman,TD Cowen,78,2,1,1,1,0,0,0,"Great, thanks a lot. I had a question on the May release. You added a couple of small new features to the user profile, I think, on the photos and the travel st"
2024Q1,qa,mgmt,ceo,Brian Chesky,,426,4,2,2,1,0,0,4,"Yes. Kevin, we spoke in this call mostly about Icons, but I mean I am equally excited for the results that we've seen for group travel. I'm not going to go thro"
2024Q1,qa,analyst,analyst,Kevin Kopelman,TD Cowen,4,1,0,0,0,0,0,0,"Great, thanks so much."
2024Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Nick Jones with Citizens JMP. Please go ahead.
2024Q1,qa,analyst,analyst,Nick Jones,Citizens JMP,103,2,1,2,2,0,0,0,"Great, thanks for taking the questions. I guess maybe going back to supply and your effort to remove low-quality supply, I guess can you speak to the percentage"
2024Q1,qa,mgmt,ceo,Brian Chesky,,502,7,5,0,0,0,0,3,"Yeah. Hey, Nick, why don't I take the first one? So the first thing I'll say is the global occupancy on Airbnb is so much lower than hotels. So, even though you"
2024Q1,qa,analyst,analyst,Nick Jones,Citizens JMP,5,0,0,0,0,0,0,0,"Thanks for the color, Brian."
2024Q1,qa,operator,operator,Operator,,18,0,1,0,0,0,0,1,Your next question will come from the line of Naved Khan with B. Riley Securities. Please go ahead.
2024Q1,qa,analyst,analyst,Naved Khan,B. Riley,74,1,1,4,3,0,0,0,"Yeah, hi. Thanks a lot. Maybe a clarification from Ellie. I think, Ellie, I heard you say you saw really good ROIs on the performance marketing channels. I want"
