check,passed,max_abs_delta
last p 2026-09-15/2027Q1/fixed,True,
horizon 2026-09-15/2027Q1/fixed,True,0.0
fixed n 2026-09-15/2027Q1/fixed,True,0.0
coefficient 2026-09-15/2027Q1/fixed,True,0.0
point arithmetic 2026-09-15/2027Q1/fixed,True,0.0
known exposure 2026-09-15/2027Q1/fixed,True,0.0
exposure complement 2026-09-15/2027Q1/fixed,True,0.0
cushion timing 2026-09-15/2027Q1/guide_growth,True,
cushion 2026-09-15/2027Q1/guide_growth,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q1/guide_growth,True,0.0
R to G 2026-09-15/2027Q1/guide_growth,True,0.0
last p 2026-09-15/2027Q1/guide_growth,True,
horizon 2026-09-15/2027Q1/guide_growth,True,0.0
guide baseline 2026-09-15/2027Q1/guide_growth,True,0.0
latest guide anchor 2026-09-15/2027Q1/guide_growth,True,
cushion timing 2026-09-15/2027Q1/joint,True,
cushion 2026-09-15/2027Q1/joint,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q1/joint,True,0.0
R to G 2026-09-15/2027Q1/joint,True,4.547473508864641e-13
last p 2026-09-15/2027Q1/joint,True,
horizon 2026-09-15/2027Q1/joint,True,0.0
joint n 2026-09-15/2027Q1/joint,True,0.0
coefficient 2026-09-15/2027Q1/joint,True,0.0
point arithmetic 2026-09-15/2027Q1/joint,True,4.547473508864641e-13
known exposure 2026-09-15/2027Q1/joint,True,0.0
exposure complement 2026-09-15/2027Q1/joint,True,0.0
cushion timing 2026-09-15/2027Q1/revenue_growth,True,
cushion 2026-09-15/2027Q1/revenue_growth,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q1/revenue_growth,True,0.0
R to G 2026-09-15/2027Q1/revenue_growth,True,4.547473508864641e-13
last p 2026-09-15/2027Q1/revenue_growth,True,
horizon 2026-09-15/2027Q1/revenue_growth,True,0.0
revenue baseline 2026-09-15/2027Q1/revenue_growth,True,4.547473508864641e-13
cushion timing 2026-09-15/2027Q2/fixed,True,
cushion 2026-09-15/2027Q2/fixed,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q2/fixed,True,0.0
R to G 2026-09-15/2027Q2/fixed,True,0.0
last p 2026-09-15/2027Q2/fixed,True,
horizon 2026-09-15/2027Q2/fixed,True,0.0
fixed n 2026-09-15/2027Q2/fixed,True,0.0
coefficient 2026-09-15/2027Q2/fixed,True,0.0
point arithmetic 2026-09-15/2027Q2/fixed,True,0.0
known exposure 2026-09-15/2027Q2/fixed,True,0.0
exposure complement 2026-09-15/2027Q2/fixed,True,0.0
cushion timing 2026-09-15/2027Q2/guide_growth,True,
cushion 2026-09-15/2027Q2/guide_growth,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q2/guide_growth,True,0.0
R to G 2026-09-15/2027Q2/guide_growth,True,0.0
last p 2026-09-15/2027Q2/guide_growth,True,
horizon 2026-09-15/2027Q2/guide_growth,True,0.0
guide baseline 2026-09-15/2027Q2/guide_growth,True,0.0
latest guide anchor 2026-09-15/2027Q2/guide_growth,True,
cushion timing 2026-09-15/2027Q2/joint,True,
cushion 2026-09-15/2027Q2/joint,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q2/joint,True,0.0
R to G 2026-09-15/2027Q2/joint,True,0.0
last p 2026-09-15/2027Q2/joint,True,
horizon 2026-09-15/2027Q2/joint,True,0.0
joint n 2026-09-15/2027Q2/joint,True,0.0
coefficient 2026-09-15/2027Q2/joint,True,0.0
point arithmetic 2026-09-15/2027Q2/joint,True,0.0
known exposure 2026-09-15/2027Q2/joint,True,0.0
exposure complement 2026-09-15/2027Q2/joint,True,0.0
cushion timing 2026-09-15/2027Q2/revenue_growth,True,
cushion 2026-09-15/2027Q2/revenue_growth,True,2.220446049250313e-16
cushion n 2026-09-15/2027Q2/revenue_growth,True,0.0
R to G 2026-09-15/2027Q2/revenue_growth,True,0.0
last p 2026-09-15/2027Q2/revenue_growth,True,
horizon 2026-09-15/2027Q2/revenue_growth,True,0.0
revenue baseline 2026-09-15/2027Q2/revenue_growth,True,0.0
contribution 0,True,0.0
guide contribution 0,True,0.0
contribution 1,True,0.0
guide contribution 1,True,2.2737367544323206e-13
contribution 2,True,0.0
guide contribution 2,True,0.0
contribution 3,True,0.0
guide contribution 3,True,0.0
contribution 4,True,0.0
guide contribution 4,True,0.0
contribution 5,True,0.0
guide contribution 5,True,0.0
contribution 6,True,4.547473508864641e-13
guide contribution 6,True,0.0
contribution 7,True,0.0
guide contribution 7,True,0.0
contribution 8,True,0.0
guide contribution 8,True,0.0
contribution 9,True,0.0
guide contribution 9,True,0.0
contribution 10,True,0.0
guide contribution 10,True,0.0
contribution 11,True,0.0
guide contribution 11,True,4.547473508864641e-13
contribution 12,True,2.2737367544323206e-13
guide contribution 12,True,2.2737367544323206e-13
contribution 13,True,0.0
guide contribution 13,True,0.0
contribution 14,True,0.0
guide contribution 14,True,0.0
contribution 15,True,2.2737367544323206e-13
guide contribution 15,True,0.0
contribution 16,True,2.2737367544323206e-13
guide contribution 16,True,0.0
contribution 17,True,1.1368683772161603e-13
guide contribution 17,True,0.0
contribution 18,True,3.944304526105059e-31
guide contribution 18,True,3.944304526105059e-31
contribution 19,True,0.0
guide contribution 19,True,0.0
contribution 20,True,0.0
guide contribution 20,True,0.0
contribution 21,True,0.0
guide contribution 21,True,2.2737367544323206e-13
contribution 22,True,0.0
guide contribution 22,True,0.0
contribution 23,True,0.0
guide contribution 23,True,0.0
contribution 24,True,0.0
guide contribution 24,True,0.0
contribution 25,True,0.0
guide contribution 25,True,0.0
contribution 26,True,1.1368683772161603e-13
guide contribution 26,True,0.0
contribution 27,True,1.6697754290362354e-13
guide contribution 27,True,0.0
contribution 28,True,1.0658141036401503e-13
guide contribution 28,True,0.0
contribution 29,True,1.0658141036401503e-13
guide contribution 29,True,0.0
contribution 30,True,0.0
guide contribution 30,True,0.0
contribution 31,True,2.2737367544323206e-13
guide contribution 31,True,2.2737367544323206e-13
contribution 32,True,0.0
guide contribution 32,True,0.0
contribution 33,True,0.0
guide contribution 33,True,0.0
contribution 34,True,0.0
guide contribution 34,True,0.0
contribution 35,True,0.0
guide contribution 35,True,0.0
contribution 36,True,0.0
guide contribution 36,True,0.0
contribution 37,True,8.526512829121202e-14
guide contribution 37,True,0.0
contribution 38,True,9.947598300641403e-14
guide contribution 38,True,0.0
contribution 39,True,9.947598300641403e-14
guide contribution 39,True,0.0
contribution 40,True,0.0
guide contribution 40,True,0.0
contribution 41,True,0.0
guide contribution 41,True,0.0
contribution 42,True,0.0
guide contribution 42,True,0.0
contribution 43,True,0.0
guide contribution 43,True,0.0
contribution 44,True,0.0
guide contribution 44,True,0.0
contribution 45,True,0.0
guide contribution 45,True,0.0
contribution 46,True,0.0
guide contribution 46,True,0.0
contribution 47,True,3.410605131648481e-13
guide contribution 47,True,0.0
contribution 48,True,0.0
guide contribution 48,True,0.0
contribution 49,True,0.0
guide contribution 49,True,0.0
contribution 50,True,0.0
guide contribution 50,True,0.0
contribution 51,True,4.547473508864641e-13
guide contribution 51,True,4.547473508864641e-13
contribution 52,True,0.0
guide contribution 52,True,0.0
contribution 53,True,0.0
guide contribution 53,True,0.0
contribution 54,True,0.0
guide contribution 54,True,0.0
contribution 55,True,1.1368683772161603e-13
guide contribution 55,True,0.0
contribution 56,True,2.2737367544323206e-13
guide contribution 56,True,2.2737367544323206e-13
contribution 57,True,1.1368683772161603e-13
guide contribution 57,True,5.684341886080802e-14
contribution 58,True,0.0
guide contribution 58,True,0.0
contribution 59,True,0.0
guide contribution 59,True,0.0
contribution 60,True,0.0
guide contribution 60,True,0.0
contribution 61,True,2.2737367544323206e-13
guide contribution 61,True,0.0
contribution 62,True,0.0
guide contribution 62,True,0.0
contribution 63,True,0.0
guide contribution 63,True,0.0
contribution 64,True,0.0
guide contribution 64,True,0.0
contribution 65,True,0.0
guide contribution 65,True,1.1368683772161603e-13
contribution 66,True,4.547473508864641e-13
guide contribution 66,True,2.2737367544323206e-13
contribution 67,True,1.7053025658242404e-13
guide contribution 67,True,5.684341886080802e-14
contribution 68,True,0.0
guide contribution 68,True,0.0
contribution 69,True,0.0
guide contribution 69,True,0.0
contribution 70,True,0.0
guide contribution 70,True,0.0
contribution 71,True,0.0
guide contribution 71,True,0.0
contribution 72,True,0.0
guide contribution 72,True,0.0
contribution 73,True,0.0
guide contribution 73,True,0.0
contribution 74,True,0.0
guide contribution 74,True,0.0
contribution 75,True,2.2737367544323206e-13
guide contribution 75,True,0.0
contribution 76,True,0.0
guide contribution 76,True,0.0
contribution 77,True,1.7053025658242404e-13
guide contribution 77,True,0.0
contribution 78,True,0.0
guide contribution 78,True,3.944304526105059e-31
contribution 79,True,0.0
guide contribution 79,True,3.944304526105059e-31
contribution 80,True,0.0
guide contribution 80,True,0.0
contribution 81,True,4.547473508864641e-13
guide contribution 81,True,0.0
contribution 82,True,1.1368683772161603e-13
guide contribution 82,True,0.0
contribution 83,True,0.0
guide contribution 83,True,0.0
contribution 84,True,0.0
guide contribution 84,True,0.0
contribution 85,True,2.2737367544323206e-13
guide contribution 85,True,2.2737367544323206e-13
contribution 86,True,4.547473508864641e-13
guide contribution 86,True,2.2737367544323206e-13
contribution 87,True,3.410605131648481e-13
guide contribution 87,True,0.0
contribution 88,True,2.1316282072803006e-13
guide contribution 88,True,0.0
contribution 89,True,2.4158453015843406e-13
guide contribution 89,True,0.0
contribution 90,True,0.0
guide contribution 90,True,0.0
contribution 91,True,0.0
guide contribution 91,True,0.0
contribution 92,True,0.0
guide contribution 92,True,0.0
contribution 93,True,0.0
guide contribution 93,True,0.0
contribution 94,True,0.0
guide contribution 94,True,0.0
contribution 95,True,2.2737367544323206e-13
guide contribution 95,True,0.0
contribution 96,True,1.1368683772161603e-13
guide contribution 96,True,1.1368683772161603e-13
contribution 97,True,2.2737367544323206e-13
guide contribution 97,True,2.842170943040401e-14
contribution 98,True,5.684341886080802e-14
guide contribution 98,True,0.0
contribution 99,True,2.842170943040401e-14
guide contribution 99,True,0.0
contribution 100,True,0.0
guide contribution 100,True,0.0
contribution 101,True,0.0
guide contribution 101,True,0.0
contribution 102,True,0.0
guide contribution 102,True,0.0
contribution 103,True,0.0
guide contribution 103,True,0.0
contribution 104,True,0.0
guide contribution 104,True,0.0
contribution 105,True,2.2737367544323206e-13
guide contribution 105,True,0.0
contribution 106,True,3.410605131648481e-13
guide contribution 106,True,1.1368683772161603e-13
contribution 107,True,1.1368683772161603e-13
guide contribution 107,True,0.0
contribution 108,True,0.0
guide contribution 108,True,0.0
contribution 109,True,0.0
guide contribution 109,True,0.0
contribution 110,True,0.0
guide contribution 110,True,0.0
contribution 111,True,2.2737367544323206e-13
guide contribution 111,True,0.0
contribution 112,True,2.2737367544323206e-13
guide contribution 112,True,1.1368683772161603e-13
contribution 113,True,0.0
guide contribution 113,True,0.0
contribution 114,True,0.0
guide contribution 114,True,0.0
contribution 115,True,2.2737367544323206e-13
guide contribution 115,True,0.0
contribution 116,True,2.2737367544323206e-13
guide contribution 116,True,0.0
contribution 117,True,5.684341886080802e-14
guide contribution 117,True,0.0
contribution 118,True,1.232595164407831e-32
guide contribution 118,True,0.0
contribution 119,True,1.232595164407831e-32
guide contribution 119,True,0.0
contribution 120,True,0.0
guide contribution 120,True,0.0
contribution 121,True,0.0
guide contribution 121,True,0.0
contribution 122,True,1.1368683772161603e-13
guide contribution 122,True,1.1368683772161603e-13
contribution 123,True,0.0
guide contribution 123,True,0.0
contribution 124,True,0.0
guide contribution 124,True,0.0
contribution 125,True,0.0
guide contribution 125,True,0.0
contribution 126,True,2.2737367544323206e-13
guide contribution 126,True,2.2737367544323206e-13
contribution 127,True,0.0
guide contribution 127,True,0.0
contribution 128,True,0.0
guide contribution 128,True,0.0
contribution 129,True,0.0
guide contribution 129,True,0.0
contribution 130,True,0.0
guide contribution 130,True,0.0
contribution 131,True,4.547473508864641e-13
guide contribution 131,True,0.0
contribution 132,True,1.1368683772161603e-13
guide contribution 132,True,0.0
contribution 133,True,0.0
guide contribution 133,True,0.0
contribution 134,True,0.0
guide contribution 134,True,0.0
contribution 135,True,0.0
guide contribution 135,True,0.0
contribution 136,True,0.0
guide contribution 136,True,0.0
contribution 137,True,4.547473508864641e-13
guide contribution 137,True,2.2737367544323206e-13
contribution 138,True,0.0
guide contribution 138,True,0.0
contribution 139,True,0.0
guide contribution 139,True,0.0
contribution 140,True,0.0
guide contribution 140,True,0.0
contribution 141,True,0.0
guide contribution 141,True,0.0
contribution 142,True,1.1368683772161603e-13
guide contribution 142,True,0.0
contribution 143,True,0.0
guide contribution 143,True,0.0
contribution 144,True,0.0
guide contribution 144,True,0.0
contribution 145,True,0.0
guide contribution 145,True,0.0
contribution 146,True,1.1368683772161603e-13
guide contribution 146,True,0.0
contribution 147,True,8.526512829121202e-14
guide contribution 147,True,0.0
contribution 148,True,0.0
guide contribution 148,True,0.0
contribution 149,True,3.944304526105059e-31
guide contribution 149,True,3.944304526105059e-31
contribution 150,True,0.0
guide contribution 150,True,0.0
contribution 151,True,0.0
guide contribution 151,True,0.0
contribution 152,True,0.0
guide contribution 152,True,0.0
contribution 153,True,0.0
guide contribution 153,True,0.0
contribution 154,True,0.0
guide contribution 154,True,0.0
contribution 155,True,2.2737367544323206e-13
guide contribution 155,True,0.0
contribution 156,True,1.1368683772161603e-13
guide contribution 156,True,1.1368683772161603e-13
contribution 157,True,1.7763568394002505e-13
guide contribution 157,True,0.0
contribution 158,True,1.0658141036401503e-13
guide contribution 158,True,0.0
contribution 159,True,1.3500311979441904e-13
guide contribution 159,True,0.0
contribution 160,True,0.0
guide contribution 160,True,0.0
contribution 161,True,0.0
guide contribution 161,True,0.0
contribution 162,True,0.0
guide contribution 162,True,0.0
contribution 163,True,0.0
guide contribution 163,True,0.0
contribution 164,True,0.0
guide contribution 164,True,0.0
contribution 165,True,0.0
guide contribution 165,True,0.0
contribution 166,True,0.0
guide contribution 166,True,0.0
contribution 167,True,1.8474111129762605e-13
guide contribution 167,True,0.0
contribution 168,True,1.2789769243681803e-13
guide contribution 168,True,0.0
contribution 169,True,1.5631940186722204e-13
guide contribution 169,True,0.0
contribution 170,True,0.0
guide contribution 170,True,0.0
contribution 171,True,4.547473508864641e-13
guide contribution 171,True,0.0
contribution 172,True,0.0
guide contribution 172,True,0.0
contribution 173,True,0.0
guide contribution 173,True,0.0
contribution 174,True,0.0
guide contribution 174,True,0.0
contribution 175,True,1.1368683772161603e-13
guide contribution 175,True,0.0
contribution 176,True,4.547473508864641e-13
guide contribution 176,True,2.2737367544323206e-13
contribution 177,True,2.2737367544323206e-13
guide contribution 177,True,0.0
contribution 178,True,0.0
guide contribution 178,True,0.0
contribution 179,True,0.0
guide contribution 179,True,0.0
contribution 180,True,0.0
guide contribution 180,True,0.0
contribution 181,True,0.0
guide contribution 181,True,0.0
contribution 182,True,0.0
guide contribution 182,True,0.0
contribution 183,True,0.0
guide contribution 183,True,0.0
contribution 184,True,0.0
guide contribution 184,True,0.0
contribution 185,True,0.0
guide contribution 185,True,0.0
contribution 186,True,0.0
guide contribution 186,True,1.1368683772161603e-13
contribution 187,True,5.684341886080802e-14
guide contribution 187,True,0.0
contribution 188,True,0.0
guide contribution 188,True,0.0
contribution 189,True,0.0
guide contribution 189,True,0.0
contribution 190,True,0.0
guide contribution 190,True,0.0
contribution 191,True,0.0
guide contribution 191,True,2.2737367544323206e-13
contribution 192,True,0.0
guide contribution 192,True,0.0
contribution 193,True,0.0
guide contribution 193,True,0.0
contribution 194,True,0.0
guide contribution 194,True,0.0
contribution 195,True,1.1368683772161603e-13
guide contribution 195,True,0.0
contribution 196,True,2.2737367544323206e-13
guide contribution 196,True,0.0
contribution 197,True,1.1368683772161603e-13
guide contribution 197,True,0.0
contribution 198,True,0.0
guide contribution 198,True,0.0
contribution 199,True,0.0
guide contribution 199,True,0.0
contribution 200,True,0.0
guide contribution 200,True,0.0
contribution 201,True,0.0
guide contribution 201,True,0.0
contribution 202,True,0.0
guide contribution 202,True,0.0
contribution 203,True,0.0
guide contribution 203,True,0.0
contribution 204,True,0.0
guide contribution 204,True,0.0
contribution 205,True,0.0
guide contribution 205,True,2.2737367544323206e-13
contribution 206,True,0.0
guide contribution 206,True,4.547473508864641e-13
contribution 207,True,3.410605131648481e-13
guide contribution 207,True,0.0
contribution 208,True,0.0
guide contribution 208,True,0.0
contribution 209,True,3.944304526105059e-31
guide contribution 209,True,0.0
contribution 210,True,0.0
guide contribution 210,True,0.0
contribution 211,True,0.0
guide contribution 211,True,0.0
contribution 212,True,2.2737367544323206e-13
guide contribution 212,True,0.0
contribution 213,True,0.0
guide contribution 213,True,0.0
contribution 214,True,0.0
guide contribution 214,True,0.0
contribution 215,True,0.0
guide contribution 215,True,0.0
contribution 216,True,0.0
guide contribution 216,True,2.2737367544323206e-13
contribution 217,True,2.2737367544323206e-13
guide contribution 217,True,2.842170943040401e-14
contribution 218,True,1.9895196601282805e-13
guide contribution 218,True,0.0
contribution 219,True,1.5631940186722204e-13
guide contribution 219,True,7.105427357601002e-15
contribution 220,True,0.0
guide contribution 220,True,0.0
contribution 221,True,0.0
guide contribution 221,True,2.2737367544323206e-13
contribution 222,True,2.2737367544323206e-13
guide contribution 222,True,1.1368683772161603e-13
contribution 223,True,0.0
guide contribution 223,True,0.0
contribution 224,True,0.0
guide contribution 224,True,0.0
contribution 225,True,2.2737367544323206e-13
guide contribution 225,True,0.0
contribution 226,True,0.0
guide contribution 226,True,0.0
contribution 227,True,1.4210854715202004e-13
guide contribution 227,True,2.842170943040401e-14
contribution 228,True,2.842170943040401e-14
guide contribution 228,True,0.0
contribution 229,True,4.263256414560601e-14
guide contribution 229,True,0.0
contribution 230,True,0.0
guide contribution 230,True,0.0
contribution 231,True,2.2737367544323206e-13
guide contribution 231,True,0.0
contribution 232,True,1.1368683772161603e-13
guide contribution 232,True,1.1368683772161603e-13
contribution 233,True,0.0
guide contribution 233,True,0.0
contribution 234,True,0.0
guide contribution 234,True,0.0
contribution 235,True,2.2737367544323206e-13
guide contribution 235,True,0.0
contribution 236,True,2.2737367544323206e-13
guide contribution 236,True,2.2737367544323206e-13
contribution 237,True,5.684341886080802e-14
guide contribution 237,True,0.0
contribution 238,True,0.0
guide contribution 238,True,0.0
contribution 239,True,0.0
guide contribution 239,True,0.0
contribution 240,True,0.0
guide contribution 240,True,0.0
contribution 241,True,0.0
guide contribution 241,True,0.0
contribution 242,True,0.0
guide contribution 242,True,0.0
contribution 243,True,0.0
guide contribution 243,True,0.0
contribution 244,True,0.0
guide contribution 244,True,0.0
contribution 245,True,0.0
guide contribution 245,True,0.0
contribution 246,True,4.547473508864641e-13
guide contribution 246,True,0.0
contribution 247,True,0.0
guide contribution 247,True,0.0
contribution 248,True,0.0
guide contribution 248,True,0.0
contribution 249,True,0.0
guide contribution 249,True,0.0
contribution 250,True,0.0
guide contribution 250,True,0.0
contribution 251,True,4.547473508864641e-13
guide contribution 251,True,4.547473508864641e-13
contribution 252,True,0.0
guide contribution 252,True,0.0
