merchant_name,category,bnpl_provider,source_urls,merchant_urls
Chinga Clothing,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.chingaclothing.co.nz/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chirp,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://gochirp.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chisos,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://chisos.com
Chisos,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://chisos.com
CHOSN,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://www.chosn.us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Christian Modern,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.christianmodern.shop/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Christine & company,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.christinecompany.co/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Christophe Robin,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/home,https://www.christopherobin.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Christophe Robin,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/home,https://www.christopherobin.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Christy Dawn,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://christydawn.com/en-in/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chronos Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.chronosboutique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Chéz Délali Salon and Day Spa,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://chezdelalisalon.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cinegrams,Travel & Entertainment,afterpay,https://www.afterpay.com/en-US/categories/tickets,http://cinegrams.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Circus By Sam Edelman,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.circusny.com/?partnerid=referral_afterpay/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cirkul,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://drinkcirkul.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Citrine Creative Beauty,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://citrinecreativebeauty.co/password/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
City Slickers Los Angeles,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.cityslickerslosangeles.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Clara Sunwoo,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.clarasunwoo.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Clarins,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.clarinsusa.com/?utm_source=afterpay&utm_medium=directory&utm_campaign=feature
Clark's Botanicals,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://clarksbotanicals.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Classy Southern Bling,Fashion,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://classysouthernbling.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Classy Southern Bling,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://classysouthernbling.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cle de Peau Beaute,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.cledepeaubeaute.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Clean Whites,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://cleanwhites.co.nz/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cleo centric,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://cleocentric.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CLEVER DENTAL SUPPLY,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://cleverdentallab.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Click and Grow,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.clickandgrow.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Clinique,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/health,https://www.clinique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Closetology,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.myclosetology.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Closetology,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.myclosetology.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
clothes4bros,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://clothes4bros.shop/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
clothes4bros,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://clothes4bros.shop/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Clotheshorse Anonymous,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://clotheshorseanonymous.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cloud & Mist,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://cloudandmist.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CLOUD SLIDES,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.thecloudslides.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Clover Cottage,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://www.clovercottage.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Club 7 Menswear,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://club7menswear.com/?utm_source=clearpay&utm_medium=store-directory&utm_campaign=feature
CM International,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://cminternationalsas.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Coach,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.coach.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Coach Outlet,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://www.coachoutlet.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cochran & Co,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://shopcochranandco.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Coco & Eve,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.cocoandeve.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Codecademy,Electronics & Devices,afterpay,https://www.afterpay.com/en-US/categories/tech,https://www.codecademy.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CoEdition,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://coedition.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
COEDStore,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://coedstore.co/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cole by Succor Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://colebysuccor.com
Cole's General Store,Fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://colesgeneralstore.com
Cole's General Store,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://colesgeneralstore.com
Cole's General Store,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://colesgeneralstore.com
Coleman,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.coleman.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
CollagenX,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,https://collagenx.com.au/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Colleen Rothschild Beauty,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://colleenrothschild.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Colombiana Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://colombianaboutique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Colombiana Boutique,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty; https://www.afterpay.com/en-US/categories/womens-clothing,https://colombianaboutique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Color Me Kiss Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,http://www.colormekissboutique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Colorstory Boutique,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://colorstoryboutique.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Coloured By Ki,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.colouredbyki.com/?utm_source=afterpay&tum_medium=referral&utm_campaign=feature
Coloured Raine Cosmetics,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://www.colouredraine.com?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
ColourPop,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://colourpop.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Comfrt,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://comfrt.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Comfrt,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://comfrt.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Comfy Furniture,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.comfyfurniture.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Comme Si,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://commesi.com
Comme Si,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://commesi.com
Commense,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://thecommense.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Commonfolke,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids,https://commonfolke.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
COMPOUND 7,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing,https://thecmpdshop.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Compression Sale,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/health,http://compressionsale.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Computers 4 Less,Electronics & Devices,afterpay,https://www.afterpay.com/en-US/categories/tech,http://www.computers4lesstn.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Confection Couture Stencils,Home & Garden,afterpay,https://www.afterpay.com/en-US/categories/home,https://www.confectioncouturestencils.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Confidence by Gabby Goodwin,Health & Beauty,afterpay,https://www.afterpay.com/en-US/categories/beauty,https://gabbybows.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Connected Apparel,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://connectedapparel.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Conscious Step,Fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://consciousstep.com
Conscious Step,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://consciousstep.com
Conscious Step,Kids & Baby,afterpay,https://www.afterpay.com/en-US/categories/kids; https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://consciousstep.com
Consuela,Fashion,afterpay,https://www.afterpay.com/en-US/categories/womens-clothing,https://consuelastyle.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cooarri,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.cooarri.us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cooarri,Men's fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://www.cooarri.us/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
Cookies SF,Fashion,afterpay,https://www.afterpay.com/en-US/categories/mens-clothing; https://www.afterpay.com/en-US/categories/womens-clothing,https://cookiessf.com/?utm_source=afterpay&utm_medium=referral&utm_campaign=feature
