adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote
0001193125-10-023280,UnrealizedGainLossOnDerivatives,us-gaap/2009,20081231,4,USD,LegalEntity=ParentCompany;,ParentCompany,515000000.0000,
0001193125-10-041024,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,LegalEntity=ParentCompany;,ParentCompany,6000000.0000,
0001193125-10-040793,NetIncomeLossBeforeAllocationToPreferredInterest,0001193125-10-040793,20071231,4,USD,LegalEntity=PlumCreekTimberlands;,PlumCreekTimberlands,282000000.0000,
0001193125-10-038962,SharesIssued,us-gaap/2009,20071231,0,shares,EquityComponents=TreasuryStock;,,-27100000.0000,
0001047469-10-001447,StockIssuedDuringPeriodValueStockOptionsExercisedandTaxBenefit,0001047469-10-001447,20081231,4,USD,EquityComponents=TreasuryStock;,,42300000.0000,
0001193125-10-037170,MinorityInterestPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,EquityComponents=TreasuryStock;,,-1125000.0000,
0000950123-10-014515,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20091231,4,USD,EquityComponents=TreasuryStock;,,-1623000.0000,
0000950123-10-009025,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,EquityComponents=AccumulatedNetUnrealizedInvestmentGainLoss;,,69300000.0000,
0001104659-10-010102,ProfitLoss,us-gaap/2009,20091231,4,USD,PartnerCapitalComponents=LimitedPartner;,,443000000.0000,
0001193125-10-053838,ExercisesOfStockOptionWarrantAndStockGrantsToBoardMembersValue,0001193125-10-053838,20080131,4,USD,EquityComponents=Parent;,,-63196000.0000,
0001157523-10-001218,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2009,20091231,4,USD,EquityComponents=Parent;,,2000000.0000,
0000950123-10-018180,OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax,us-gaap/2009,20091231,4,USD,EquityComponents=Parent;,,42000000.0000,
0001047469-10-001362,NetIncomeLoss,us-gaap/2009,20071231,4,USD,OperatingActivitiesSegment=SegmentLibertyInteractive;,,441000000.0000,
0001193125-10-020834,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,us-gaap/2009,20091231,1,shares,EquityComponents=CommonClassA;,,1000000.0000,
0000909281-10-000030,CommonStockIssuedValue,0000909281-10-000030,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,0.0000,
0001393311-10-000004,UnvestedRestrictedStock,0001393311-10-000004,20091231,4,USD,EquityComponents=RetainedEarnings;,,-1306000.0000,
0001193125-10-036446,ProceedsFromSaleOfAvailableForSaleSecurities,us-gaap/2009,20081231,4,USD,,,2142000000.0000,
0000950123-10-016821,DeferredBenefitsActuarialNetGainLossAndNetPriorServiceCostsNetOfTax,0000950123-10-016821,20081231,4,USD,,,-20921000.0000,
0001193125-10-040520,LongTermDebtCurrent,us-gaap/2009,20091231,0,USD,,,0.0000,
0000950123-10-016613,OtherNonoperatingIncomeExpense,us-gaap/2009,20091231,4,USD,,,-32000000.0000,
0001193125-10-034780,PaymentsToAcquireSoftware,us-gaap/2009,20091231,4,USD,,,19146000.0000,
0000950123-10-029090,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2009,20100228,0,USD,,,5734000.0000,
0001370368-10-000015,InterestExpense,us-gaap/2009,20071231,4,CHF,,,54108000000.0000,
0001193125-10-071527,PensionExpense,us-gaap/2009,20090131,4,USD,,,-90000000.0000,
0000950123-10-017631,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20091231,4,USD,,,52500000.0000,
0001193125-10-044821,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2009,20081231,4,USD,,,12320000.0000,
0000950123-10-018336,OtherLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,1251000000.0000,
0000950123-10-009307,RetainedEarningsAccumulatedDeficit,us-gaap/2009,20090331,0,USD,,,-5336000000.0000,
0000950123-10-016361,RestrictedCashAndInvestmentsNoncurrent,us-gaap/2009,20081231,0,USD,,,281900000.0000,
0000950123-10-017093,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20071231,4,USD,,,-1000000.0000,
0001193125-10-034180,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2009,20071231,4,USD,,,-235200000.0000,
0001193125-10-034065,PaymentsOfDividends,us-gaap/2009,20081231,4,USD,,,79259000.0000,
0001193125-10-034180,LiabilityForClaimsAndClaimsAdjustmentExpense,us-gaap/2009,20081231,0,USD,,,6184700000.0000,
0001193125-10-042425,IncreaseDecreaseInInventories,us-gaap/2009,20071231,4,USD,,,-720000000.0000,
0000950123-10-013755,NonoperatingIncomeExpense,us-gaap/2009,20090131,1,USD,,,8367000.0000,
0000950123-10-015829,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,4,USD,,,791000000.0000,
0001193125-10-052794,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2009,20071231,4,USD,,,-76000000.0000,
0001157523-10-001218,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2009,20091231,4,USD,,,-1000000.0000,
0001193125-10-012479,LongTermDebtNoncurrent,us-gaap/2009,20091231,0,USD,,,2709000000.0000,
0001193125-10-035850,GainLossOnSaleOfInvestments,us-gaap/2009,20091231,4,USD,,,15000000.0000,
0001193125-10-026625,OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,us-gaap/2009,20071231,4,USD,,,22000.0000,
0001047469-10-001151,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,us-gaap/2009,20081231,4,USD,,,-132000000.0000,
0001193125-10-043180,IncomeTaxesPaid,us-gaap/2009,20081231,4,USD,,,665400000.0000,
0000796343-10-000003,EarningsPerShareDiluted,us-gaap/2009,20071130,4,USD,,,1.2100,
0000796343-10-000003,IncreaseDecreaseInAccountsPayable,us-gaap/2009,20071130,4,USD,,,3518000.0000,
0001047469-10-002469,ProductWarrantyAccrual,us-gaap/2009,20081231,0,USD,,,1105000000.0000,
0001047469-10-000905,PaymentsToAcquireProductiveAssets,us-gaap/2009,20081231,4,USD,,,504000000.0000,
0001193125-10-043667,PaymentsToAcquireEquityMethodInvestments,us-gaap/2009,20081231,4,USD,,,1528000.0000,
0001193125-10-043162,PaymentsToAcquireEquityMethodInvestments,us-gaap/2009,20081231,4,USD,,,15679000.0000,
0001047469-10-001607,GainLossOnContractTermination,us-gaap/2009,20091231,4,USD,,,-4000000.0000,
0000950123-10-019786,CostsAndExpenses,us-gaap/2009,20091231,4,USD,,,687053000.0000,
0000950123-10-007004,Goodwill,us-gaap/2009,20081231,0,USD,,,65683000.0000,
0000950123-10-022156,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20080430,0,USD,,,664897000.0000,
0000950123-10-016787,MarketableSecuritiesCurrent,us-gaap/2009,20091231,0,USD,,,4994000.0000,
0001193125-10-053838,CommonStockSharesIssued,us-gaap/2009,20100131,0,shares,,,127152449.0000,
0000950123-10-017583,AssetsCurrent,us-gaap/2009,20091231,0,USD,,,1172376000.0000,
0000950123-10-009025,AmortizationOfIntangibleAssets,us-gaap/2009,20091231,4,USD,,,500000.0000,
0000950123-10-018336,OtherComprehensiveIncomeCumulativeEffectOfChangeInAccountingPrincipleNetOfTaxes,us-gaap/2009,20081231,4,USD,,,193000000.0000,
0000950123-10-016029,FederalFundsPurchasedAndSecuritiesLoanedOrSoldUnderRepurchaseAgreementsAtFairValue,0000950123-10-016029,20091231,0,USD,,,3396000000.0000,
0001451505-10-000023,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2009,20071231,4,USD,,,0.0000,
0001193125-10-036435,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2009,20071231,4,USD,,,1000000.0000,
0001157523-10-001176,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20071231,4,USD,,,-21463937000.0000,
0000950123-10-013437,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20091231,4,USD,,,11000000.0000,
0000950123-10-016787,RepaymentOfLifeInsurancePolicyLoans,0000950123-10-016787,20091231,4,USD,,,0.0000,
0001193125-10-044821,MortgageBackedSecuritiesAvailableForSaleFairValueDisclosure,us-gaap/2009,20091231,0,USD,,,774205000.0000,
0001193125-10-035167,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20091231,4,USD,,,-4380000000.0000,
0001193125-10-043405,ProceedsFromIssuanceOfCommercialPaper,us-gaap/2009,20081231,4,USD,,,11522700000.0000,
0000950123-10-015699,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2009,20081231,4,USD,,,1888792000.0000,
0001047469-10-002778,InterestExpense,us-gaap/2009,20091231,4,USD,,,8448000.0000,
0001061219-10-000011,Revenues,us-gaap/2009,20081231,4,USD,,,35469600000.0000,
0000950123-10-018425,ResearchAndDevelopmentExpense,us-gaap/2009,20081231,4,USD,,,252020000.0000,
0000950123-10-018176,PaymentsToAcquireMarketableSecurities,us-gaap/2009,20071231,4,USD,,,330450000.0000,
0001193125-10-042810,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20091231,4,USD,,,0.0000,
0001193125-10-042948,ProceedsFromStockOptionsExercised,us-gaap/2009,20071231,4,USD,,,475000000.0000,
0000899689-10-000004,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2009,20091231,4,USD,,,-3606000.0000,
0000920148-10-000021,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20071231,4,USD,,,-363700000.0000,
0001193125-10-042948,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20091231,4,USD,,,-27973000000.0000,
0000950123-10-006821,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20091231,2,USD,,,22000000.0000,
0001047469-10-001174,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20071231,4,USD,,,-4323000000.0000,
0001157523-10-001218,OtherComprehensiveIncomeDefinedBenefitPlansTax,us-gaap/2009,20081231,4,USD,,,352000000.0000,
0001193125-10-035246,PreferredStockParOrStatedValuePerShare,us-gaap/2009,20091231,0,USD,,,1.0000,
0000950123-10-029809,PaymentsOfDividendsMinorityInterest,us-gaap/2009,20071231,4,USD,,,6000000.0000,
0001193125-10-026625,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20071231,4,USD,,,287781000.0000,
0001193125-10-041685,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2009,20081231,4,USD,,,12651000000.0000,
0001193125-10-042716,IncomeLossFromContinuingOperationsPerDilutedShare,us-gaap/2009,20071231,4,USD,,,1.8900,
0001193125-10-042277,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2009,20071231,4,USD,,,186074000.0000,
0000950123-10-022850,GeneralAndAdministrativeExpense,us-gaap/2009,20100131,2,USD,,,282000000.0000,
0001193125-10-038962,SellingGeneralAndAdministrativeExpense,us-gaap/2009,20081231,4,USD,,,1220500000.0000,
0001193125-10-012479,SellingGeneralAndAdministrativeExpense,us-gaap/2009,20091231,1,USD,,,834000000.0000,
0001193125-10-041006,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,us-gaap/2009,20091231,4,USD,,,-0.1000,
0001140361-10-008522,NetIncomeLoss,us-gaap/2009,20071231,4,USD,,,1737000000.0000,
0001104659-10-017012,Liabilities,us-gaap/2009,20091231,0,USD,,,11528000000.0000,
0000040545-10-000010,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20081231,4,USD,LegalEntity=SubsidiariesGECS;,SubsidiariesGECS,-29436000000.0000,
0000950123-10-021539,CommonStockValue,us-gaap/2009,20091231,0,USD,ClassOfStock=CommonClassB;,,24697000.0000,
0000950123-10-012453,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20091231,4,USD,EquityComponents=ComprehensiveIncome;,,-97000000.0000,
0000950123-10-017084,IncreaseDecreaseInInventories,us-gaap/2009,20071231,4,USD,,,117400000.0000,
0001104659-10-010697,OtherCostAndExpenseOperating,us-gaap/2009,20100131,1,USD,,,168700000.0000,
0000072207-10-000006,LiabilitiesCurrent,us-gaap/2009,20081231,0,USD,,,1174000000.0000,
0000950123-10-018286,GeneralAndAdministrativeExpense,us-gaap/2009,20071231,4,USD,,,13261000.0000,
0001047469-10-000948,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20091231,4,USD,,,171100000.0000,
0001094093-10-000021,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,us-gaap/2009,20071231,4,USD,,,16000000.0000,
0001047469-10-002408,IncreaseDecreaseInOtherAccruedLiabilities,us-gaap/2009,20100131,4,USD,,,257000000.0000,
0001122304-10-000024,NetIncomeLoss,us-gaap/2009,20071231,4,USD,,,1831000000.0000,
0000950123-10-022156,FederalHomeLoanBankAdvancesLongTerm,us-gaap/2009,20100131,0,USD,,,75000000.0000,
0001193125-10-043035,CommonStockParOrStatedValuePerShare,us-gaap/2009,20081231,0,USD,,,1.0000,
0001193125-10-059399,CommonStockSharesAuthorized,us-gaap/2009,20100131,0,shares,,,900000000.0000,
0000950123-10-019786,GainsLossesOnExtinguishmentOfDebt,us-gaap/2009,20091231,4,USD,,,-777000.0000,
0001193125-10-043152,PaymentsForProceedsFromLoansAndLeases,us-gaap/2009,20071231,4,USD,,,18895193000.0000,
0001193125-10-016932,NetIncomeLoss,us-gaap/2009,20071231,4,USD,,,144537000.0000,
0001047469-10-001605,DeferredTaxAssetsNetCurrent,us-gaap/2009,20091231,0,USD,,,78000000.0000,
0001104659-10-009153,CostOfRevenue,us-gaap/2009,20091231,4,USD,,,3768200000.0000,
0000930413-10-000784,CostOfGoodsAndServicesSold,us-gaap/2009,20091231,4,USD,,,23185000000.0000,
0001193125-10-016932,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20081231,0,USD,,,194623000.0000,
0001193125-10-035246,LiabilitiesAndStockholdersEquity,us-gaap/2009,20091231,0,USD,,,5616245000.0000,
0000097745-10-000008,ComprehensiveIncomeNetOfTax,us-gaap/2009,20071231,4,USD,,,986600000.0000,
0001193125-10-038824,GainLossOnDispositionOfAssets,us-gaap/2009,20071231,4,USD,,,23000000.0000,
0001193125-10-061070,DepreciationAndAmortization,us-gaap/2009,20090131,4,USD,,,91800000.0000,
0000950123-10-019786,Depreciation,us-gaap/2009,20071231,4,USD,,,27205000.0000,
0000950123-10-017583,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2009,20071231,4,USD,,,16999000.0000,
0001193125-10-038642,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20071231,4,USD,,,21870000.0000,
0001193125-10-038834,CommonStockValue,us-gaap/2009,20091231,0,USD,,,0.0000,
0001104659-10-008164,AssetsCurrent,us-gaap/2009,20081231,0,USD,,,179388000.0000,
0000950123-10-015187,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap/2009,20091231,4,USD,,,21000000.0000,
0001193125-10-047979,Assets,us-gaap/2009,20081231,0,CAD,,,1992627000.0000,
0001354488-10-000860,Assets,us-gaap/2009,20081231,0,USD,,,390827.0000,
0000007084-10-000006,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2009,20091231,2,USD,,,262000000.0000,
0001370368-10-000015,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,us-gaap/2009,20091231,4,CHF,,,2068000000.0000,
0001193125-10-038834,CostOfGoodsSold,us-gaap/2009,20091231,4,USD,,,107500000.0000,
0001047469-10-001649,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,40000000.0000,
0001193125-10-071652,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20090131,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-2688000000.0000,
0001047469-10-002469,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-492000000.0000,
0001193125-10-042948,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,4242000000.0000,
0001193125-10-042948,StockholdersEquityBeginningBalanceRestated,0001193125-10-042948,20091231,4,USD,EquityComponents=TreasuryStock;,,-3000000.0000,
0001193125-10-041278,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20081231,4,USD,Scenario=ResidentialRealEstateDeveloper;,,-230000000.0000,
0001193125-10-043035,DepreciationAndAmortization,us-gaap/2009,20071231,4,USD,,,138800000.0000,
0001140361-10-007923,Depreciation,us-gaap/2009,20091231,4,USD,,,877000000.0000,
0001193125-10-042642,Depreciation,us-gaap/2009,20081231,4,USD,,,226500000.0000,
0001193125-10-043083,CommonStockDividendsPerShareDeclared,us-gaap/2009,20091231,4,USD,,,0.9400,
0000004904-10-000018,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2009,20091231,4,USD,,,70000000.0000,
0001193125-10-044592,IntangibleAssetsNetExcludingGoodwill,us-gaap/2009,20091231,0,USD,,,46700000.0000,
0001041061-10-000011,IntangibleAssetsNetExcludingGoodwill,us-gaap/2009,20081231,0,USD,,,335000000.0000,
0000723125-10-000019,AssetsCurrent,us-gaap/2009,20090831,0,USD,,,3344000000.0000,
0001193125-10-043237,GrossProfit,us-gaap/2009,20071231,4,USD,,,408325000.0000,
0001193125-10-034314,CommonStockIncludingAdditionalPaidInCapital,us-gaap/2009,20080930,0,USD,,,26546000000.0000,
0000277135-10-000011,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2009,20081231,4,USD,,,-9232000.0000,
0000950123-10-019173,DeferredTaxLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,0.0000,
0001047469-10-001356,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2009,20091231,0,USD,,,-220987000.0000,
0000950123-10-030164,BusinessCombinationAcquisitionRelatedCosts,us-gaap/2009,20090131,4,USD,,,4593000.0000,
0000950123-10-019083,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,114742000.0000,
0000753308-10-000025,StockholdersEquity,us-gaap/2009,20091231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,169000000.0000,
0000950123-10-013022,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,us-gaap/2009,20071231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,30000000.0000,
0000831259-10-000010,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,us-gaap/2009,20091231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,8000000.0000,
0001193125-10-040793,OtherOperatingIncomeExpense,0001193125-10-040793,20071231,4,USD,LegalEntity=ParentCompany;,ParentCompany,0.0000,
0001193125-10-040793,StockRepurchasedDuringPeriodValue,us-gaap/2009,20091231,4,USD,LegalEntity=ParentCompany;,ParentCompany,87000000.0000,
0001193125-10-036116,PaymentsForConstructionInProcess,us-gaap/2009,20091231,4,USD,LegalEntity=ParentCompany;,ParentCompany,2184000000.0000,
0000950123-10-017776,LiabilitiesCurrent,us-gaap/2009,20091231,0,USD,LegalEntity=ParentCompany;,ParentCompany,433947000.0000,
0000950123-10-017776,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,4,USD,LegalEntity=ParentCompany;,ParentCompany,1681018000.0000,
0001193125-10-041024,CommonStockValue,us-gaap/2009,20081231,0,USD,LegalEntity=ParentCompany;,ParentCompany,2000000.0000,
0001193125-10-072909,StockIssuedDuringPeriodSharesTreasuryStockReissued,us-gaap/2009,20071231,4,shares,EquityComponents=TreasuryStock;,,-112861.0000,
0001193125-10-037551,CommonStockSharesAuthorized,us-gaap/2009,20081231,0,shares,ClassOfStock=CommonClassB;,,75000000.0000,
0001193125-10-020834,CommonStockValue,us-gaap/2009,20090930,0,USD,ClassOfStock=CommonClassB;,,0.0000,
0001193125-10-023280,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20091231,0,USD,LegalEntity=CommonwealthEdisonCo;,CommonwealthEdisonCo,91000000.0000,
0001193125-10-041278,LongTermDebt,us-gaap/2009,20091231,0,USD,Scenario=ResidentialRealEstateDeveloper;,,402000000.0000,
0001104659-10-009750,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20091231,4,USD,EquityComponents=Parent;,,65311000.0000,
0001193125-10-038824,ProfitLoss,us-gaap/2009,20071231,4,USD,EquityComponents=NoncontrollingInterest;,,11000000.0000,
0001398432-10-000145,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20091231,4,USD,EquityComponents=NoncontrollingInterest;,,-9626000.0000,
0001193125-10-042654,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,EquityComponents=NoncontrollingInterest;,,3000000.0000,Refer to Note 1 for further information.
0000950123-10-015237,CumulativeEffectOfInitialAdoptionOfFIN48,us-gaap/2009,20071231,4,USD,EquityComponents=RetainedEarnings;,,181000000.0000,
