period,property,measure,value
2024-02,Motels & apartments (6-20),Number of active establishments,1884.0
2024-03,Motels & apartments (6-20),Number of active establishments,1892.0
2024-04,Motels & apartments (6-20),Number of active establishments,1900.0
2024-05,Motels & apartments (6-20),Number of active establishments,1880.0
2024-06,Motels & apartments (6-20),Number of active establishments,1890.0
2024-07,Motels & apartments (6-20),Number of active establishments,1904.0
2024-08,Motels & apartments (6-20),Number of active establishments,1916.0
2024-09,Motels & apartments (6-20),Number of active establishments,1932.0
2024-10,Motels & apartments (6-20),Number of active establishments,1958.0
2024-11,Motels & apartments (6-20),Number of active establishments,1974.0
2024-12,Motels & apartments (6-20),Number of active establishments,1976.0
2025-01,Motels & apartments (6-20),Number of active establishments,1984.0
2025-02,Motels & apartments (6-20),Number of active establishments,1988.0
2025-03,Motels & apartments (6-20),Number of active establishments,1994.0
2025-04,Motels & apartments (6-20),Number of active establishments,2000.0
2025-05,Motels & apartments (6-20),Number of active establishments,2008.0
2025-06,Motels & apartments (6-20),Number of active establishments,1996.0
2025-07,Motels & apartments (6-20),Number of active establishments,1990.0
2025-08,Motels & apartments (6-20),Number of active establishments,2000.0
2025-09,Motels & apartments (6-20),Number of active establishments,1990.0
2025-10,Motels & apartments (6-20),Number of active establishments,2014.0
2025-11,Motels & apartments (6-20),Number of active establishments,2022.0
2025-12,Motels & apartments (6-20),Number of active establishments,2034.0
2026-01,Motels & apartments (6-20),Number of active establishments,2036.0
2026-02,Motels & apartments (6-20),Number of active establishments,2036.0
2026-03,Motels & apartments (6-20),Number of active establishments,2046.0
2026-04,Motels & apartments (6-20),Number of active establishments,2042.0
2026-05,Motels & apartments (6-20),Number of active establishments,2028.0
2026-06,Motels & apartments (6-20),Number of active establishments,2006.0
2026-07,Motels & apartments (6-20),Number of active establishments,2010.0
2020-06,Motels & apartments (6-20),Stay unit nights occupied,332000.0
2020-07,Motels & apartments (6-20),Stay unit nights occupied,447700.0
2020-08,Motels & apartments (6-20),Stay unit nights occupied,332900.0
2020-09,Motels & apartments (6-20),Stay unit nights occupied,408100.0
2020-10,Motels & apartments (6-20),Stay unit nights occupied,477500.0
2020-11,Motels & apartments (6-20),Stay unit nights occupied,450600.0
2020-12,Motels & apartments (6-20),Stay unit nights occupied,419800.0
2021-01,Motels & apartments (6-20),Stay unit nights occupied,488700.0
2021-02,Motels & apartments (6-20),Stay unit nights occupied,434800.0
2021-03,Motels & apartments (6-20),Stay unit nights occupied,474400.0
2021-04,Motels & apartments (6-20),Stay unit nights occupied,500400.0
2021-05,Motels & apartments (6-20),Stay unit nights occupied,432800.0
2021-06,Motels & apartments (6-20),Stay unit nights occupied,411500.0
2021-07,Motels & apartments (6-20),Stay unit nights occupied,468800.0
2021-08,Motels & apartments (6-20),Stay unit nights occupied,255900.0
2021-09,Motels & apartments (6-20),Stay unit nights occupied,230500.0
2021-10,Motels & apartments (6-20),Stay unit nights occupied,337600.0
2021-11,Motels & apartments (6-20),Stay unit nights occupied,325900.0
2021-12,Motels & apartments (6-20),Stay unit nights occupied,349200.0
2022-01,Motels & apartments (6-20),Stay unit nights occupied,449400.0
2022-02,Motels & apartments (6-20),Stay unit nights occupied,348900.0
2022-03,Motels & apartments (6-20),Stay unit nights occupied,365000.0
2022-04,Motels & apartments (6-20),Stay unit nights occupied,423200.0
2022-05,Motels & apartments (6-20),Stay unit nights occupied,407200.0
2022-06,Motels & apartments (6-20),Stay unit nights occupied,406500.0
2022-07,Motels & apartments (6-20),Stay unit nights occupied,443300.0
2022-08,Motels & apartments (6-20),Stay unit nights occupied,436400.0
2022-09,Motels & apartments (6-20),Stay unit nights occupied,444500.0
2022-10,Motels & apartments (6-20),Stay unit nights occupied,523300.0
2022-11,Motels & apartments (6-20),Stay unit nights occupied,536900.0
2022-12,Motels & apartments (6-20),Stay unit nights occupied,500300.0
2023-01,Motels & apartments (6-20),Stay unit nights occupied,564400.0
2023-02,Motels & apartments (6-20),Stay unit nights occupied,526500.0
2023-03,Motels & apartments (6-20),Stay unit nights occupied,599100.0
2023-04,Motels & apartments (6-20),Stay unit nights occupied,494700.0
2023-05,Motels & apartments (6-20),Stay unit nights occupied,423900.0
2023-06,Motels & apartments (6-20),Stay unit nights occupied,379200.0
2023-07,Motels & apartments (6-20),Stay unit nights occupied,436700.0
2023-08,Motels & apartments (6-20),Stay unit nights occupied,434400.0
2023-09,Motels & apartments (6-20),Stay unit nights occupied,434900.0
2023-10,Motels & apartments (6-20),Stay unit nights occupied,471300.0
2023-11,Motels & apartments (6-20),Stay unit nights occupied,532500.0
2023-12,Motels & apartments (6-20),Stay unit nights occupied,486100.0
2024-01,Motels & apartments (6-20),Stay unit nights occupied,545900.0
2024-02,Motels & apartments (6-20),Stay unit nights occupied,563000.0
2024-03,Motels & apartments (6-20),Stay unit nights occupied,576900.0
2024-04,Motels & apartments (6-20),Stay unit nights occupied,452200.0
2024-05,Motels & apartments (6-20),Stay unit nights occupied,386600.0
2024-06,Motels & apartments (6-20),Stay unit nights occupied,347400.0
2024-07,Motels & apartments (6-20),Stay unit nights occupied,389600.0
2024-08,Motels & apartments (6-20),Stay unit nights occupied,378200.0
2024-09,Motels & apartments (6-20),Stay unit nights occupied,413900.0
2024-10,Motels & apartments (6-20),Stay unit nights occupied,477800.0
2024-11,Motels & apartments (6-20),Stay unit nights occupied,541900.0
2024-12,Motels & apartments (6-20),Stay unit nights occupied,499400.0
2025-01,Motels & apartments (6-20),Stay unit nights occupied,573800.0
2025-02,Motels & apartments (6-20),Stay unit nights occupied,562000.0
2025-03,Motels & apartments (6-20),Stay unit nights occupied,576700.0
2025-04,Motels & apartments (6-20),Stay unit nights occupied,483900.0
2025-05,Motels & apartments (6-20),Stay unit nights occupied,399600.0
2025-06,Motels & apartments (6-20),Stay unit nights occupied,360500.0
2025-07,Motels & apartments (6-20),Stay unit nights occupied,402600.0
2025-08,Motels & apartments (6-20),Stay unit nights occupied,403900.0
2025-09,Motels & apartments (6-20),Stay unit nights occupied,431800.0
2025-10,Motels & apartments (6-20),Stay unit nights occupied,474300.0
2025-11,Motels & apartments (6-20),Stay unit nights occupied,545000.0
2025-12,Motels & apartments (6-20),Stay unit nights occupied,504500.0
2026-01,Motels & apartments (6-20),Stay unit nights occupied,571100.0
2026-02,Motels & apartments (6-20),Stay unit nights occupied,584200.0
2026-03,Motels & apartments (6-20),Stay unit nights occupied,594000.0
2026-04,Motels & apartments (6-20),Stay unit nights occupied,460600.0
2026-05,Motels & apartments (6-20),Stay unit nights occupied,404400.0
2026-06,Motels & apartments (6-20),Stay unit nights occupied,349700.0
2026-07,Motels & apartments (6-20),Stay unit nights occupied,426800.0
2020-06,Motels & apartments (6-20),Total guest nights,550600.0
2020-07,Motels & apartments (6-20),Total guest nights,865000.0
2020-08,Motels & apartments (6-20),Total guest nights,590700.0
2020-09,Motels & apartments (6-20),Total guest nights,747900.0
2020-10,Motels & apartments (6-20),Total guest nights,920900.0
2020-11,Motels & apartments (6-20),Total guest nights,800700.0
2020-12,Motels & apartments (6-20),Total guest nights,860300.0
2021-01,Motels & apartments (6-20),Total guest nights,1104700.0
2021-02,Motels & apartments (6-20),Total guest nights,811700.0
2021-03,Motels & apartments (6-20),Total guest nights,851700.0
2021-04,Motels & apartments (6-20),Total guest nights,1022500.0
2021-05,Motels & apartments (6-20),Total guest nights,756300.0
2021-06,Motels & apartments (6-20),Total guest nights,740500.0
2021-07,Motels & apartments (6-20),Total guest nights,931500.0
2021-08,Motels & apartments (6-20),Total guest nights,446500.0
2021-09,Motels & apartments (6-20),Total guest nights,383400.0
2021-10,Motels & apartments (6-20),Total guest nights,633200.0
2021-11,Motels & apartments (6-20),Total guest nights,542400.0
2021-12,Motels & apartments (6-20),Total guest nights,694500.0
2022-01,Motels & apartments (6-20),Total guest nights,995500.0
2022-02,Motels & apartments (6-20),Total guest nights,636000.0
2022-03,Motels & apartments (6-20),Total guest nights,635700.0
2022-04,Motels & apartments (6-20),Total guest nights,861700.0
2022-05,Motels & apartments (6-20),Total guest nights,694800.0
2022-06,Motels & apartments (6-20),Total guest nights,738200.0
2022-07,Motels & apartments (6-20),Total guest nights,866100.0
2022-08,Motels & apartments (6-20),Total guest nights,789400.0
2022-09,Motels & apartments (6-20),Total guest nights,819100.0
2022-10,Motels & apartments (6-20),Total guest nights,1019700.0
2022-11,Motels & apartments (6-20),Total guest nights,974800.0
2022-12,Motels & apartments (6-20),Total guest nights,1065900.0
2023-01,Motels & apartments (6-20),Total guest nights,1259700.0
2023-02,Motels & apartments (6-20),Total guest nights,997400.0
2023-03,Motels & apartments (6-20),Total guest nights,1112600.0
2023-04,Motels & apartments (6-20),Total guest nights,1002900.0
2023-05,Motels & apartments (6-20),Total guest nights,720400.0
2023-06,Motels & apartments (6-20),Total guest nights,674600.0
2023-07,Motels & apartments (6-20),Total guest nights,858300.0
2023-08,Motels & apartments (6-20),Total guest nights,789100.0
2023-09,Motels & apartments (6-20),Total guest nights,824000.0
2023-10,Motels & apartments (6-20),Total guest nights,888100.0
2023-11,Motels & apartments (6-20),Total guest nights,978300.0
2023-12,Motels & apartments (6-20),Total guest nights,1044700.0
2024-01,Motels & apartments (6-20),Total guest nights,1210300.0
2024-02,Motels & apartments (6-20),Total guest nights,1103900.0
2024-03,Motels & apartments (6-20),Total guest nights,1134000.0
2024-04,Motels & apartments (6-20),Total guest nights,893800.0
2024-05,Motels & apartments (6-20),Total guest nights,682800.0
2024-06,Motels & apartments (6-20),Total guest nights,641700.0
2024-07,Motels & apartments (6-20),Total guest nights,754900.0
2024-08,Motels & apartments (6-20),Total guest nights,700200.0
2024-09,Motels & apartments (6-20),Total guest nights,783100.0
2024-10,Motels & apartments (6-20),Total guest nights,930200.0
2024-11,Motels & apartments (6-20),Total guest nights,1024900.0
2024-12,Motels & apartments (6-20),Total guest nights,1076000.0
2025-01,Motels & apartments (6-20),Total guest nights,1276700.0
2025-02,Motels & apartments (6-20),Total guest nights,1095800.0
2025-03,Motels & apartments (6-20),Total guest nights,1088500.0
2025-04,Motels & apartments (6-20),Total guest nights,992200.0
2025-05,Motels & apartments (6-20),Total guest nights,716800.0
2025-06,Motels & apartments (6-20),Total guest nights,657100.0
2025-07,Motels & apartments (6-20),Total guest nights,764600.0
2025-08,Motels & apartments (6-20),Total guest nights,757000.0
2025-09,Motels & apartments (6-20),Total guest nights,821500.0
2025-10,Motels & apartments (6-20),Total guest nights,889200.0
2025-11,Motels & apartments (6-20),Total guest nights,1005400.0
2025-12,Motels & apartments (6-20),Total guest nights,1081300.0
2026-01,Motels & apartments (6-20),Total guest nights,1257700.0
2026-02,Motels & apartments (6-20),Total guest nights,1143600.0
2026-03,Motels & apartments (6-20),Total guest nights,1104400.0
2026-04,Motels & apartments (6-20),Total guest nights,924100.0
2026-05,Motels & apartments (6-20),Total guest nights,721400.0
2026-06,Motels & apartments (6-20),Total guest nights,602600.0
2026-07,Motels & apartments (6-20),Total guest nights,843400.0
2020-06,Motels & apartments (>20),Domestic guest nights,442000.0
2020-07,Motels & apartments (>20),Domestic guest nights,647900.0
2020-08,Motels & apartments (>20),Domestic guest nights,438300.0
2020-09,Motels & apartments (>20),Domestic guest nights,559800.0
2020-10,Motels & apartments (>20),Domestic guest nights,704600.0
2020-11,Motels & apartments (>20),Domestic guest nights,588100.0
2020-12,Motels & apartments (>20),Domestic guest nights,644400.0
2021-01,Motels & apartments (>20),Domestic guest nights,773500.0
2021-02,Motels & apartments (>20),Domestic guest nights,545300.0
2021-03,Motels & apartments (>20),Domestic guest nights,588800.0
2021-04,Motels & apartments (>20),Domestic guest nights,753200.0
2021-05,Motels & apartments (>20),Domestic guest nights,611200.0
2021-06,Motels & apartments (>20),Domestic guest nights,585900.0
2021-07,Motels & apartments (>20),Domestic guest nights,787800.0
2021-08,Motels & apartments (>20),Domestic guest nights,387200.0
2021-09,Motels & apartments (>20),Domestic guest nights,256100.0
2021-10,Motels & apartments (>20),Domestic guest nights,420200.0
2021-11,Motels & apartments (>20),Domestic guest nights,370800.0
2021-12,Motels & apartments (>20),Domestic guest nights,513500.0
