symbol,report_date,time,name,fiscal_quarter_ending
OGS,2023-05-01,time-not-supplied,"ONE Gas, Inc.",2023-03-31
ON,2023-05-01,time-not-supplied,ON Semiconductor Corporation,2023-03-31
OTTR,2023-05-01,time-not-supplied,Otter Tail Corporation,2023-03-31
PDM,2023-05-01,time-not-supplied,"Piedmont Realty Trust, Inc.",2023-03-31
PK,2023-05-01,time-not-supplied,Park Hotels & Resorts Inc.,2023-03-31
PLOW,2023-05-01,time-not-supplied,"Douglas Dynamics, Inc.",2023-03-31
PVBC,2023-05-01,time-not-supplied,"Provident Bancorp, Inc.",2023-03-31
RIG,2023-05-01,time-not-supplied,Transocean Ltd.,2023-03-31
RMBS,2023-05-01,time-not-supplied,"Rambus, Inc.",2023-03-31
RYI,2023-05-01,time-not-supplied,Ryerson Holding Corporation,2023-03-31
SAVA,2023-05-01,time-not-supplied,"Cassava Sciences, Inc.",2023-03-31
SBAC,2023-05-01,time-not-supplied,SBA Communications Corporation,2023-03-31
SCI,2023-05-01,time-not-supplied,Service Corporation International,2023-03-31
SEI,2023-05-01,time-not-supplied,"Solaris Energy Infrastructure, Inc.",2023-03-31
SFM,2023-05-01,time-not-supplied,"Sprouts Farmers Market, Inc.",2023-03-31
SGRY,2023-05-01,time-not-supplied,"Surgery Partners, Inc.",2023-03-31
SIBN,2023-05-01,time-not-supplied,"SI-BONE, Inc.",2023-03-31
SILC,2023-05-01,time-not-supplied,Silicom Ltd,2023-03-31
SMBC,2023-05-01,time-not-supplied,"Southern Missouri Bancorp, Inc.",2023-03-31
SOFI,2023-05-01,time-not-supplied,"SoFi Technologies, Inc. ",2023-03-31
SON,2023-05-01,time-not-supplied,Sonoco Products Company,2023-03-31
STRL,2023-05-01,time-not-supplied,"Sterling Infrastructure, Inc.",2023-03-31
SYK,2023-05-01,time-not-supplied,Stryker Corporation,2023-03-31
SYM,2023-05-01,time-not-supplied,Symbotic Inc.,2023-03-31
TEX,2023-05-01,time-not-supplied,Terex Corporation,2023-03-31
TGTX,2023-05-01,time-not-supplied,"TG Therapeutics, Inc.",2023-03-31
TMDX,2023-05-01,time-not-supplied,"TransMedics Group, Inc.",2023-03-31
TTI,2023-05-01,time-not-supplied,"Tetra Technologies, Inc.",2023-03-31
TWO,2023-05-01,time-not-supplied,Two Harbors Investments Corp,2023-03-31
UAN,2023-05-01,time-not-supplied,"CVR Partners, LP",2023-03-31
URG,2023-05-01,time-not-supplied,Ur Energy Inc,2023-03-31
VAL,2023-05-01,time-not-supplied,Valaris Limited,2023-03-31
VICI,2023-05-01,time-not-supplied,VICI Properties Inc.,2023-03-31
VNO,2023-05-01,time-not-supplied,Vornado Realty Trust,2023-03-31
VNOM,2023-05-01,time-not-supplied,"Viper Energy, Inc. ",2023-03-31
VRNS,2023-05-01,time-not-supplied,"Varonis Systems, Inc.",2023-03-31
VRTX,2023-05-01,time-not-supplied,Vertex Pharmaceuticals Incorporated,2023-03-31
VSEC,2023-05-01,time-not-supplied,VSE Corporation,2023-03-31
WEC,2023-05-01,time-not-supplied,"WEC Energy Group, Inc.",2023-03-31
WWD,2023-05-01,time-not-supplied,"Woodward, Inc.",2023-03-31
ACRE,2023-05-02,time-not-supplied,Ares Commercial Real Estate Corporation,2023-03-31
ADT,2023-05-02,time-not-supplied,ADT Inc.,2023-03-31
AER,2023-05-02,time-not-supplied,AerCap Holdings N.V.,2023-03-31
AFG,2023-05-02,time-not-supplied,"American Financial Group, Inc.",2023-03-31
AGCO,2023-05-02,time-not-supplied,AGCO Corporation,2023-03-31
AHT,2023-05-02,time-not-supplied,Ashford Hospitality Trust Inc,2023-03-31
AIZ,2023-05-02,time-not-supplied,"Assurant, Inc.",2023-03-31
AKR,2023-05-02,time-not-supplied,Acadia Realty Trust,2023-03-31
AMCR,2023-05-02,time-not-supplied,Amcor plc,2023-03-31
AMD,2023-05-02,time-not-supplied,"Advanced Micro Devices, Inc.",2023-03-31
AME,2023-05-02,time-not-supplied,"AMTEK, Inc.",2023-03-31
ANDE,2023-05-02,time-not-supplied,"The Andersons, Inc.",2023-03-31
APAM,2023-05-02,time-not-supplied,Artisan Partners Asset Management Inc.,2023-03-31
APLE,2023-05-02,time-not-supplied,"Apple Hospitality REIT, Inc.",2023-03-31
AQST,2023-05-02,time-not-supplied,"Aquestive Therapeutics, Inc.",2023-03-31
ARLP,2023-05-02,time-not-supplied,"Alliance Resource Partners, L.P.",2023-03-31
AROC,2023-05-02,time-not-supplied,"Archrock, Inc.",2023-03-31
ARWR,2023-05-02,time-not-supplied,"Arrowhead Pharmaceuticals, Inc.",2023-03-31
ASH,2023-05-02,time-not-supplied,Ashland Inc.,2023-03-31
ATGE,2023-05-02,time-not-supplied,Adtalem Global Education Inc.,2023-03-31
ATRC,2023-05-02,time-not-supplied,"AtriCure, Inc.",2023-03-31
AWRE,2023-05-02,time-not-supplied,"Aware, Inc.",2023-03-31
AXTA,2023-05-02,time-not-supplied,Axalta Coating Systems Ltd.,2023-03-31
BAND,2023-05-02,time-not-supplied,Bandwidth Inc.,2023-03-31
BFAM,2023-05-02,time-not-supplied,Bright Horizons Family Solutions Inc.,2023-03-31
BFIN,2023-05-02,time-not-supplied,BankFinancial Corporation,2023-03-31
BGFV,2023-05-02,time-not-supplied,Big 5 Sporting Goods Corporation,2023-03-31
BHR,2023-05-02,time-not-supplied,Braemar Hotels & Resorts Inc.,2023-03-31
BMEA,2023-05-02,time-not-supplied,"Biomea Fusion, Inc.",2023-03-31
BP,2023-05-02,time-not-supplied,BP p.l.c.,2023-03-31
BR,2023-05-02,time-not-supplied,"Broadridge Financial Solutions, Inc.",2023-03-31
BXC,2023-05-02,time-not-supplied,BlueLinx Holdings Inc.,2023-03-31
CCCS,2023-05-02,time-not-supplied,CCC Intelligent Solutions Holdings Inc.,2023-03-31
CHCT,2023-05-02,time-not-supplied,Community Healthcare Trust Incorporated,2023-03-31
CIGI,2023-05-02,time-not-supplied,Colliers International Group Inc. ,2023-03-31
CIX,2023-05-02,time-not-supplied,CompX International Inc.,2023-03-31
CLW,2023-05-02,time-not-supplied,Clearwater Paper Corporation,2023-03-31
CLX,2023-05-02,time-not-supplied,Clorox Company (The),2023-03-31
CMCT,2023-05-02,time-not-supplied,Creative Media ,2023-03-31
CMI,2023-05-02,time-not-supplied,Cummins Inc.,2023-03-31
CMTG,2023-05-02,time-not-supplied,"Claros Mortgage Trust, Inc.",2023-03-31
CQP,2023-05-02,time-not-supplied,"Cheniere Energy Partners, LP",2023-03-31
CRK,2023-05-02,time-not-supplied,"Comstock Resources, Inc.",2023-03-31
CTSO,2023-05-02,time-not-supplied,Cytosorbents Corporation,2023-03-31
CVGI,2023-05-02,time-not-supplied,"Commercial Vehicle Group, Inc.",2023-03-31
CVLT,2023-05-02,time-not-supplied,"Commvault Systems, Inc.",2023-03-31
CWH,2023-05-02,time-not-supplied,"Camping World Holdings, Inc.",2023-03-31
CX,2023-05-02,time-not-supplied,Cemex S.A.B. de C.V.,2023-03-31
CZR,2023-05-02,time-not-supplied,"Caesars Entertainment, Inc.",2023-03-31
DD,2023-05-02,time-not-supplied,"DuPont de Nemours, Inc.",2023-03-31
DEA,2023-05-02,time-not-supplied,"Easterly Government Properties, Inc.",2023-03-31
DEI,2023-05-02,time-not-supplied,"Douglas Emmett, Inc.",2023-03-31
DENN,2023-05-02,time-not-supplied,Denny's Corporation,2023-03-31
DORM,2023-05-02,time-not-supplied,"Dorman Products, Inc.",2023-03-31
DTM,2023-05-02,time-not-supplied,"DT Midstream, Inc.",2023-03-31
DVAX,2023-05-02,time-not-supplied,Dynavax Technologies Corporation,2023-03-31
ECL,2023-05-02,time-not-supplied,Ecolab Inc.,2023-03-31
EEFT,2023-05-02,time-not-supplied,"Euronet Worldwide, Inc.",2023-03-31
EFSI,2023-05-02,time-not-supplied,Eagle Financial Services Inc,2023-03-31
EIX,2023-05-02,time-not-supplied,Edison International,2023-03-31
EPD,2023-05-02,time-not-supplied,Enterprise Products Partners L.P.,2023-03-31
EQX,2023-05-02,time-not-supplied,Equinox Gold Corp.,2023-03-31
ESAB,2023-05-02,time-not-supplied,ESAB Corporation,2023-03-31
ET,2023-05-02,time-not-supplied,Energy Transfer L.P.,2023-03-31
ETN,2023-05-02,time-not-supplied,"Eaton Corporation, PLC",2023-03-31
EXPD,2023-05-02,time-not-supplied,"Expeditors International of Washington, Inc.",2023-03-31
EXPI,2023-05-02,time-not-supplied,"eXp World Holdings, Inc.",2023-03-31
EXR,2023-05-02,time-not-supplied,Extra Space Storage Inc,2023-03-31
F,2023-05-02,time-not-supplied,Ford Motor Company,2023-03-31
FELE,2023-05-02,time-not-supplied,"Franklin Electric Co., Inc.",2023-03-31
FIP,2023-05-02,time-not-supplied,FTAI Infrastructure Inc.,2023-03-31
FNV,2023-05-02,time-not-supplied,Franco-Nevada Corporation,2023-03-31
FRSH,2023-05-02,time-not-supplied,Freshworks Inc.,2023-03-31
FSP,2023-05-02,time-not-supplied,Franklin Street Properties Corp.,2023-03-31
FSS,2023-05-02,time-not-supplied,Federal Signal Corporation,2023-03-31
FWRG,2023-05-02,time-not-supplied,"First Watch Restaurant Group, Inc.",2023-03-31
GIC,2023-05-02,time-not-supplied,Global Industrial Company,2023-03-31
GLAD,2023-05-02,time-not-supplied,Gladstone Capital Corporation,2023-03-31
GLDD,2023-05-02,time-not-supplied,Great Lakes Dredge & Dock Corporation,2023-03-31
GPK,2023-05-02,time-not-supplied,Graphic Packaging Holding Company,2023-03-31
GPOR,2023-05-02,time-not-supplied,Gulfport Energy Corporation,2023-03-31
GTE,2023-05-02,time-not-supplied,Gran Tierra Energy Inc.,2023-03-31
GVA,2023-05-02,time-not-supplied,Granite Construction Incorporated,2023-03-31
GWRS,2023-05-02,time-not-supplied,"Global Water Resources, Inc.",2023-03-31
HHS,2023-05-02,time-not-supplied,"Harte Hanks, Inc.",2023-03-31
HLF,2023-05-02,time-not-supplied,Herbalife Ltd.,2023-03-31
HMN,2023-05-02,time-not-supplied,Horace Mann Educators Corporation,2023-03-31
HRMY,2023-05-02,time-not-supplied,"Harmony Biosciences Holdings, Inc.",2023-03-31
HRZN,2023-05-02,time-not-supplied,Horizon Technology Finance Corporation,2023-03-31
HURN,2023-05-02,time-not-supplied,Huron Consulting Group Inc.,2023-03-31
HVT,2023-05-02,time-not-supplied,"Haverty Furniture Companies, Inc.",2023-03-31
HWM,2023-05-02,time-not-supplied,Howmet Aerospace Inc.,2023-03-31
HY,2023-05-02,time-not-supplied,"Hyster-Yale, Inc.",2023-03-31
IDXX,2023-05-02,time-not-supplied,"IDEXX Laboratories, Inc.",2023-03-31
IHRT,2023-05-02,time-not-supplied,"iHeartMedia, Inc.",2023-03-31
IHT,2023-05-02,time-not-supplied,InnSuites Hospitality Trust,2023-01-31
INCY,2023-05-02,time-not-supplied,Incyte Corporation,2023-03-31
INMD,2023-05-02,time-not-supplied,INMODE LTD.,2023-03-31
INSP,2023-05-02,time-not-supplied,"Inspire Medical Systems, Inc.",2023-03-31
IPGP,2023-05-02,time-not-supplied,IPG Photonics Corporation,2023-03-31
IT,2023-05-02,time-not-supplied,"Gartner, Inc.",2023-03-31
ITW,2023-05-02,time-not-supplied,Illinois Tool Works Inc.,2023-03-31
JBSS,2023-05-02,time-not-supplied,"John B. Sanfilippo & Son, Inc.",2023-03-31
JKHY,2023-05-02,time-not-supplied,"Jack Henry & Associates, Inc.",2023-03-31
JRVR,2023-05-02,time-not-supplied,"James River Group Holdings, Ltd.",2023-03-31
KAI,2023-05-02,time-not-supplied,Kadant Inc,2023-03-31
KAR,2023-05-02,time-not-supplied,"OPENLANE, Inc.",2023-03-31
KNSA,2023-05-02,time-not-supplied,"Kiniksa Pharmaceuticals, Ltd.",2023-03-31
KTCC,2023-05-02,time-not-supplied,Key Tronic Corporation,2023-03-31
LARK,2023-05-02,time-not-supplied,Landmark Bancorp Inc.,2023-03-31
LBRDA,2023-05-02,time-not-supplied,Liberty Broadband Corporation,2023-03-31
LBRDK,2023-05-02,time-not-supplied,Liberty Broadband Corporation,2023-03-31
LDOS,2023-05-02,time-not-supplied,"Leidos Holdings, Inc.",2023-03-31
LFUS,2023-05-02,time-not-supplied,"Littelfuse, Inc.",2023-03-31
LGIH,2023-05-02,time-not-supplied,"LGI Homes, Inc.",2023-03-31
LMAT,2023-05-02,time-not-supplied,"LeMaitre Vascular, Inc.",2023-03-31
LNG,2023-05-02,time-not-supplied,"Cheniere Energy, Inc.",2023-03-31
LOPE,2023-05-02,time-not-supplied,"Grand Canyon Education, Inc.",2023-03-31
LUMN,2023-05-02,time-not-supplied,"Lumen Technologies, Inc. ",2023-03-31
LUNG,2023-05-02,time-not-supplied,Pulmonx Corporation,2023-03-31
LXRX,2023-05-02,time-not-supplied,"Lexicon Pharmaceuticals, Inc.",2023-03-31
LXU,2023-05-02,time-not-supplied,Lsb Industries Inc.,2023-03-31
MAR,2023-05-02,time-not-supplied,Marriott International,2023-03-31
MCW,2023-05-02,time-not-supplied,"Mister Car Wash, Inc.",2023-03-31
MCY,2023-05-02,time-not-supplied,Mercury General Corporation,2023-03-31
MD,2023-05-02,time-not-supplied,"Pediatrix Medical Group, Inc.",2023-03-31
MDXG,2023-05-02,time-not-supplied,"MiMedx Group, Inc",2023-03-31
MEC,2023-05-02,time-not-supplied,"Mayville Engineering Company, Inc.",2023-03-31
MFIC,2023-05-02,time-not-supplied,MidCap Financial Investment Corporation,2023-03-31
MLNK,2023-05-02,time-not-supplied,"MeridianLink, Inc.",2023-03-31
MPC,2023-05-02,time-not-supplied,Marathon Petroleum Corporation,2023-03-31
MPLX,2023-05-02,time-not-supplied,MPLX LP,2023-03-31
MRBK,2023-05-02,time-not-supplied,Meridian Corporation,2023-03-31
MRCY,2023-05-02,time-not-supplied,Mercury Systems Inc,2023-03-31
MTCH,2023-05-02,time-not-supplied,"Match Group, Inc.",2023-03-31
MTW,2023-05-02,time-not-supplied,"Manitowoc Company, Inc. (The)",2023-03-31
MUSA,2023-05-02,time-not-supplied,Murphy USA Inc.,2023-03-31
NAUT,2023-05-02,time-not-supplied,"Nautilus Biotechnology, Inc.",2023-03-31
NMIH,2023-05-02,time-not-supplied,NMI Holdings Inc,2023-03-31
NNN,2023-05-02,time-not-supplied,"NNN REIT, Inc.",2023-03-31
NPKI,2023-05-02,time-not-supplied,NPK International Inc.,2023-03-31
NPO,2023-05-02,time-not-supplied,Enpro Inc.,2023-03-31
NRC,2023-05-02,time-not-supplied,National Research Corporation,2023-03-31
NRDS,2023-05-02,time-not-supplied,"NerdWallet, Inc.",2023-03-31
NSIT,2023-05-02,time-not-supplied,"Insight Enterprises, Inc.",2023-03-31
OHI,2023-05-02,time-not-supplied,"Omega Healthcare Investors, Inc.",2023-03-31
OKE,2023-05-02,time-not-supplied,"ONEOK, Inc.",2023-03-31
OMCL,2023-05-02,time-not-supplied,"Omnicell, Inc.",2023-03-31
OXSQ,2023-05-02,time-not-supplied,Oxford Square Capital Corp.,2023-03-31
PACB,2023-05-02,time-not-supplied,"Pacific Biosciences of California, Inc.",2023-03-31
PAYC,2023-05-02,time-not-supplied,"Paycom Software, Inc.",2023-03-31
PBHC,2023-05-02,time-not-supplied,"Pathfinder Bancorp, Inc.",2023-03-31
PECO,2023-05-02,time-not-supplied,"Phillips Edison & Company, Inc.",2023-03-31
PEG,2023-05-02,time-not-supplied,Public Service Enterprise Group Incorporated,2023-03-31
PEN,2023-05-02,time-not-supplied,"Penumbra, Inc.",2023-03-31
PFE,2023-05-02,time-not-supplied,"Pfizer, Inc.",2023-03-31
PINC,2023-05-02,time-not-supplied,"Premier, Inc.",2023-03-31
PIPR,2023-05-02,time-not-supplied,Piper Sandler Companies,2023-03-31
PJT,2023-05-02,time-not-supplied,PJT Partners Inc.,2023-03-31
POWL,2023-05-02,time-not-supplied,"Powell Industries, Inc.",2023-03-31
PRO,2023-05-02,time-not-supplied,"PROS Holdings, Inc.",2023-03-31
PRTS,2023-05-02,time-not-supplied,"CarParts.com, Inc.",2023-03-31
PRU,2023-05-02,time-not-supplied,"Prudential Financial, Inc.",2023-03-31
PSTL,2023-05-02,time-not-supplied,"Postal Realty Trust, Inc.",2023-03-31
QSR,2023-05-02,time-not-supplied,Restaurant Brands International Inc.,2023-03-31
QUAD,2023-05-02,time-not-supplied,"Quad Graphics, Inc",2023-03-31
RCKY,2023-05-02,time-not-supplied,"Rocky Brands, Inc.",2023-03-31
RGEN,2023-05-02,time-not-supplied,Repligen Corporation,2023-03-31
RIGL,2023-05-02,time-not-supplied,"Rigel Pharmaceuticals, Inc.",2023-03-31
RNGR,2023-05-02,time-not-supplied,"Ranger Energy Services, Inc.",2023-03-31
RNR,2023-05-02,time-not-supplied,RenaissanceRe Holdings Ltd.,2023-03-31
RYTM,2023-05-02,time-not-supplied,"Rhythm Pharmaceuticals, Inc.",2023-03-31
SAR,2023-05-02,time-not-supplied,Saratoga Investment Corp,2023-02-28
SBUX,2023-05-02,time-not-supplied,Starbucks Corporation,2023-03-31
SEE,2023-05-02,time-not-supplied,Sealed Air Corporation,2023-03-31
SMCI,2023-05-02,time-not-supplied,"Super Micro Computer, Inc.",2023-03-31
SPG,2023-05-02,time-not-supplied,"Simon Property Group, Inc.",2023-03-31
SPT,2023-05-02,time-not-supplied,"Sprout Social, Inc",2023-03-31
SRPT,2023-05-02,time-not-supplied,"Sarepta Therapeutics, Inc.",2023-03-31
STNG,2023-05-02,time-not-supplied,Scorpio Tankers Inc.,2023-03-31
SUN,2023-05-02,time-not-supplied,Sunoco LP,2023-03-31
SYY,2023-05-02,time-not-supplied,Sysco Corporation,2023-03-31
TALK,2023-05-02,time-not-supplied,"Talkspace, Inc.",2023-03-31
TAP,2023-05-02,time-not-supplied,Molson Coors Beverage Company,2023-03-31
THG,2023-05-02,time-not-supplied,"The Hanover Insurance Group, Inc.",2023-03-31
TREE,2023-05-02,time-not-supplied,"LendingTree, Inc.",2023-03-31
TRI,2023-05-02,time-not-supplied,Thomson Reuters Corp,2023-03-31
TRN,2023-05-02,time-not-supplied,"Trinity Industries, Inc.",2023-03-31
TROW,2023-05-02,time-not-supplied,"T. Rowe Price Group, Inc.",2023-03-31
TRTX,2023-05-02,time-not-supplied,"TPG RE Finance Trust, Inc.",2023-03-31
TRVG,2023-05-02,time-not-supplied,trivago N.V.,2023-03-31
UBER,2023-05-02,time-not-supplied,"Uber Technologies, Inc.",2023-03-31
UFPI,2023-05-02,time-not-supplied,"UFP Industries, Inc.",2023-03-31
UFPT,2023-05-02,time-not-supplied,"UFP Technologies, Inc.",2023-03-31
UIS,2023-05-02,time-not-supplied,Unisys Corporation,2023-03-31
UNM,2023-05-02,time-not-supplied,Unum Group,2023-03-31
USAC,2023-05-02,time-not-supplied,"USA Compression Partners, LP",2023-03-31
UTL,2023-05-02,time-not-supplied,UNITIL Corporation,2023-03-31
VERI,2023-05-02,time-not-supplied,"Veritone, Inc.",2023-03-31
VIAV,2023-05-02,time-not-supplied,Viavi Solutions Inc.,2023-03-31
VOYA,2023-05-02,time-not-supplied,"Voya Financial, Inc.",2023-03-31
VREX,2023-05-02,time-not-supplied,Varex Imaging Corporation,2023-03-31
WELL,2023-05-02,time-not-supplied,Welltower Inc.,2023-03-31
WEYS,2023-05-02,time-not-supplied,"Weyco Group, Inc.",2023-03-31
WK,2023-05-02,time-not-supplied,Workiva Inc.,2023-03-31
WSR,2023-05-02,time-not-supplied,Whitestone REIT,2023-03-31
WTTR,2023-05-02,time-not-supplied,"Select Water Solutions, Inc.",2023-03-31
WU,2023-05-02,time-not-supplied,Western Union Company (The),2023-03-31
XHR,2023-05-02,time-not-supplied,"Xenia Hotels & Resorts, Inc.",2023-03-31
YORW,2023-05-02,time-not-supplied,The York Water Company,2023-03-31
YUMC,2023-05-02,time-not-supplied,"Yum China Holdings, Inc.",2023-03-31
ZBH,2023-05-02,time-not-supplied,"Zimmer Biomet Holdings, Inc.",2023-03-31
ZBRA,2023-05-02,time-not-supplied,Zebra Technologies Corporation,2023-03-31
ACEL,2023-05-03,time-not-supplied,"Accel Entertainment, Inc.",2023-03-31
ACLS,2023-05-03,time-not-supplied,"Axcelis Technologies, Inc.",2023-03-31
ACR,2023-05-03,time-not-supplied,ACRES Commercial Realty Corp.,2023-03-31
ACT,2023-05-03,time-not-supplied,"Enact Holdings, Inc.",2023-03-31
ADNT,2023-05-03,time-not-supplied,Adient plc,2023-03-31
ADPT,2023-05-03,time-not-supplied,Adaptive Biotechnologies Corporation,2023-03-31
AEIS,2023-05-03,time-not-supplied,"Advanced Energy Industries, Inc.",2023-03-31
ALB,2023-05-03,time-not-supplied,Albemarle Corporation,2023-03-31
ALE,2023-05-03,time-not-supplied,"Allete, Inc.",2023-03-31
ALGT,2023-05-03,time-not-supplied,Allegiant Travel Company,2023-03-31
ALKT,2023-05-03,time-not-supplied,"Alkami Technology, Inc.",2023-03-31
ALL,2023-05-03,time-not-supplied,Allstate Corporation (The),2023-03-31
ALLO,2023-05-03,time-not-supplied,"Allogene Therapeutics, Inc.",2023-03-31
ALNT,2023-05-03,time-not-supplied,Allient Inc.,2023-03-31
AMPY,2023-05-03,time-not-supplied,"MIDSTATES PETROLEUM COMPANY, INC.",2023-03-31
AMRN,2023-05-03,time-not-supplied,Amarin Corporation plc,2023-03-31
AMWL,2023-05-03,time-not-supplied,American Well Corporation,2023-03-31
APA,2023-05-03,time-not-supplied,APA Corporation,2023-03-31
ARDX,2023-05-03,time-not-supplied,"Ardelyx, Inc.",2023-03-31
ASPN,2023-05-03,time-not-supplied,"Aspen Aerogels, Inc.",2023-03-31
ASTE,2023-05-03,time-not-supplied,"Astec Industries, Inc.",2023-03-31
ATO,2023-05-03,time-not-supplied,Atmos Energy Corporation,2023-03-31
ATUS,2023-05-03,time-not-supplied,"Altice USA, Inc.",2023-03-31
AUR,2023-05-03,time-not-supplied,"Aurora Innovation, Inc. ",2023-03-31
AVA,2023-05-03,time-not-supplied,Avista Corporation,2023-03-31
AVDX,2023-05-03,time-not-supplied,"AvidXchange Holdings, Inc.",2023-03-31
AVNS,2023-05-03,time-not-supplied,"Avanos Medical, Inc.",2023-03-31
AVNT,2023-05-03,time-not-supplied,Avient Corporation,2023-03-31
AVNW,2023-05-03,time-not-supplied,"Aviat Networks, Inc.",2023-03-31
AVT,2023-05-03,time-not-supplied,"Avnet, Inc.",2023-03-31
B,2023-05-03,time-not-supplied,Barrick Mining Corporation,2023-03-31
BBSI,2023-05-03,time-not-supplied,"Barrett Business Services, Inc.",2023-03-31
BCRX,2023-05-03,time-not-supplied,"BioCryst Pharmaceuticals, Inc.",2023-03-31
BDC,2023-05-03,time-not-supplied,Belden Inc,2023-03-31
BG,2023-05-03,time-not-supplied,Bunge Global SA,2023-03-31
BHE,2023-05-03,time-not-supplied,"Benchmark Electronics, Inc.",2023-03-31
BIP,2023-05-03,time-not-supplied,Brookfield Infrastructure Partners LP,2023-03-31
BKH,2023-05-03,time-not-supplied,Black Hills Corporation,2023-03-31
BLCO,2023-05-03,time-not-supplied,Bausch + Lomb Corporation,2023-03-31
BLDR,2023-05-03,time-not-supplied,"Builders FirstSource, Inc.",2023-03-31
BLKB,2023-05-03,time-not-supplied,"Blackbaud, Inc.",2023-03-31
BNL,2023-05-03,time-not-supplied,"Broadstone Net Lease, Inc.",2023-03-31
