company_name,form_type,cik,date_filed,file_name
ASIA PACIFIC WIRE & CABLE CORP LTD,6-K,1026980,2026-07-23,edgar/data/1026980/0001628280-26-049305.txt
ASIA PACIFIC WIRE & CABLE CORP LTD,6-K,1026980,2026-08-14,edgar/data/1026980/0001628280-26-056972.txt
ASIAFIN HOLDINGS CORP.,10-Q,1828748,2026-08-11,edgar/data/1828748/0001213900-26-087587.txt
ASIAFIN HOLDINGS CORP.,8-K,1828748,2026-08-18,edgar/data/1828748/0001213900-26-091131.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-07-01,edgar/data/311669/0001140361-26-027212.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-07-06,edgar/data/311669/0001140361-26-027599.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-07-21,edgar/data/311669/0001140361-26-029099.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-07-24,edgar/data/311669/0001140361-26-029540.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-07-29,edgar/data/311669/0001140361-26-029943.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-08-05,edgar/data/311669/0001140361-26-031376.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-08-10,edgar/data/311669/0001140361-26-031960.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-08-10,edgar/data/311669/0001140361-26-031998.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-08-12,edgar/data/311669/0001140361-26-032409.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-08-24,edgar/data/311669/0001140361-26-034184.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-08-26,edgar/data/311669/0001140361-26-034424.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-09-09,edgar/data/311669/0001140361-26-036036.txt
ASIAN DEVELOPMENT BANK,DSTRBRPT,311669,2026-09-11,edgar/data/311669/0001140361-26-036293.txt
ASIAN DEVELOPMENT BANK,QRTLYRPT,311669,2026-07-09,edgar/data/311669/0001140361-26-028033.txt
ASII0826 a Series of Izou Partners Two LLC,D,2150182,2026-08-21,edgar/data/2150182/0002150182-26-000001.txt
"ASK CAPITAL MANAGEMENT, LLC",13F-HR,2056598,2026-07-27,edgar/data/2056598/0002056598-26-000003.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13D/A,1815572,2026-07-23,edgar/data/1815572/0001815572-26-000004.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13G/A,1815572,2026-08-07,edgar/data/1815572/0001815572-26-000005.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13G/A,1815572,2026-08-07,edgar/data/1815572/0001815572-26-000006.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13G/A,1815572,2026-08-07,edgar/data/1815572/0001815572-26-000007.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13G/A,1815572,2026-08-07,edgar/data/1815572/0001815572-26-000008.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13G/A,1815572,2026-08-07,edgar/data/1815572/0001815572-26-000009.txt
ASKELADDEN CAPITAL MANAGEMENT LLC,SCHEDULE 13G/A,1815572,2026-08-07,edgar/data/1815572/0001815572-26-000010.txt
ASL CAPITAL MARKETS INC.,X-17A-5,1690976,2026-08-27,edgar/data/1690976/0001690976-26-000005.txt
"ASL Financial, LLC",13F-HR,2105933,2026-07-21,edgar/data/2105933/0002105933-26-000009.txt
"ASL Financial, LLC",N-PX,2105933,2026-07-06,edgar/data/2105933/0002105933-26-000007.txt
ASME Finance (Cayman Feeder) II LP,D,2104545,2026-09-10,edgar/data/2104545/0001012975-26-000876.txt
ASML HOLDING NV,6-K,937966,2026-07-15,edgar/data/937966/0001628280-26-048235.txt
ASO GROUP Ltd,13F-HR,2108771,2026-08-04,edgar/data/2108771/0002108771-26-000003.txt
"ASOF HOS AIV 1, L.P.",3,2007454,2026-09-09,edgar/data/2007454/0001104659-26-106414.txt
"ASOF HOS AIV 2, L.P.",3,2007461,2026-09-09,edgar/data/2007461/0001104659-26-106414.txt
"ASOF HOS GP, LLC",3,2152953,2026-09-09,edgar/data/2152953/0001104659-26-106414.txt
"ASOF HOS GP, LLC",SCHEDULE 13D,2152953,2026-09-09,edgar/data/2152953/0001104659-26-106410.txt
"ASOF Holdings I, L.P.",3,1793549,2026-09-09,edgar/data/1793549/0001104659-26-106413.txt
"ASOF Holdings I, L.P.",4,1793549,2026-08-17,edgar/data/1793549/0001104659-26-097885.txt
"ASOF II A (DE) Holdings I, L.P.",3,1933136,2026-09-09,edgar/data/1933136/0001104659-26-106413.txt
"ASOF II Holdings I, L.P.",3,1933113,2026-09-09,edgar/data/1933113/0001104659-26-106413.txt
ASOF Investment Management LLC,13F-NT,1793548,2026-08-14,edgar/data/1793548/0001104659-26-097165.txt
ASOF Investment Management LLC,3,1793548,2026-09-09,edgar/data/1793548/0001104659-26-106413.txt
ASOF Investment Management LLC,4,1793548,2026-08-17,edgar/data/1793548/0001104659-26-097885.txt
ASOF Investment Management LLC,N-PX,1793548,2026-08-31,edgar/data/1793548/0001104659-26-103841.txt
ASP (Feeder) Asia Fund II LP,D/A,1993353,2026-08-28,edgar/data/1993353/0002081111-26-000163.txt
ASP (Feeder) Global Secondary Fund 8 LP,D/A,2045997,2026-07-16,edgar/data/2045997/0001012975-26-000666.txt
ASP (Feeder) Private Income Fund LP,D/A,1806777,2026-08-28,edgar/data/1806777/0002081111-26-000162.txt
ASP Endeavor Investco LP,144,2109987,2026-08-19,edgar/data/2109987/0001193125-26-357368.txt
ASP Endeavor Investco LP,4,2109987,2026-08-21,edgar/data/2109987/0001193125-26-361504.txt
ASP Isotopes Inc.,10-Q,1921865,2026-08-14,edgar/data/1921865/0001193125-26-352603.txt
ASP Isotopes Inc.,144,1921865,2026-09-02,edgar/data/1921865/0001477932-26-005387.txt
ASP Isotopes Inc.,144,1921865,2026-09-02,edgar/data/1921865/0001477932-26-005388.txt
ASP Isotopes Inc.,144,1921865,2026-09-02,edgar/data/1921865/0001974494-26-000269.txt
ASP Isotopes Inc.,4,1921865,2026-07-01,edgar/data/1921865/0001477932-26-004156.txt
ASP Isotopes Inc.,4,1921865,2026-07-01,edgar/data/1921865/0001477932-26-004157.txt
ASP Isotopes Inc.,4,1921865,2026-07-02,edgar/data/1921865/0001477932-26-004176.txt
ASP Isotopes Inc.,4,1921865,2026-07-02,edgar/data/1921865/0001477932-26-004177.txt
ASP Isotopes Inc.,4,1921865,2026-09-04,edgar/data/1921865/0001477932-26-005430.txt
ASP Isotopes Inc.,4,1921865,2026-09-04,edgar/data/1921865/0001477932-26-005431.txt
ASP Isotopes Inc.,4,1921865,2026-09-04,edgar/data/1921865/0001477932-26-005432.txt
ASP Isotopes Inc.,4,1921865,2026-09-10,edgar/data/1921865/0001477932-26-005524.txt
ASP Isotopes Inc.,425,1921865,2026-07-17,edgar/data/1921865/0001477932-26-004369.txt
ASP Isotopes Inc.,425,1921865,2026-07-22,edgar/data/1921865/0001477932-26-004434.txt
ASP Isotopes Inc.,425,1921865,2026-07-22,edgar/data/1921865/0001477932-26-004439.txt
ASP Isotopes Inc.,425,1921865,2026-08-04,edgar/data/1921865/0001193125-26-333141.txt
ASP Isotopes Inc.,425,1921865,2026-08-05,edgar/data/1921865/0001193125-26-335463.txt
ASP Isotopes Inc.,425,1921865,2026-08-06,edgar/data/1921865/0001193125-26-336866.txt
ASP Isotopes Inc.,425,1921865,2026-08-20,edgar/data/1921865/0001193125-26-358082.txt
ASP Isotopes Inc.,425,1921865,2026-08-21,edgar/data/1921865/0001477932-26-005199.txt
ASP Isotopes Inc.,425,1921865,2026-09-09,edgar/data/1921865/0001477932-26-005472.txt
ASP Isotopes Inc.,425,1921865,2026-09-09,edgar/data/1921865/0001477932-26-005473.txt
ASP Isotopes Inc.,8-K,1921865,2026-07-16,edgar/data/1921865/0001193125-26-306136.txt
ASP Isotopes Inc.,8-K,1921865,2026-07-16,edgar/data/1921865/0001477932-26-004337.txt
ASP Isotopes Inc.,8-K,1921865,2026-07-21,edgar/data/1921865/0001193125-26-309573.txt
ASP Isotopes Inc.,8-K,1921865,2026-07-28,edgar/data/1921865/0001193125-26-318936.txt
ASP Isotopes Inc.,8-K,1921865,2026-07-30,edgar/data/1921865/0001193125-26-324987.txt
ASP Isotopes Inc.,8-K,1921865,2026-08-04,edgar/data/1921865/0001193125-26-331596.txt
ASP Isotopes Inc.,8-K,1921865,2026-08-05,edgar/data/1921865/0001193125-26-333911.txt
ASP Isotopes Inc.,8-K,1921865,2026-08-06,edgar/data/1921865/0001193125-26-336859.txt
ASP Isotopes Inc.,8-K,1921865,2026-08-18,edgar/data/1921865/0001193125-26-354745.txt
ASP Isotopes Inc.,8-K,1921865,2026-08-20,edgar/data/1921865/0001193125-26-358072.txt
ASP Isotopes Inc.,8-K,1921865,2026-08-20,edgar/data/1921865/0001477932-26-005196.txt
ASP Isotopes Inc.,8-K,1921865,2026-09-08,edgar/data/1921865/0001193125-26-384527.txt
ASP Isotopes Inc.,D,1921865,2026-07-17,edgar/data/1921865/0001921865-26-000001.txt
ASP Isotopes Inc.,S-3ASR,1921865,2026-07-16,edgar/data/1921865/0001477932-26-004362.txt
ASP Manager Corp.,4,1621183,2026-08-21,edgar/data/1621183/0001193125-26-361504.txt
"ASP Metro Blocked Co-Investment Aggregator II, LP",D,2143340,2026-07-28,edgar/data/2143340/0002143340-26-000001.txt
ASP Partners GSF 8 LP,D/A,2013159,2026-07-16,edgar/data/2013159/0001012975-26-000668.txt
ASP SOLV Aggregator LP,144,2109986,2026-08-19,edgar/data/2109986/0001193125-26-357374.txt
ASP SOLV Aggregator LP,4,2109986,2026-08-21,edgar/data/2109986/0001193125-26-361504.txt
ASP VIII Alternative Investments Solstice LP,144,2110368,2026-08-19,edgar/data/2110368/0001193125-26-357371.txt
ASP VIII Alternative Investments Solstice LP,4,2110368,2026-08-21,edgar/data/2110368/0001193125-26-361506.txt
"ASP VIII Alternative Investments, L.P.",4,2109985,2026-08-21,edgar/data/2109985/0001193125-26-361504.txt
ASP VIII CSE Holdings LP,4,2110366,2026-08-21,edgar/data/2110366/0001193125-26-361504.txt
ASP VIII SOLV Holdings LP,4,2110367,2026-08-21,edgar/data/2110367/0001193125-26-361504.txt
ASPAC II Acquisition Corp.,10-Q,1876716,2026-08-10,edgar/data/1876716/0001213900-26-086997.txt
ASPAC III Acquisition Corp.,10-Q,1890361,2026-08-12,edgar/data/1890361/0001213900-26-088396.txt
ASPEN AEROGELS INC,10-Q,1145986,2026-08-07,edgar/data/1145986/0001193125-26-340275.txt
ASPEN AEROGELS INC,144,1145986,2026-08-10,edgar/data/1145986/0001950047-26-007871.txt
ASPEN AEROGELS INC,8-K,1145986,2026-08-06,edgar/data/1145986/0001171843-26-005289.txt
ASPEN AEROGELS INC,SCHEDULE 13G/A,1145986,2026-08-13,edgar/data/1145986/0000919574-26-005154.txt
ASPEN CG 1 LLC,D,2148151,2026-07-30,edgar/data/2148151/0002148151-26-000001.txt
ASPEN INSURANCE HOLDINGS LTD,3,1267395,2026-07-09,edgar/data/1267395/0000905148-26-003220.txt
ASPEN INSURANCE HOLDINGS LTD,6-K,1267395,2026-07-02,edgar/data/1267395/0001267395-26-000020.txt
ASPEN INSURANCE HOLDINGS LTD,6-K,1267395,2026-08-18,edgar/data/1267395/0001267395-26-000025.txt
ASPEN INSURANCE HOLDINGS LTD,6-K,1267395,2026-08-28,edgar/data/1267395/0001267395-26-000028.txt
ASPEN INSURANCE HOLDINGS LTD,6-K,1267395,2026-09-09,edgar/data/1267395/0001267395-26-000031.txt
"ASPIRIANT, LLC",13F-HR,1433541,2026-07-20,edgar/data/1433541/0001172661-26-002689.txt
"ASPIRIANT, LLC",N-PX,1433541,2026-08-25,edgar/data/1433541/0001172661-26-004021.txt
ASR Nederland N.V.,13F-NT,2065896,2026-07-21,edgar/data/2065896/0002065896-26-000002.txt
ASR Nederland N.V.,N-PX,2065896,2026-08-26,edgar/data/2065896/0002065896-26-000006.txt
ASR Vermogensbeheer N.V.,13F-HR,1916757,2026-07-20,edgar/data/1916757/0001916757-26-000007.txt
ASR Vermogensbeheer N.V.,N-PX,1916757,2026-08-26,edgar/data/1916757/0001916757-26-000009.txt
"ASSEMBLY BIOSCIENCES, INC.",10-Q,1426800,2026-08-13,edgar/data/1426800/0001193125-26-349236.txt
"ASSEMBLY BIOSCIENCES, INC.",8-K,1426800,2026-08-13,edgar/data/1426800/0001193125-26-349198.txt
"ASSEMBLY BIOSCIENCES, INC.",8-K/A,1426800,2026-08-14,edgar/data/1426800/0001193125-26-352193.txt
"ASSEMBLY BIOSCIENCES, INC.",S-8,1426800,2026-08-20,edgar/data/1426800/0001193125-26-359252.txt
"ASSEMBLY BIOSCIENCES, INC.",SCHEDULE 13G/A,1426800,2026-08-04,edgar/data/1426800/0000908834-26-000380.txt
"ASSEMBLY BIOSCIENCES, INC.",SCHEDULE 13G/A,1426800,2026-08-13,edgar/data/1426800/0001274173-26-000208.txt
"ASSEMBLY BIOSCIENCES, INC.",SCHEDULE 13G/A,1426800,2026-08-14,edgar/data/1426800/0001104659-26-097209.txt
ASSET BACKED FUNDING CORP,ABS-15G,1054340,2026-07-23,edgar/data/1054340/0001140361-26-029440.txt
ASSET MANAGEMENT FUND,24F-2NT,705318,2026-09-11,edgar/data/705318/0001398344-26-016886.txt
ASSET MANAGEMENT FUND,N-CSR,705318,2026-09-04,edgar/data/705318/0001398344-26-016601.txt
ASSET MANAGEMENT FUND,N-PX,705318,2026-08-04,edgar/data/705318/0001398344-26-013415.txt
ASSET MANAGEMENT FUND,N-PX,705318,2026-08-04,edgar/data/705318/0001398344-26-013419.txt
ASSET MANAGEMENT FUND,N-PX,705318,2026-08-04,edgar/data/705318/0001398344-26-013423.txt
ASSET MANAGEMENT FUND,NPORT-P,705318,2026-08-31,edgar/data/705318/0000910472-26-013964.txt
ASSET MANAGEMENT FUND,NPORT-P,705318,2026-08-31,edgar/data/705318/0000910472-26-013965.txt
ASSET MANAGEMENT FUND,NPORT-P,705318,2026-08-31,edgar/data/705318/0000910472-26-013966.txt
ASSET PLANNING SERVICES INC /LA/ /ADV,13F-HR,811407,2026-07-28,edgar/data/811407/0000811407-26-000003.txt
"ASSETMARK, INC",13F-HR,1344551,2026-07-30,edgar/data/1344551/0001344551-26-000008.txt
"ASSETMARK, INC",N-PX,1344551,2026-07-28,edgar/data/1344551/0001438934-26-000309.txt
"ASSF IV AIV B Holdings III, L.P.",3,1757327,2026-09-09,edgar/data/1757327/0001104659-26-106413.txt
"ASSF IV AIV B Holdings III, L.P.",4,1757327,2026-08-17,edgar/data/1757327/0001104659-26-097885.txt
"ASSF IV AIV B, L.P.",3,1862592,2026-09-09,edgar/data/1862592/0001104659-26-106413.txt
"ASSF IV AIV B, L.P.",4,1862592,2026-08-17,edgar/data/1862592/0001104659-26-097885.txt
"ASSF IV HOS AIV 1, L.P.",3,2007463,2026-09-09,edgar/data/2007463/0001104659-26-106414.txt
"ASSF IV HOS AIV 2, L.P.",3,2007457,2026-09-09,edgar/data/2007457/0001104659-26-106414.txt
"ASSF Operating Manager IV, L.P.",13F-NT,1683967,2026-08-14,edgar/data/1683967/0001104659-26-097158.txt
"ASSF Operating Manager IV, L.P.",3,1683967,2026-09-09,edgar/data/1683967/0001104659-26-106413.txt
"ASSF Operating Manager IV, L.P.",4,1683967,2026-08-17,edgar/data/1683967/0001104659-26-097885.txt
"ASSF Operating Manager IV, L.P.",N-PX,1683967,2026-08-31,edgar/data/1683967/0001104659-26-103842.txt
ASSOCIATED BANC-CORP,10-Q,7789,2026-08-04,edgar/data/7789/0000007789-26-000202.txt
ASSOCIATED BANC-CORP,13F-HR,7789,2026-07-31,edgar/data/7789/0000007789-26-000195.txt
ASSOCIATED BANC-CORP,144,7789,2026-07-28,edgar/data/7789/0001959173-26-005408.txt
ASSOCIATED BANC-CORP,144,7789,2026-07-29,edgar/data/7789/0001959173-26-005437.txt
ASSOCIATED BANC-CORP,144,7789,2026-07-30,edgar/data/7789/0001959173-26-005462.txt
ASSOCIATED BANC-CORP,144,7789,2026-08-04,edgar/data/7789/0001959173-26-005603.txt
ASSOCIATED BANC-CORP,144,7789,2026-08-12,edgar/data/7789/0001959173-26-005927.txt
ASSOCIATED BANC-CORP,144,7789,2026-08-12,edgar/data/7789/0001959173-26-005943.txt
ASSOCIATED BANC-CORP,144,7789,2026-09-03,edgar/data/7789/0001965301-26-000135.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-16,edgar/data/7789/0000007789-26-000182.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-16,edgar/data/7789/0000007789-26-000183.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-16,edgar/data/7789/0000007789-26-000184.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-16,edgar/data/7789/0000007789-26-000185.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-16,edgar/data/7789/0000007789-26-000186.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-16,edgar/data/7789/0000007789-26-000187.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-22,edgar/data/7789/0000007789-26-000188.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-29,edgar/data/7789/0000007789-26-000192.txt
ASSOCIATED BANC-CORP,4,7789,2026-07-30,edgar/data/7789/0000007789-26-000193.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-03,edgar/data/7789/0000007789-26-000197.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-05,edgar/data/7789/0000007789-26-000204.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-13,edgar/data/7789/0000007789-26-000205.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-13,edgar/data/7789/0000007789-26-000207.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-18,edgar/data/7789/0000007789-26-000208.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-18,edgar/data/7789/0000007789-26-000209.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-18,edgar/data/7789/0000007789-26-000210.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-18,edgar/data/7789/0000007789-26-000211.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-18,edgar/data/7789/0000007789-26-000212.txt
ASSOCIATED BANC-CORP,4,7789,2026-08-18,edgar/data/7789/0000007789-26-000213.txt
ASSOCIATED BANC-CORP,4,7789,2026-09-04,edgar/data/7789/0000007789-26-000215.txt
ASSOCIATED BANC-CORP,8-K,7789,2026-07-23,edgar/data/7789/0000007789-26-000191.txt
ASSOCIATED BANC-CORP,8-K,7789,2026-09-02,edgar/data/7789/0001104659-26-104533.txt
ASSOCIATED BANC-CORP,SCHEDULE 13G/A,7789,2026-07-31,edgar/data/7789/0002100119-26-001352.txt
"ASSURANT, INC.",10-Q,1267238,2026-08-06,edgar/data/1267238/0001267238-26-000041.txt
"ASSURANT, INC.",144,1267238,2026-08-06,edgar/data/1267238/0001950047-26-007729.txt
"ASSURANT, INC.",4,1267238,2026-08-07,edgar/data/1267238/0001193125-26-340307.txt
"ASSURANT, INC.",8-K,1267238,2026-08-04,edgar/data/1267238/0001267238-26-000039.txt
"ASSURANT, INC.",SCHEDULE 13G/A,1267238,2026-08-14,edgar/data/1267238/0001897612-26-000593.txt
ASSURED GUARANTY LTD,10-Q,1273813,2026-08-07,edgar/data/1273813/0001273813-26-000077.txt
ASSURED GUARANTY LTD,4,1273813,2026-07-06,edgar/data/1273813/0001213900-26-075630.txt
ASSURED GUARANTY LTD,4,1273813,2026-07-24,edgar/data/1273813/0001628280-26-049638.txt
ASSURED GUARANTY LTD,4,1273813,2026-08-21,edgar/data/1273813/0001213900-26-092683.txt
ASSURED GUARANTY LTD,8-K,1273813,2026-08-06,edgar/data/1273813/0001273813-26-000075.txt
ASSURED GUARANTY LTD,8-K,1273813,2026-08-07,edgar/data/1273813/0001273813-26-000079.txt
"AST SpaceMobile, Inc.",10-Q,1780312,2026-08-10,edgar/data/1780312/0001193125-26-342550.txt
"AST SpaceMobile, Inc.",3,1780312,2026-07-24,edgar/data/1780312/0001493152-26-034477.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-18,edgar/data/1780312/0001493152-26-039053.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-18,edgar/data/1780312/0001493152-26-039054.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-18,edgar/data/1780312/0001493152-26-039055.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-18,edgar/data/1780312/0001493152-26-039056.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039310.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039311.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039315.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039316.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039317.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039319.txt
"AST SpaceMobile, Inc.",4,1780312,2026-08-19,edgar/data/1780312/0001493152-26-039321.txt
"AST SpaceMobile, Inc.",4,1780312,2026-09-01,edgar/data/1780312/0001104659-26-104326.txt
"AST SpaceMobile, Inc.",4/A,1780312,2026-07-02,edgar/data/1780312/0001493152-26-032000.txt
"AST SpaceMobile, Inc.",4/A,1780312,2026-08-24,edgar/data/1780312/0001493152-26-039925.txt
"AST SpaceMobile, Inc.",8-K,1780312,2026-07-15,edgar/data/1780312/0001493152-26-033365.txt
"AST SpaceMobile, Inc.",8-K,1780312,2026-07-20,edgar/data/1780312/0001493152-26-033912.txt
"AST SpaceMobile, Inc.",8-K,1780312,2026-08-10,edgar/data/1780312/0001193125-26-342540.txt
ASTEC INDUSTRIES INC,10-Q,792987,2026-08-05,edgar/data/792987/0000792987-26-000044.txt
ASTEC INDUSTRIES INC,4,792987,2026-08-03,edgar/data/792987/0001366229-26-000006.txt
ASTEC INDUSTRIES INC,4,792987,2026-08-04,edgar/data/792987/0002132452-26-000002.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001227228-26-000006.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001315380-26-000004.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001366229-26-000007.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001589049-26-000004.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001635271-26-000005.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001683999-26-000005.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001759710-26-000014.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001802466-26-000004.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001926752-26-000004.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0001986754-26-000004.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0002002460-26-000005.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0002017267-26-000006.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0002057758-26-000005.txt
ASTEC INDUSTRIES INC,4,792987,2026-09-02,edgar/data/792987/0002132452-26-000003.txt
ASTEC INDUSTRIES INC,8-K,792987,2026-07-30,edgar/data/792987/0000792987-26-000036.txt
ASTEC INDUSTRIES INC,8-K,792987,2026-08-05,edgar/data/792987/0000792987-26-000039.txt
ASTEC INDUSTRIES INC,SCHEDULE 13D/A,792987,2026-08-12,edgar/data/792987/0000807249-26-000065.txt
ASTF Neros I LP,D,2148323,2026-08-06,edgar/data/2148323/0001470831-26-000781.txt
ASTRAZENECA PLC,4,901832,2026-07-08,edgar/data/901832/0001104659-26-081807.txt
ASTRAZENECA PLC,4,901832,2026-08-07,edgar/data/901832/0002122411-26-000001.txt
ASTRAZENECA PLC,4,901832,2026-09-11,edgar/data/901832/0001104659-26-107055.txt
ASTRAZENECA PLC,6-K,901832,2026-07-01,edgar/data/901832/0001654954-26-006427.txt
ASTRAZENECA PLC,6-K,901832,2026-07-01,edgar/data/901832/0001654954-26-006430.txt
ASTRAZENECA PLC,6-K,901832,2026-07-09,edgar/data/901832/0001654954-26-006554.txt
ASTRAZENECA PLC,6-K,901832,2026-07-14,edgar/data/901832/0001654954-26-006637.txt
ASTRAZENECA PLC,6-K,901832,2026-07-23,edgar/data/901832/0001654954-26-006803.txt
ASTRAZENECA PLC,6-K,901832,2026-07-27,edgar/data/901832/0001104659-26-086846.txt
ASTRAZENECA PLC,6-K,901832,2026-07-27,edgar/data/901832/0001654954-26-006895.txt
ASTRAZENECA PLC,6-K,901832,2026-07-27,edgar/data/901832/0001654954-26-006897.txt
ASTRAZENECA PLC,6-K,901832,2026-07-31,edgar/data/901832/0001654954-26-007050.txt
ASTRAZENECA PLC,6-K,901832,2026-08-03,edgar/data/901832/0001654954-26-007166.txt
ASTRAZENECA PLC,6-K,901832,2026-08-03,edgar/data/901832/0001654954-26-007169.txt
ASTRAZENECA PLC,6-K,901832,2026-08-17,edgar/data/901832/0001654954-26-007677.txt
ASTRAZENECA PLC,6-K,901832,2026-08-17,edgar/data/901832/0001654954-26-007679.txt
ASTRAZENECA PLC,6-K,901832,2026-08-17,edgar/data/901832/0001654954-26-007681.txt
