method,object,spec_id,target,window,horizon_q,weighting,n,first_quarter,last_quarter,mae,rmse,bias,crps,pinball_mean,cov80,cov90,pit_mean,ratio_seasonal_naive,n_match_seasonal_naive,ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,ratio_trailing4,n_match_trailing4,ratio_pct_rev_last4,n_match_pct_rev_last4,ratio_guide_implied,n_match_guide_implied,ratio_q_guide_implied,n_match_q_guide_implied,ratio_street,n_match_street,beats_seasonal_naive,survives_both_windows,mae_full_sample,hindsight_gap_mae,hindsight_share,n_params,n_obs,param_obs_ratio,conformal_cov_empirical,replays_present,survives_both_windows_eq_and_rw
below-ebitda,eps,ebitda_known|eq,net_income_musd,W2,2,equal,8,2024Q3,2026Q2,39.43197867648324,50.40261681016773,7.87176428329299,140.58140994455317,69.96093515625871,1.0,1.0,0.4978925759163536,0.0730390899309715,8,0.0439843599291503,8,,0,,0,,0,,0,,0,True,True,61.83678629383948,-22.40480761735624,-0.5681887739181143,6,8,0.75,0.5,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W2,2,equal,8,2024Q3,2026Q2,42.36554742789029,52.28222907163264,11.733820316119177,132.84805648992287,65.82164308978221,1.0,1.0,0.4953303134451373,0.0784728824781482,8,0.0472566061660795,8,,0,,0,,0,,0,,0,True,True,60.37099897364771,-18.005451545757417,-0.42500221616171024,6,8,0.75,0.5,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W2,2,equal,8,2024Q3,2026Q2,106.89273791553065,152.7126171920572,39.798475915762566,149.62495930097336,70.76207793178907,1.0,1.0,0.4822817368312607,0.1979953469146203,8,0.119233394216989,8,,0,,0,,0,,0,,0,True,True,122.17579004066678,-15.283052125136138,-0.1429755886430114,6,8,0.75,0.5,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W2,2,equal,8,2024Q3,2026Q2,108.05078865918964,154.9272042230039,43.660531948588655,144.3195916841114,67.97105906128624,1.0,1.0,0.4787751385580329,0.2001403818646717,8,0.1205251407241379,8,,0,,0,,0,,0,,0,True,True,121.1806978653293,-13.129909206139658,-0.1215160885826905,6,8,0.75,0.5,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h2|PIT,net_income_musd,W2,2,equal,8,2024Q3,2026Q2,539.875,1104.3410365462291,269.125,577.0536355626172,263.8650390982119,0.875,0.875,0.4735388909674404,1.0,8,0.6022030117122141,8,,0,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h2|PIT,net_income_musd,W2,2,equal,8,2024Q3,2026Q2,896.5,1421.0026389841787,-84.5,778.9973439402584,330.12842385809245,0.875,0.875,0.5096908136405572,1.660569576290808,8,1.0,8,,0,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
below-ebitda,eps,ebitda_known|eq,net_income_musd,W2,2,recency,8,2024Q3,2026Q2,41.66689732198449,52.69010493430708,-4.940255653404022,134.2332269372572,66.57292722993714,1.0,1.0,0.5057518653783832,0.127767022760954,8,0.0613113775401018,8,,0,,0,,0,,0,,0,True,True,59.3915397086708,-17.724642386686305,-0.4253890624424858,6,8,0.75,0.5,2,True
below-ebitda,eps,ebitda_known|rw,net_income_musd,W2,2,recency,8,2024Q3,2026Q2,43.59332546855335,53.05744783406709,-1.4075948836010417,126.71026650870256,62.59908829904637,1.0,1.0,0.5037753965071453,0.1336742057927978,8,0.0641460489696887,8,,0,,0,,0,,0,,0,True,True,58.4861294735912,-14.892804005037846,-0.3416303721949585,6,8,0.75,0.5,2,True
below-ebitda,eps,ebitda_pit|eq,net_income_musd,W2,2,recency,8,2024Q3,2026Q2,98.92959084388316,135.39870674419143,2.6355355742866884,141.92113599599116,67.25885553381656,1.0,1.0,0.5051076756762344,0.3033568635410043,8,0.1455714220150682,8,,0,,0,,0,,0,,0,True,True,112.02528973463806,-13.095698890754903,-0.13237393159161753,6,8,0.75,0.5,2,True
below-ebitda,eps,ebitda_pit|rw,net_income_musd,W2,2,recency,8,2024Q3,2026Q2,99.79067765934394,136.18707797948278,6.168196344089608,136.9112209955328,64.63651321520865,1.0,1.0,0.5027805810225519,0.3059972928943098,8,0.146838481053075,8,,0,,0,,0,,0,,0,True,True,111.51928901885972,-11.728611359515781,-0.11753213461034723,6,8,0.75,0.5,2,True
baselines-margin,seasonal_naive,seasonal_naive|net_income_musd|h2|PIT,net_income_musd,W2,2,recency,8,2024Q3,2026Q2,326.11621075292067,793.4600193208039,108.67835895497666,446.66016879375775,209.906922463797,0.9369309616657596,0.9369309616657596,0.494242782981013,1.0,8,0.4798685624444149,8,,0,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|net_income_musd|h2|PIT,net_income_musd,W2,2,recency,8,2024Q3,2026Q2,679.5948646681684,1217.0354649738017,-147.2795745295539,683.140147991275,298.9802057107978,0.8939309435024763,0.8939309435024763,0.5198645159867346,2.083903965090095,8,1.0,8,,0,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h0|PIT,nights_m,W1,0,equal,14,2023Q1,2026Q2,2.121428571428572,2.8064975630540947,0.0642857142857178,2.3210998383822163,1.0713220770348095,1.0,1.0,0.5169470779625777,0.1785929043896572,14,1.0,14,,0,,0,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h0|PIT,nights_m,W1,0,equal,14,2023Q1,2026Q2,11.878571428571428,12.117961874836874,-11.878571428571428,7.905479734295622,3.3346852905990003,0.7142857142857143,0.7857142857142858,0.8050689668816309,1.0,14,5.5993265993266,14,,0,,0,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.75,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h0|PIT,nights_m,W1,0,recency,14,2023Q1,2026Q2,1.5264396194045038,1.9762122205617805,-0.384547374119921,1.7149284808657097,0.7938729752920296,1.0,1.0,0.550858725313066,0.1295753674368684,14,1.0,14,,0,,0,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h0|PIT,nights_m,W1,0,recency,14,2023Q1,2026Q2,11.780322522706442,11.922502690131507,-11.780322522706442,8.550531644048469,3.7084319924203815,0.4515208326811624,0.5552969935686544,0.8690402171814392,1.0,14,7.717516220721651,14,,0,,0,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.75,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h0|PIT,nights_m,W2,0,equal,10,2024Q1,2026Q2,1.2899999999999994,1.4849242404917464,-0.3299999999999968,1.819707940709552,0.8611640505960759,1.0,1.0,0.5383378967982861,0.1153846153846153,10,1.0,10,,0,,0,,0,,0,,0,True,True,,,,1,10,0.1,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h0|PIT,nights_m,W2,0,equal,10,2024Q1,2026Q2,11.180000000000003,11.27058117401228,-11.180000000000003,7.868256041793758,3.373984605307725,0.6000000000000001,0.7000000000000001,0.8245108984972711,1.0,10,8.666666666666673,10,,0,,0,,0,,0,,0,False,False,,,,1,10,0.1,0.5,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h0|PIT,nights_m,W2,0,recency,10,2024Q1,2026Q2,1.2619910897451516,1.468654856705562,-0.5628663347950086,1.528131052328452,0.7129953774071106,1.0,1.0,0.5610863232125232,0.1084765925430141,10,1.0,10,,0,,0,,0,,0,,0,True,True,,,,1,10,0.1,1.0,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h0|PIT,nights_m,W2,0,recency,10,2024Q1,2026Q2,11.633764115928834,11.741377965286503,-11.633764115928834,8.64187790926588,3.7703921815380737,0.3926313830727035,0.5075498468247102,0.8815979661208483,1.0,10,9.218578649614852,10,,0,,0,,0,,0,,0,False,False,,,,1,10,0.1,0.5,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h1|PIT,nights_m,W1,1,equal,13,2023Q2,2026Q2,2.107692307692311,2.50261401799737,0.5230769230769242,2.9806398806977468,1.4051169997152322,1.0,1.0,0.5333928171936032,0.1860149355057708,13,1.0,13,,0,,0,,0,,0,,0,True,True,,,,1,13,0.0769230769230769,0.7142857142857143,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h1|PIT,nights_m,W1,1,equal,13,2023Q2,2026Q2,11.330769230769231,11.418035665627364,-11.330769230769231,7.3013684082901085,3.0327639831868813,0.6923076923076924,0.7692307692307694,0.8039851599406331,1.0,13,5.375912408759117,13,,0,,0,,0,,0,,0,False,False,,,,1,13,0.0769230769230769,0.7142857142857143,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h1|PIT,nights_m,W1,1,recency,13,2023Q2,2026Q2,2.0213765478132557,2.295119523358701,-0.6099518137600028,2.3539960731838856,1.080625605333792,1.0,1.0,0.6052397239888891,0.1735772403581435,13,1.0,13,,0,,0,,0,,0,,0,True,True,,,,1,13,0.0769230769230769,0.7142857142857143,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h1|PIT,nights_m,W1,1,recency,13,2023Q2,2026Q2,11.645400881143924,11.74972845630534,-11.645400881143924,8.03083561025163,3.3812640150659883,0.4412708305376814,0.5469863647595131,0.8598874556084994,1.0,13,5.761123969575106,13,,0,,0,,0,,0,,0,False,False,,,,1,13,0.0769230769230769,0.7142857142857143,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h1|PIT,nights_m,W2,1,equal,9,2024Q2,2026Q2,1.7444444444444478,1.9711812589296736,-0.5444444444444435,2.4004521062076933,1.1252528859078723,1.0,1.0,0.5755525489166933,0.1565304087736792,9,1.0,9,,0,,0,,0,,0,,0,True,True,,,,1,9,0.1111111111111111,0.6666666666666666,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h1|PIT,nights_m,W2,1,equal,9,2024Q2,2026Q2,11.144444444444444,11.244801267944029,-11.144444444444444,7.491647576346139,3.1309712925074544,0.5555555555555556,0.6666666666666666,0.8280233370745109,1.0,9,6.3885350318471215,9,,0,,0,,0,,0,,0,False,False,,,,1,9,0.1111111111111111,0.3333333333333333,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h1|PIT,nights_m,W2,1,recency,9,2024Q2,2026Q2,1.9268898198747104,2.1399692997352173,-1.0546446250454615,2.112270369924035,0.960080946767152,1.0,1.0,0.6270003687936098,0.1655484821750856,9,1.0,9,,0,,0,,0,,0,,0,True,True,,,,1,9,0.1111111111111111,0.6666666666666666,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h1|PIT,nights_m,W2,1,recency,9,2024Q2,2026Q2,11.639429093869998,11.751491012586754,-11.639429093869998,8.188268166824548,3.457940513980019,0.3669090150582624,0.4866943338533196,0.8747108212946745,1.0,9,6.040526538578532,9,,0,,0,,0,,0,,0,False,False,,,,1,9,0.1111111111111111,0.3333333333333333,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h2|PIT,nights_m,W1,2,equal,12,2023Q3,2026Q2,2.0416666666666665,3.0619982582185354,0.6083333333333318,2.599505091152267,1.213408706477633,1.0,1.0,0.4843426028674478,0.18027961736571,12,1.0,12,,0,,0,,0,,0,,0,True,True,,,,1,12,0.0833333333333333,0.8333333333333334,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h2|PIT,nights_m,W1,2,equal,12,2023Q3,2026Q2,11.325,11.419537351982932,-11.325,7.908794217522124,3.22790824842022,0.1666666666666666,0.5833333333333333,0.941156841565482,1.0,12,5.546938775510205,12,,0,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,0.6666666666666666,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h2|PIT,nights_m,W1,2,recency,12,2023Q3,2026Q2,1.980139598680508,2.677994080689334,-0.5862404911505382,2.4374948436967347,1.1370525001764102,1.0,1.0,0.5280967164409514,0.1699547877957011,12,1.0,12,,0,,0,,0,,0,,0,True,True,,,,1,12,0.0833333333333333,0.8333333333333334,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h2|PIT,nights_m,W1,2,recency,12,2023Q3,2026Q2,11.650978618271054,11.757556555567032,-11.650978618271054,7.993974441739754,3.2169472407782007,0.1673675536076871,0.65648079954022,0.9393594920638416,1.0,12,5.883917793490336,12,,0,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,0.6666666666666666,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h2|PIT,nights_m,W2,2,equal,8,2024Q3,2026Q2,1.4000000000000004,1.870828693386972,-0.7250000000000032,2.20523691802232,1.052918075067015,1.0,1.0,0.5302220864847325,0.124031007751938,8,1.0,8,,0,,0,,0,,0,,0,True,True,,,,1,8,0.125,0.5,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h2|PIT,nights_m,W2,2,equal,8,2024Q3,2026Q2,11.2875,11.390840618672533,-11.2875,7.49687975929911,2.9517232806773386,0.25,0.75,0.929714618264279,1.0,8,8.062499999999998,8,,0,,0,,0,,0,,0,False,False,,,,1,8,0.125,0.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|nights_m|h2|PIT,nights_m,W2,2,recency,8,2024Q3,2026Q2,1.764078460551907,2.2399641925588982,-1.2211123353131688,2.2886310967970878,1.0750069741615755,1.0,1.0,0.5505697106468743,0.150436805405723,8,1.0,8,,0,,0,,0,,0,,0,True,True,,,,1,8,0.125,0.5,1,True
baselines-margin,seasonal_naive,seasonal_naive|nights_m|h2|PIT,nights_m,W2,2,recency,8,2024Q3,2026Q2,11.726375442460686,11.837146029946696,-11.726375442460686,7.93426241594045,3.1610422598866794,0.1952621458756349,0.7128597378814947,0.935744167856736,1.0,8,6.647309461956691,8,,0,,0,,0,,0,,0,False,False,,,,1,8,0.125,0.0,1,False
below-ebitda,eps,ebitda_known|eq,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,96.06665372095406,248.6033554031621,75.72444305673048,1003.967948187984,510.20100994245314,1.0,1.0,0.4843886226933385,0.4641178207302769,14,0.261328350831873,14,,0,,0,,0,,0,0.8604646153147528,14,True,True,94.12598736806376,1.9406663528903039,0.020201248588582882,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_known|rw,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,96.1124539229358,248.3127149058918,75.60951776092416,1017.0861467174656,516.9363905892171,1.0,1.0,0.4803027195805223,0.4643390909537044,14,0.2614529402787629,14,,0,,0,,0,,0,0.8608748456251999,14,True,True,93.85710573190391,2.255348191031885,0.023465722692298047,6,14,0.4285714285714285,1.0,2,True
baselines-margin,street,street|op_income_musd|h0|PIT,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,111.64509500000004,234.35257483974777,50.74205071428575,116.35571459089658,55.10796937795557,0.9285714285714286,0.9285714285714286,0.4884965290455502,0.5393804840661639,14,0.3037060980552706,14,,0,,0,,0,,0,1.0,14,True,True,,,,1,14,0.0714285714285714,1.0,1,True
below-ebitda,eps,ebitda_pit|rw,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,114.55214654805609,218.5000370433369,72.70418466437712,1010.4694763028316,512.4460913554854,1.0,1.0,0.4853535850854766,0.5534250497606603,14,0.3116140969020238,14,,0,,0,,0,,0,1.026038327506068,14,True,True,119.03312350802484,-4.480976959968757,-0.039117354803027894,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_pit|eq,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,114.7271495018038,218.66767519902865,72.81910996018347,997.0374627904232,505.5779700635054,1.0,1.0,0.4895637646756494,0.5542705251297795,14,0.312090154217671,14,,0,,0,,0,,0,1.0276058209436236,14,True,True,119.17291520593288,-4.445765704129087,-0.0387507727981962,6,14,0.4285714285714285,1.0,2,True
baselines-margin,seasonal_naive,seasonal_naive|op_income_musd|h0|PIT,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,206.9876428571429,337.07385051890765,-66.84478571428572,224.92048085499155,102.2926288687852,1.0,1.0,0.5310125536207266,1.0,14,0.5630646770267944,14,,0,,0,,0,,0,1.8539788322733115,14,False,False,,,,1,14,0.0714285714285714,0.875,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|op_income_musd|h0|PIT,op_income_musd,W1,0,equal,14,2023Q1,2026Q2,367.6090000000001,519.1339661674184,0.9821428571428366,343.8920827010875,153.6797117437742,1.0,1.0,0.502241190818341,1.7759949092889256,14,1.0,14,,0,,0,,0,,0,3.292656968046828,14,False,False,,,,1,14,0.0714285714285714,1.0,1,False
below-ebitda,eps,ebitda_known|eq,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,57.4002041094434,165.89178972491817,33.38384586942146,606.5166564545283,308.2586135597759,1.0,1.0,0.4743113248512165,0.3287382836907524,14,0.1877168939555323,14,,0,,0,,0,,0,0.7787428402232457,14,True,True,54.37202363264102,3.0281804768023832,0.05275556984133078,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_known|rw,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,57.78314758755864,165.8331169041402,34.04719047507907,612.7564246410186,311.44176816528983,1.0,1.0,0.467158770404614,0.33093144979006,14,0.1889692407265518,14,,0,,0,,0,,0,0.7839381961704794,14,True,True,53.99040026521159,3.792747322347047,0.06563760336177443,6,14,0.4285714285714285,1.0,2,True
baselines-margin,street,street|op_income_musd|h0|PIT,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,73.7088049412926,158.79785763746088,14.624521781291977,89.32199855104852,42.42748154879401,0.9691471627762318,0.9691471627762318,0.5052867717248131,0.4221397189302075,14,0.2410511972112882,14,,0,,0,,0,,0,1.0,14,True,True,,,,1,14,0.0714285714285714,1.0,1,True
below-ebitda,eps,ebitda_pit|eq,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,85.87986943534351,155.13945468156248,40.67308522415808,609.0621268859566,307.94327131592496,1.0,1.0,0.4971027322492086,0.4918449562989628,14,0.2808544428338908,14,,0,,0,,0,,0,1.1651236172360262,14,True,True,91.93542672662512,-6.055557291281616,-0.07051195269737423,6,14,0.4285714285714285,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,86.29337811879076,155.48027849655836,41.336429829815714,616.0339468952632,311.4298069450545,1.0,1.0,0.4904362063199626,0.494213173224263,14,0.2822067475318385,14,,0,,0,,0,,0,1.1707336482733846,14,True,True,91.98256879934452,-5.689190680553764,-0.06592847336121285,6,14,0.4285714285714285,1.0,2,True
baselines-margin,seasonal_naive,seasonal_naive|op_income_musd|h0|PIT,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,174.60760415553054,286.98794089647777,-78.24742753329139,171.06584417322188,76.72700348628368,1.0,1.0,0.5452268465272393,1.0,14,0.5710223094433369,14,,0,,0,,0,,0,2.3688839385552587,14,False,False,,,,1,14,0.0714285714285714,0.875,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|op_income_musd|h0|PIT,op_income_musd,W1,0,recency,14,2023Q1,2026Q2,305.7807046553879,448.4757359959514,-12.56702217732012,268.5869541550558,118.60117127522012,1.0,1.0,0.510257130066654,1.7512450625175284,14,1.0,14,,0,,0,,0,,0,4.148496301071973,14,False,False,,,,1,14,0.0714285714285714,1.0,1,False
below-ebitda,eps,ebitda_known|eq,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,33.01909654139291,41.24107218014972,4.540001611479949,768.9458136242538,393.0774679238272,1.0,1.0,0.483637137214541,0.1919714915197262,10,0.0899457819160798,10,,0,,0,,0,,0,0.562737834034271,10,True,True,30.887461380621733,2.1316351607711788,0.06455764645464936,6,10,0.6,1.0,2,True
below-ebitda,eps,ebitda_known|rw,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,33.50955663987985,41.66780174587366,5.101302441839676,778.2199459620119,397.8130574539818,1.0,1.0,0.4777992797983208,0.1948230037202316,10,0.0912818214107323,10,,0,,0,,0,,0,0.5710966470368246,10,True,True,30.592835467959564,2.9167211719202832,0.0870414730718664,6,10,0.6,1.0,2,True
baselines-margin,street,street|op_income_musd|h0|PIT,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,58.67580700000002,69.14683983956759,-5.675480999999998,73.49594923787069,34.40684365944512,1.0,1.0,0.5079531116731199,0.3411384127906977,10,0.1598360310542086,10,,0,,0,,0,,0,1.0,10,True,True,,,,1,10,0.1,1.0,1,True
below-ebitda,eps,ebitda_pit|eq,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,72.85554011165159,86.61360382959566,20.904248271941952,770.998559642462,391.861927708415,1.0,1.0,0.4898082722636863,0.4235787215793695,10,0.1984623811268089,10,,0,,0,,0,,0,1.2416623449533732,10,True,True,80.70028550806752,-7.844745396415931,-0.1076753447218126,6,10,0.6,1.0,2,True
below-ebitda,eps,ebitda_pit|rw,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,72.93323342831891,87.08381387349809,21.465549102301694,780.7037838881271,396.7850227250741,1.0,1.0,0.4838110922353045,0.4240304269088309,10,0.1986740218695693,10,,0,,0,,0,,0,1.2429864565530204,10,True,True,80.59544152988914,-7.662208101570229,-0.10505784182873079,6,10,0.6,1.0,2,True
baselines-margin,seasonal_naive,seasonal_naive|op_income_musd|h0|PIT,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,172.00000000000003,307.7278017989275,-122.0,186.7947392738392,84.30544811747863,1.0,1.0,0.554594024387913,1.0,10,0.4685371833287932,10,,0,,0,,0,,0,2.931361472369694,10,False,False,,,,1,10,0.1,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|op_income_musd|h0|PIT,op_income_musd,W2,0,equal,10,2024Q1,2026Q2,367.1,515.4670697532482,-87.69999999999997,301.4584699807885,131.31531875916355,1.0,1.0,0.5252153752348684,2.1343023255813955,10,1.0,10,,0,,0,,0,,0,6.2564116075983405,10,False,False,,,,1,10,0.1,1.0,1,False
below-ebitda,eps,ebitda_known|eq,op_income_musd,W2,0,recency,10,2024Q1,2026Q2,29.79469408928451,39.19325699097017,3.1997326814009317,501.1480082824225,255.7103711698169,1.0,1.0,0.4733860421090816,0.190687626095637,10,0.1017911198857465,10,,0,,0,,0,,0,0.6062131050659715,10,True,True,26.425739831443316,3.3689542578411924,0.1130722889030372,6,10,0.6,1.0,2,True
