Supplied By,Trading Name,Legal Name,Website,Phone,Email,Full Address,Address Line1,Address Line2,City,State,PostCode,Country,Trade Register Name,Registration Number,Managing Director,Supplier URL,Supplier ID,Source
aKroche Climbing,aKroche Climbing,Mathieu Brun,,,,"Placeta Almez 4, 18010 Granada, Granada, France",Placeta Almez 4,,Granada,Granada,18010,France,,,,https://www.getyourguide.com/akroche-climbing-s666815/,,GYG
Hills of Tuscany,Hills of Tuscany,Marco Mannucci,,,,"Via profeti 2, 56025 Pontedera, Italy, Italy",Via profeti 2,,Pontedera,Italy,56025,Italy,,,,https://www.getyourguide.com/hills-of-tuscany-s387384/,,GYG
Basque Bites,Basque Bites,GREGORY SCHAEFER,,,,"35 Mandasko Dukearen Pasealekua 3-A, 20012 Donostia, Euskadi, Spain",35 Mandasko Dukearen Pasealekua 3-A,,Donostia,Euskadi,20012,Spain,,`Y3194050P,,https://www.getyourguide.com/basque-bites-s40384/,,GYG
Bike Me Around,Bike Me Around,EVGENII KORCHAK,,,,"C/ de Pelai, 31, Extramurs, 46007 València, València, Spain","C\u002F de Pelai, 31, Extramurs",,València,València,46007,Spain,,,,https://www.getyourguide.com/bike-me-around-s388214/,,GYG
Jimboats Charter SL,Jimboats Charter SL,Jimboats Charter SL,,,,"5 Carrer de Provençals 2º 3ª, 08019 Barcelona, Catalunya, Spain",5 Carrer de Provençals 2º 3ª,,Barcelona,Catalunya,08019,Spain,,`B25930850,David Jiménez Sánchez,https://www.getyourguide.com/jimboats-charter-sl-s767114/,,GYG
Anano Chikhradze,Anano Chikhradze,Anano Chikhradze,,,,"31 Calle Roncal, 31580 Lodosa, Navarra, Spain",31 Calle Roncal,,Lodosa,Navarra,31580,Spain,,,,https://www.getyourguide.com/anano-chikhradze-s508754/,,GYG
MO'bike,MO'bike,MOBIKE SL,,,,"CALLE DEL MÚSICO PEYDRÓ, 7, 46001 VALENCIA, Spain / Comunidad Valenciana, Spain","CALLE DEL MÚSICO PEYDRÓ, 7",,VALENCIA,Spain \u002F Comunidad Valenciana,46001,Spain,,`B98938715,MARCO MASTRODONATO,https://www.getyourguide.com/mobike-s22768/,,GYG
The Journey Studio,The Journey Studio,Mirka Kristiina Rahman,,,,"Muukonniementie 94, 53400 Lappeenranta, Etelä-Karjala, Finland",Muukonniementie 94,,Lappeenranta,Etelä-Karjala,53400,Finland,,,,https://www.getyourguide.com/the-journey-studio-s608561/,,GYG
VICINO,VICINO,giacomo pettineo,,,,"255 Carrer de la Marina 3.1, 08025 Barcelona, Catalunya, Spain",255 Carrer de la Marina 3.1,,Barcelona,Catalunya,08025,Spain,,,,https://www.getyourguide.com/vicino-s509152/,,GYG
Viajecito Tours,Viajecito Tours,Jose Ignacio Farah Miranda,,,,"28 Carrer de la Princesa 3 - 1, 08003 Barcelona, Catalunya, Spain",28 Carrer de la Princesa 3 - 1,,Barcelona,Catalunya,08003,Spain,,,,https://www.getyourguide.com/viajecito-tours-s737887/,,GYG
Soul jeep experience,Soul jeep experience,Greatripstenerife S.L.,,`+34614475604,souljeeptenerife@gmail.com,"Calle Hermano Pedro de Bethencourt, 38650 Santa Cruz de Tenerife, Canarias, Spain",Calle Hermano Pedro de Bethencourt,,Santa Cruz de Tenerife,Canarias,38650,Spain,,`B10629442,veronica abbasciano,https://www.getyourguide.com/soul-jeep-experience-s593845/,,GYG
SEVILLA MOVING,SEVILLA MOVING,Sevilla en Movimiento S.L.,,`+34613296511,reservas@sevillamoving.com,"Luis Montoto 19, 41003 Sevilla, Spain",Luis Montoto 19,,Sevilla,,41003,Spain,,`B90335704,JAVIER LORENZO,https://www.getyourguide.com/sevilla-moving-s433013/,,GYG
Qalat Naturaleza y Aventura,Qalat Naturaleza y Aventura,Qalat naturaleza y Aventura S.L,,,,"Polígono Industrial.  Herreros 5, Calasparra, Murcia, 30420 Calasparra, Murcia, Spain","Polígono Industrial.  Herreros 5, Calasparra, Murcia",,Calasparra,Murcia,30420,Spain,,`B73898405,Juan del Olmo,https://www.getyourguide.com/qalat-naturaleza-y-aventura-s242178/,,GYG
Rumbo Sitges,Rumbo Sitges,Grupo Serk S.L,,,,"Avinguda del Port d'Aiguadolç 47, 08870 Barcelona, Catalunya, Spain",Avinguda del Port d'Aiguadolç 47,,Barcelona,Catalunya,08870,Spain,,`B70847181,Pol Serqueda,https://www.getyourguide.com/rumbo-sitges-s732017/,,GYG
Balearic Outdoor Adventures,Balearic Outdoor Adventures,Michael Stivanello,,,,"Calle Pez Espada 17 17, 07817 Sant Jordi de ses Salines, Illes Balears, Spain",Calle Pez Espada 17 17,,Sant Jordi de ses Salines,Illes Balears,07817,Spain,,,,https://www.getyourguide.com/balearic-outdoor-adventures-s656135/,,GYG
Seaesta,Seaesta,Seaesta Seaempre SL,,,,"145 Carrer de Bilbao escalera 3, 8-1, 08018 Barcelona, Catalunya, Spain","145 Carrer de Bilbao escalera 3, 8-1",,Barcelona,Catalunya,08018,Spain,,`B26964437,Anastasiia Burlakova,https://www.getyourguide.com/seaesta-s757561/,,GYG
GREEN AEROSTACION S.L.,GREEN AEROSTACION S.L.,GREEN AEROSTACION,,,,"POLIGONO SERVIALSA C/B NAVE 9, 41960 GINES, ANDALUCIA, Spain",POLIGONO SERVIALSA C\u002FB NAVE 9,,GINES,ANDALUCIA,41960,Spain,,`B41815713,JESUS GONZALEZ GREEN,https://www.getyourguide.com/green-aerostacion-sl-s239758/,,GYG
EBIKES CERDANYA,EBIKES CERDANYA,NEUS CID,,,,"C/ MALET 3, 17528 Guils de Cerdanya, Spain",C\u002F MALET 3,,Guils de Cerdanya,,17528,Spain,,,,https://www.getyourguide.com/ebikes-cerdanya-s538424/,,GYG
DIY Barcelona Tours,DIY Barcelona Tours,Gonzalo Chiengjua Mena Liu,,,,"85 Carrer de Pujades 1-2, 08005 Barcelona, Catalunya, Spain",85 Carrer de Pujades 1-2,,Barcelona,Catalunya,08005,Spain,,,,https://www.getyourguide.com/diy-barcelona-tours-s714592/,,GYG
Sans Souci Experiences,Sans Souci Experiences,Priscilla Moya,,,,"Plaça de Cabrit i Bassa, 07340 Alaró, Illes Balears, Spain",Plaça de Cabrit i Bassa,,Alaró,Illes Balears,07340,Spain,,,,https://www.getyourguide.com/sans-souci-experiences-s749318/,,GYG
El Peix al Plat- Barcelona Turismo Pesquero,El Peix al Plat- Barcelona Turismo Pesquero,Anna Bozzano,,,,"52 Carrer del Mar 4 1, 08003 Barcelona, Catalunya, Spain",52 Carrer del Mar 4 1,,Barcelona,Catalunya,08003,Spain,,,,https://www.getyourguide.com/el-peix-al-plat--barcelona-turismo-pesquero-s757937/,,GYG
Monster Quad & Buggy Tenerife,Monster Quad & Buggy Tenerife,Massimiliano D'Andrea,,`+34603387472,monsterquadexcursion@gmail.com,"paseo de la libertad 65, 38689 Chio, Spain, Spain",paseo de la libertad 65,,Chio,Spain,38689,Spain,,`Y8912166W,,https://www.getyourguide.com/monster-quad--buggy-tenerife-s380772/,,GYG
Imaginary Picture,Imaginary Picture,rocio novarino,,,,"55 Avenida Guanarteme, 35558 Tiagua, Canarias, Spain",55 Avenida Guanarteme,,Tiagua,Canarias,35558,Spain,,,,https://www.getyourguide.com/imaginary-picture-s700021/,,GYG
Pickapictour,Pickapictour,Valeria Ferrando,,,,"Castillejos 241, 1º2º, 08013 Barcelona, Barcelona, Spain","Castillejos 241, 1º2º",,Barcelona,Barcelona,08013,Spain,,,,https://www.getyourguide.com/pickapictour-s17349/,,GYG
Javier Marin Mountain guide,Javier Marin Mountain guide,Javier Marin,,,,"Partida Huertas 67 , 03769 Benimeli, Alicante, Spain",Partida Huertas 67,,Benimeli,Alicante,03769,Spain,,,,https://www.getyourguide.com/javier-marin-mountain-guide-s676083/,,GYG
iDive Barcelona Diving School,iDive Barcelona Diving School,Escuela de buceo SL,,`+34660287734,hola@idivebcn.com,"Passeig Marítim del Bogatell, 3574,, 08019 Barcelona, Spain","Passeig Marítim del Bogatell, 3574,",,Barcelona,,08019,Spain,,`ESB02632537,Francisco Bustos Cid,https://www.getyourguide.com/idive-barcelona-diving-school-s236352/,,GYG
AVientó,AVientó,Felisa Basaldua,,,,"9 Cristobal Colon Kalea 2ªC, 48992 Getxo, Euskadi, Spain",9 Cristobal Colon Kalea 2ªC,,Getxo,Euskadi,48992,Spain,,,,https://www.getyourguide.com/aviento-s442838/,,GYG
Tenerife's Heart Excursions,Tenerife's Heart Excursions,Famara García Román,,,,"Inglaterra, 2, 38530 Candelaria, Canarias, Spain","Inglaterra, 2",,Candelaria,Canarias,38530,Spain,,,,https://www.getyourguide.com/tenerifes-heart-excursions-s488097/,,GYG
SuperTourGuide,SuperTourGuide,Jose Manuel Peeraer,,,,"Calle Arbol del Cielo 8 Ap 2 D, 28044 Madrid, Madrid, España, Spain",Calle Arbol del Cielo 8 Ap 2 D,,Madrid,"Madrid, España",28044,Spain,,,,https://www.getyourguide.com/supertourguide-s448298/,,GYG
Jeep Tours Gran Canaria,Jeep Tours Gran Canaria,Christoipher Galagher,,,,"calle jose aguiar 8, 35109 maspalomas, las palmas, Spain",calle jose aguiar 8,,maspalomas,las palmas,35109,Spain,,,,https://www.getyourguide.com/jeep-tours-gran-canaria-s450740/,,GYG
Guies de muntanya del pirineu,Guies de muntanya del pirineu,Guim Llort Alegret,,,,"7 Carrer Pedraforca, 08698 La Nou de Berguedà, Catalunya, Spain",7 Carrer Pedraforca,,La Nou de Berguedà,Catalunya,08698,Spain,,,,https://www.getyourguide.com/guies-de-muntanya-del-pirineu-s595564/,,GYG
Alhambra Guide,Alhambra Guide,Alhambra Guide S.L.,,,,"COLOMBIA, 75, 18194 Churriana de la Vega, Granada, Spain","COLOMBIA, 75",,Churriana de la Vega,Granada,18194,Spain,,`B23973878,VERONIKA TRAVNIKOVA GORMASH,https://www.getyourguide.com/alhambra-guide-s269647/,,GYG
Oxana Diafoto,Oxana Diafoto,OXANA DYACHENKO,,,,"Passatge Merce Rodoreda 11, 08860 Castelldefels, Barcelona, Spain",Passatge Merce Rodoreda 11,,Castelldefels,Barcelona,08860,Spain,,,,https://www.getyourguide.com/oxana-diafoto-s391421/,,GYG
Eventour Andalucía Incoming S.L,Eventour Andalucía Incoming S.L,Eventour Andalucía Incoming S.L,,`+34957391215,eventour.cordoba@gmail.com,"Doctor Marañon 1, 14004 Córdoba, Andalucia, Spain",Doctor Marañon 1,,Córdoba,Andalucia,14004,Spain,,`B56039068,Eventour Córdoba,https://www.getyourguide.com/eventour-andalucia-incoming-sl-s28017/,,GYG
Madrid auf Deutsch,Madrid auf Deutsch,"Madrid auf Deutsch, S.L.",,`+34648665288,madrid@madridaufdeutsch.net,"C/Valderribas, 17B 6º Dcha, 28007 Madrid, Madrid, Spain","C\u002FValderribas, 17B 6º Dcha",,Madrid,Madrid,28007,Spain,,`B86601168,Javier Sardón,https://www.getyourguide.com/madrid-auf-deutsch-s6960/,,GYG
Surfeat San Sebastian,Surfeat San Sebastian,Sergio Teja Ciprian,,,,"Matia Kalea,  6 6, 20008 Donostia / San Sebastián, Euskadi, Spain","Matia Kalea,  6 6",,Donostia \u002F San Sebastián,Euskadi,20008,Spain,,,,https://www.getyourguide.com/surfeat-san-sebastian-s743933/,,GYG
Gran Canaria Travel,Gran Canaria Travel,Martin Smolen,,,,"34 Calle Carmen Bordón López, 35107 Juan Grande, Canarias, Spain",34 Calle Carmen Bordón López,,Juan Grande,Canarias,35107,Spain,,`Y5666033C,,https://www.getyourguide.com/gran-canaria-travel-s773511/,,GYG
winetoursfrommadrid,winetoursfrommadrid,winetoursfrommadrid s.l.,,`+34678434750,raulorantes4@yahoo.es,"1 Calle Dodge PORTAL G ATICO A, 28041 Madrid, Comunidad de Madrid, Spain",1 Calle Dodge PORTAL G ATICO A,,Madrid,Comunidad de Madrid,28041,Spain,,`B56837214,Raúl ORANTES García,https://www.getyourguide.com/winetoursfrommadrid-s243565/,,GYG
Barcelona Ciclo Tour,Barcelona Ciclo Tour,Color Bikes,,`+34933171970,groups@barcelonaciclotour.com,"carrer taller 45, 08001 Barcelona, barcelona, Spain",carrer taller 45,,Barcelona,barcelona,08001,Spain,,`B65811960,Zita Sujto,https://www.getyourguide.com/barcelona-ciclo-tour-s15326/,,GYG
Localtrips4U.com,Localtrips4U.com,Luxury Services Crete M. IKE,,,,"Poseidonos Street, Kato Gouves, 70014 Kato Gouves, Crete, Greece","Poseidonos Street, Kato Gouves",,Kato Gouves,Crete,70014,Greece,,`168521527000,Yannis Papadakis,https://www.getyourguide.com/localtrips4ucom-s261427/,,GYG
Retro Rides Ibiza,Retro Rides Ibiza,IBZ MEHARI TOURS S.L.,,,,"10 Carrer dels Polls, 07817 Sant Josep de sa Talaia, Illes Balears, Spain",10 Carrer dels Polls,,Sant Josep de sa Talaia,Illes Balears,07817,Spain,,`B22910178,Juan Pablo David Wilde,https://www.getyourguide.com/retro-rides-ibiza-s747174/,,GYG
shaka-fuerte s.l.,shaka-fuerte s.l.,Shaka Fuerte S.L.,,`+34679561225,info@shaka-fuerte.com,"Centro Commercial Bahia Viento, Local 7, 35627 Costa Calma, Las Palmas, Spain","Centro Commercial Bahia Viento, Local 7",,Costa Calma,Las Palmas,35627,Spain,,`B72638240,Matteo Zoppini,https://www.getyourguide.com/shaka-fuerte-sl-s312686/,,GYG
SEGOVIA BALLOONS,SEGOVIA BALLOONS,"Escuela de Aeronautas de Aerodifusion, S.L.",,,,"C/ Tres de Abril, s/n, 40002 Segovia, Segovia, Spain","C\u002F Tres de Abril, s\u002Fn",,Segovia,Segovia,40002,Spain,,`B82354077,Manuel Duque Montero,https://www.getyourguide.com/segovia-balloons-s182423/,,GYG
Nexes Pilates Gracia,Nexes Pilates Gracia,Alvaro Garcia,,,,"185 Travessera de Gràcia, 08012 Barcelona, Catalunya, Spain",185 Travessera de Gràcia,,Barcelona,Catalunya,08012,Spain,,,,https://www.getyourguide.com/nexes-pilates-gracia-s760810/,,GYG
tukitukimadrid,tukitukimadrid,Tukitukimadrid.SL,,,,"Calle de Arturo Soria 239, 28033 Madrid, Comunidad de Madrid, Spain",Calle de Arturo Soria 239,,Madrid,Comunidad de Madrid,28033,Spain,,`B56555287,Tukitukimadrid Gonzalez,https://www.getyourguide.com/tukitukimadrid-s490729/,,GYG
Guides and Tours,Guides and Tours,Amsterdam Guias & Tours BV,,`+34668102919,booking@amsterdamguias.com,"Oudebrugsteeg 9, (Meet Berlage), 1012JN Amsterdam, NOORD HOLLAND, Netherlands","Oudebrugsteeg 9, (Meet Berlage)",,Amsterdam,NOORD HOLLAND,1012JN,Netherlands,,`73934534,David Melero,https://www.getyourguide.com/guides-and-tours-s105735/,,GYG
The Best of Basque,The Best of Basque,Irene Crespo Ortega,,`+34688892911,zsteeland@gmail.com,"Muguru 2 1A, 48960 Galdakao, Bizkaia, Spain",Muguru 2 1A,,Galdakao,Bizkaia,48960,Spain,,`45620083C,Irene Crespo Ortega,https://www.getyourguide.com/the-best-of-basque-s313038/,,GYG
Tours and the City,Tours and the City,BFEFA TRAVEL SL,,`+17246484012,living.italy.experience@gmail.com,"Carrer Comte d'Urgell 95, 08011 Barcelona, Spain, Spain",Carrer Comte d'Urgell 95,,Barcelona,Spain,08011,Spain,,`B10956555,Federico Battaglioli,https://www.getyourguide.com/tours-and-the-city-s309193/,,GYG
THE OTHER FACE,THE OTHER FACE,THE OTHER FACE ESPJ,,`+34662150621,hola@theotherfaceibiza.com,"Bisbe González Abarca, 20 4A, 07800 Ibiza, Baleares, Spain","Bisbe González Abarca, 20 4A",,Ibiza,Baleares,07800,Spain,,`E10542462,Marc Torres Camiña,https://www.getyourguide.com/the-other-face-s265463/,,GYG
Tuktuk Limo Tours,Tuktuk Limo Tours,Tuktuk Limo Tours,,`+34677758315,reservas@tuktuklimotours.com,"Plaza San Miguel 2, 28005 Madrid, Madrid, Spain",Plaza San Miguel 2,,Madrid,Madrid,28005,Spain,,`B10899201,Zoran Paunov,https://www.getyourguide.com/tuktuk-limo-tours-s98152/,,GYG
10X. TENerife eXperience.,10X. TENerife eXperience.,10X. TENerife eXperience.,,,,"Paseo Agustín Gonzalez, 7 , 38683 Puerto de Santiago, Santa Cruz de Tenerife, Spain","Paseo Agustín Gonzalez, 7",,Puerto de Santiago,Santa Cruz de Tenerife,38683,Spain,,`Y6356119Z,,https://www.getyourguide.com/10x-tenerife-experience-s350144/,,GYG
Calima Surf School,Calima Surf School,"SURF SCHOOL FAMARA, S.L.",,,,"13 Avenida el Marinero, 35558 Caleta de Famara, Canarias, Spain",13 Avenida el Marinero,,Caleta de Famara,Canarias,35558,Spain,,`B67997023,Maike Cruz,https://www.getyourguide.com/calima-surf-school-s109518/,,GYG
Nit i vol SLU,Nit i vol SLU,Nit i vol SLU,,`+34689471872,info@voldecoloms.cat,"Crta. Volcà Croscat, s/n, 17811 Santa Pau, GIRONA, Spain","Crta. Volcà Croscat, s\u002Fn",,Santa Pau,GIRONA,17811,Spain,,`B17939067,Toni Colom,https://www.getyourguide.com/nit-i-vol-slu-s8035/,,GYG
Living Tours Lisbon,Living Tours Lisbon,LIVINGTOURS LISBOA LDA,,,,"Rua da Conceição 23/25, 1100-151 Lisboa, 1100-151 Lisbon, Portugal","Rua da Conceição 23\u002F25, 1100-151 Lisboa",,Lisbon,,1100-151,Portugal,,`517876663,João Sousa,https://www.getyourguide.com/living-tours-lisbon-s372646/,,GYG
Dream Island Photography,Dream Island Photography,Ainara Centeno Fernández,,,,"C/MAR EGEO, URB JARDIN MELONERAS 13, 35100 Maspalomas, LAS PALMAS, Spain","C\u002FMAR EGEO, URB JARDIN MELONERAS 13",,Maspalomas,LAS PALMAS,35100,Spain,,`42219938B,Ainara Centeno Fernandez,https://www.getyourguide.com/dream-island-photography-s380274/,,GYG
ANA ISABEL CUBERO YUDEGO,ANA ISABEL CUBERO YUDEGO,WINEDOLID TRAVEL,,,,"c/ Montes Torozos, 47162 Aldeamayor de San Martin, Valladolid, Spain",c\u002F Montes Torozos,,Aldeamayor de San Martin,Valladolid,47162,Spain,,,,https://www.getyourguide.com/ana-isabel-cubero-yudego-s717556/,,GYG
We Tuk Portugal,We Tuk Portugal,"WE TUK PORTUGAL, UNIPESSOAL LDA",,,,"Calçada da Quintinha, n.o 2, 2.o direito, 1070-225 lisboa, Portugal","Calçada da Quintinha, n.o 2, 2.o direito",,lisboa,,1070-225,Portugal,,`517513110,Sofia Carvalho,https://www.getyourguide.com/we-tuk-portugal-s517868/,,GYG
Wino Tours,Wino Tours,Ivan Lacroix,,,,"Plaza de Padro 1, 08757 Corbera De LLOBREGAT, Comunidad de Madrid, Spain",Plaza de Padro 1,,Corbera De LLOBREGAT,Comunidad de Madrid,08757,Spain,,,,https://www.getyourguide.com/wino-tours-s263410/,,GYG
EMBARK,EMBARK,EMBARK S.P. SL,,`+34637118488,embark.admi@gmail.com,"Carrer de Gabriel Fuster 32 B, 07004 Palma, Illes Balears, Spain",Carrer de Gabriel Fuster 32 B,,Palma,Illes Balears,07004,Spain,,`B16905614,Marko Valiente,https://www.getyourguide.com/embark-s275452/,,GYG
actividades nauticas sierra de cadiz,actividades nauticas sierra de cadiz,actividades nauticas sierra de cadiz s.l,,,,"34 Lugar Madrigueras casa, 11680 Algodonales, Andalucía, Spain",34 Lugar Madrigueras casa,,Algodonales,Andalucía,11680,Spain,,`B72326242,pedro orta pujadas,https://www.getyourguide.com/actividades-nauticas-sierra-de-cadiz-s743394/,,GYG
HORSE RIDING CANARIA,HORSE RIDING CANARIA,Mariasole Lenassi,,,,"Camino del Cardonal, 13, Ojos de Garza,, 35219 TELDE, las palmas, Spain","Camino del Cardonal, 13, Ojos de Garza,",,TELDE,las palmas,35219,Spain,,`x9749453Y,,https://www.getyourguide.com/horse-riding-canaria-s301936/,,GYG
Feel the City Tours,Feel the City Tours,Grupo Feel the city Tours,,,,"Calle Almirante Lobo, 2 4 º IZQUIERDA, 41001 Sevilla, Andalucía, Spain","Calle Almirante Lobo, 2 4 º IZQUIERDA",,Sevilla,Andalucía,41001,Spain,,`B90206152,PEDRO ARRIOLA RUIZ,https://www.getyourguide.com/feel-the-city-tours-s8305/,,GYG
Papillon Charter,Papillon Charter,PAPILLON NAUTIC SL,,`+34615929706,info@papilloncharter.com,"Calle Faro, 17, local 5 y 6, 07820 sant antoni de portmany, Spain","Calle Faro, 17, local 5 y 6",,sant antoni de portmany,,07820,Spain,,`B57953457,cristina martin,https://www.getyourguide.com/papillon-charter-s241911/,,GYG
petit charter,petit charter,sc petit charter sl,,,,"carrer andrea doria 23, 5-1, 08003 Barcelona, Spain","carrer andrea doria 23, 5-1",,Barcelona,,08003,Spain,,`B72978257,stefania curti,https://www.getyourguide.com/petit-charter-s309446/,,GYG
SPADAPELLE LLC,SPADAPELLE LLC,SpadaPelle LLC,,,,"7819 Kenrob Drive Southeast, 49546 Grand Rapids, Michigan, United States",7819 Kenrob Drive Southeast,,Grand Rapids,Michigan,49546,United States,,`991309961,Thomas Regan,https://www.getyourguide.com/spadapelle-llc-s581049/,,GYG
HECTOR NUÑEZ VALDEZ,HECTOR NUÑEZ VALDEZ,HECTOR NUÑEZ VALDEZ,,,,"CALLE NARRIKA 7, 3DER, 20003 SAN SEBASTIAN, GUIPUZCOA, Spain","CALLE NARRIKA 7, 3DER",,SAN SEBASTIAN,GUIPUZCOA,20003,Spain,,,,https://www.getyourguide.com/hector-nunez-valdez-s440845/,,GYG
Paseando por Europa,Paseando por Europa,Paseando por Europa S.L.,,,,"Calle Buenos Aires 3, 35002 Las Palmas de Gran Canarias, Las Palmas, Spain",Calle Buenos Aires 3,,Las Palmas de Gran Canarias,Las Palmas,35002,Spain,,`B76236306,Vicente Ortega,https://www.getyourguide.com/paseando-por-europa-s7090/,,GYG
Expedition Costa blanca,Expedition Costa blanca,craig courtney,,,,"calle cervantes, 03750 pedreguer, alicante, Spain",calle cervantes,,pedreguer,alicante,03750,Spain,,,,https://www.getyourguide.com/expedition-costa-blanca-s377811/,,GYG
La Palma Natural,La Palma Natural,Federica ceiner,,,,"Calle Manuel Taño,11, 38750 El Paso, I, Spain","Calle Manuel Taño,11",,El Paso,I,38750,Spain,,`I - 0002500.1,,https://www.getyourguide.com/la-palma-natural-s256636/,,GYG
DescubreValencia,DescubreValencia,Amparo Morato,,,,"Calle Cadiz, 96 2piso pta 4, 46006 Valencia, Valencia, Spain","Calle Cadiz, 96 2piso pta 4",,Valencia,Valencia,46006,Spain,,`N-RV-200,,https://www.getyourguide.com/descubrevalencia-s14616/,,GYG
All Ways Madrid,All Ways Madrid,KUAIREX SL,,`+34649007438,pjmilanes@gmail.com,"Calle Independencia 2, 28013 Madrid, Spain",Calle Independencia 2,,Madrid,,28013,Spain,,`B42797670,Pedro Milanes,https://www.getyourguide.com/all-ways-madrid-s250578/,,GYG
Tuk On Me Sightseeing Tours,Tuk On Me Sightseeing Tours,Magnamatriz Tours Unipessoal Lda.,,,,"Travessa do Casal Ventoso, 1, 2710-356 Sintra, Portugal","Travessa do Casal Ventoso, 1",,Sintra,,2710-356,Portugal,,`513211853,Carlos Pinto,https://www.getyourguide.com/tuk-on-me-sightseeing-tours-s396621/,,GYG
EVE BCN Private Wine and Cava Tours Barcelona,EVE BCN Private Wine and Cava Tours Barcelona,Pedro Rodríguez,,,,"154 Gran Via de les Corts Catalanes 154, 08038 Barcelona, Catalunya, Spain",154 Gran Via de les Corts Catalanes 154,,Barcelona,Catalunya,08038,Spain,,,,https://www.getyourguide.com/eve-bcn-private-wine-and-cava-tours-barcelona-s747360/,,GYG
Free your Mind Experience,Free your Mind Experience,Tania Rosenkranz,,,,"Ctra Nac. 340, km80, La Vega 8, 11380 Tarifa, Spain, Spain","Ctra Nac. 340, km80, La Vega 8",,Tarifa,Spain,11380,Spain,,,,https://www.getyourguide.com/free-your-mind-experience-s391079/,,GYG
Marine Atlantes,Marine Atlantes,Asociación Barbate Luz de Mar,,`+34659549100,info@marineatlantes.com,"Plaza asdrubal 16, 11008 Cadiz, Spain",Plaza asdrubal 16,,Cadiz,,11008,Spain,,`G72382385,Pablo Vidal,https://www.getyourguide.com/marine-atlantes-s276232/,,GYG
Orange Umbrella Srl,Orange Umbrella Srl,Orange Umbrella Srls,,,,"Via Filippo Corridoni 23, 00195 Roma, Italy",Via Filippo Corridoni 23,,Roma,,00195,Italy,,`RM - 1709747,Bruno Paparello,https://www.getyourguide.com/orange-umbrella-srl-s316833/,,GYG
